ticker,WHHT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-03-14,-73.6
2011-10-20,263.6364
2011-10-21,0.0
2011-10-28,150.0
2011-11-18,216.6667
2011-11-23,-47.3684
2012-04-02,-40.0
2012-04-27,0.0
2012-05-03,65.0
2012-05-04,-9.0909
2012-05-14,120.0
2012-06-05,2.0202
2012-06-07,47.5248
2012-06-20,33.557
2012-06-21,0.0
2012-06-22,0.0
2012-07-09,-46.2312
2012-07-10,85.9813
2012-07-13,50.7538
2012-07-17,-25.0
2012-07-18,-28.8889
2012-07-23,-12.5
2012-07-24,0.0
2012-07-25,7.1429
2012-07-26,0.0
2012-07-27,0.0
2012-07-30,0.0
2012-07-31,-4.6667
2012-08-01,-2.0979
2012-08-02,14.2857
2012-08-03,-6.25
2012-08-06,0.0
2012-08-07,0.0
2012-08-08,-3.3333
2012-08-09,39.3103
2012-08-10,3.9604
2012-08-13,2.3810000000000002
2012-08-14,2.3256
2012-08-15,-11.3636
2012-08-16,15.3846
2012-08-17,2.2222
2012-08-20,8.6957
2012-08-21,2.0
2012-08-22,-7.8431
2012-08-23,0.0
2012-08-24,4.2553
2012-08-27,-2.0408
2012-08-28,4.1667
2012-08-29,-4.0
2012-08-30,0.0
2012-08-31,0.0
2012-09-10,0.0
2012-09-11,0.8333
2012-09-12,0.0
2012-09-13,0.8264
2012-09-14,14.7541
2012-09-17,0.0
2012-09-19,-1.0714
2012-09-20,0.0
2012-09-26,0.0
2012-10-05,0.0
2012-10-08,1.444
2012-10-09,0.3559
2012-10-10,0.0
2012-10-11,0.3546
2012-10-15,-21.9081
2012-10-16,27.1493
2012-10-17,0.3559
2012-10-18,0.3546
2012-10-19,-0.3534
2012-10-22,0.0
2012-10-23,-0.3546
2012-10-24,1.7793999999999999
2012-10-25,0.3497
2012-10-26,0.0
2012-10-31,0.0
2012-11-01,1.0453
2012-11-02,-10.3448
2012-11-05,1.9231
2012-11-06,-3.0189
2012-11-07,13.2296
2012-11-08,0.0
2012-11-09,-10.6529
2012-11-12,0.0
2012-11-13,-22.6923
2012-11-14,4.4776
2012-11-15,11.4286
2012-11-16,6.8376
2012-11-19,8.0
2012-11-20,3.7037
2012-11-21,0.0
2012-11-23,0.0
2012-11-26,1.7856999999999998
2012-11-27,2.1053
2012-11-28,1.3746
2012-11-29,0.0
2012-11-30,0.0
2012-12-03,-0.678
2012-12-04,-17.4061
2012-12-05,0.0
2012-12-06,-9.0909
2012-12-07,-8.1818
2012-12-10,-6.4356
