ticker,PSYS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-10-04,300.0
2010-10-06,-25.0
2010-10-15,240.0
2010-10-18,0.0
2010-10-29,-31.3725
2010-11-01,14.2857
2010-11-10,27.5
2010-11-30,-21.5686
2010-12-03,27.5
2010-12-14,17.647100000000002
2011-01-07,0.0
2011-02-17,0.0
2011-03-21,-8.3333
2011-03-25,-1.8182
2011-05-13,1.8519
2011-06-07,263.6364
2011-06-08,-75.0
2011-06-09,150.0
2011-06-10,0.0
2011-06-13,0.0
2011-06-21,-16.0
2011-06-22,4.7619
2011-06-24,0.0
2011-06-27,81.8182
2011-06-30,-37.5
2011-07-01,0.0
2011-07-05,-20.0
2011-07-12,10.0
2011-08-12,-8.1818
2011-08-23,1.9802
2011-09-30,-1.9417
2011-10-06,8.9109
2011-10-10,0.0
2011-10-11,-2.7273
2011-11-02,-5.6075
2011-12-15,-85.1485
2011-12-16,-98.5417
2012-01-03,25042.8571
2012-01-04,83.6364
2012-01-10,2.9703
2012-01-11,0.9615
2012-01-24,-85.7143
2012-01-25,400.0
2012-02-16,-80.0
2012-02-28,233.3333
2012-03-02,-50.0
2012-03-21,-92.0
2012-03-22,850.0
2012-03-23,131.5789
2012-03-26,-15.9091
2012-04-09,-94.5946
2012-04-13,1150.0
2012-04-16,0.0
2012-05-25,-60.0
2012-05-30,-50.0
2012-06-18,600.0
2012-07-12,0.0
2012-08-17,0.0
2012-09-27,-88.5714
2012-10-03,775.0
2012-10-04,-91.4286
2012-10-05,400.0
2012-11-07,-60.0
2012-11-15,-50.0
2012-11-26,0.0
2012-12-28,-33.3333
2013-01-02,50.0
2013-01-24,566.6667
2013-02-01,-25.0
2013-03-26,-66.6667
2013-05-29,400.0
2013-07-30,-80.0
2013-07-31,60.0
2013-08-13,0.0
2013-09-04,150.0
2013-10-11,-65.0
2013-10-30,14.2857
2013-12-23,-25.0
2014-01-02,0.0
2014-01-23,0.0
2014-03-04,0.0
2014-03-13,33.3333
2014-06-13,-50.0
2014-06-18,0.0
2014-10-27,0.0
2014-12-22,0.0
2015-03-09,1150.0
2015-04-13,-20.0
2015-04-14,-87.5
2015-05-05,0.0
2015-09-03,20.0
2015-09-04,16.6667
2015-09-09,100.0
2015-09-10,150.0
2015-09-11,-25.7143
2015-09-15,26.9231
2015-09-16,142.4242
2015-09-17,56.25
2015-09-18,-40.0
2015-09-21,26.6667
2015-09-22,0.0
2015-09-23,0.0
2015-09-24,0.0
2015-09-25,5.2632
2015-09-28,0.0
2015-09-29,-10.0
2015-09-30,0.0
2015-10-02,-3.8889
2015-10-05,2.8902
2015-10-06,1.1236
2015-10-07,-3.8889
2015-10-08,4.0462
2015-10-09,0.0
2015-10-16,0.0
2015-10-29,-38.8889
2015-10-30,-7.2727
2015-11-02,-21.5686
2015-11-03,25.0
2015-11-04,0.0
2015-11-06,-34.0
2015-11-12,6.0606
2015-11-16,-28.5714
2015-11-17,20.0
2015-11-18,-16.6667
2015-11-20,0.0
2015-11-23,-40.0
2015-12-02,0.0
2015-12-04,6.6667
2015-12-08,12.5
2015-12-09,-11.1111
2015-12-10,-6.25
2016-01-20,-53.3333
2016-02-17,42.8571
2016-02-23,0.0
2016-03-04,-20.0
2016-03-17,-81.25
2016-03-22,490.0
2016-04-13,-9.6045
2016-05-23,25.0
2016-05-27,169.375
2016-05-31,4.2691
2016-06-01,-28.7939
2016-06-02,46.25
2016-06-06,0.0
2016-06-16,-8.4188
2016-08-12,23.1918
2016-08-17,6.0606
2016-09-19,-43.6786
2016-12-02,-89.8542
2016-12-08,885.625
2017-02-14,-39.1249
2017-03-14,-18.9583
2017-05-12,-23.329
2017-08-03,-21.5423
2017-11-08,-3.9316
2017-11-14,-6.8505
2018-01-11,-96.1796
2018-01-12,-40.0
2018-01-23,4470.25
2018-01-26,27.6371
2018-01-29,84.7143
2018-01-31,-21.9954
2018-02-01,-0.8527
2018-02-15,-3.0
2018-03-16,-48.4536
2018-03-19,300.0
2018-03-26,0.0
2018-04-06,25.0
2018-04-16,-60.0
2018-04-19,0.0
2018-04-24,50.0
2018-04-26,0.0
2018-04-27,-6.6667
2018-05-03,7.1429
2018-05-29,-96.5333
2018-05-30,2592.3077
2018-07-05,-28.5714
2018-07-31,50.0
2018-08-03,-40.0
2018-08-08,66.6667
2018-08-09,33.3333
2018-08-13,0.0
2018-10-10,-85.0
2018-10-11,233.3333
2018-10-12,0.0
2018-11-26,-80.0
2018-12-06,0.0
2018-12-07,0.0
2018-12-10,200.0
2018-12-31,-66.5
2019-02-06,-0.4975
2019-03-04,0.0
2019-07-12,0.0
2019-08-20,250.0
2019-08-23,-71.4286
2019-09-04,100.0
2019-09-11,-50.0
2019-10-03,0.0
2019-11-12,0.0
2019-11-29,100.0
2020-01-17,-25.0
2020-03-09,0.0
2020-03-25,-16.6667
2020-03-26,136.0
2020-04-13,-66.1017
2020-04-30,0.0
2020-06-12,95.0
2020-06-24,2.5641
2020-06-30,0.0
2020-07-24,0.0
