ticker,ICFI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-09-28,2.0833
2006-09-29,3.2653
2006-10-02,0.0
2006-10-03,-3.7945
2006-10-04,-0.5752
2006-10-05,-0.1653
2006-10-06,-0.5795
2006-10-09,0.1665
2006-10-10,-0.1663
2006-10-11,0.3331
2006-10-12,4.3983
2006-10-13,-2.8617
2006-10-16,6.383
2006-10-17,1.4615
2006-10-18,9.4769
2006-10-19,5.0554
2006-10-20,0.5274
2006-10-23,-1.6393
2006-10-24,-1.6667
2006-10-25,-1.0169
2006-10-26,1.2328999999999999
2006-10-27,-1.0825
2006-10-30,0.4788
2006-10-31,-0.6127
2006-11-01,2.0548
2006-11-02,-1.1409
2006-11-03,5.0916
2006-11-06,2.7778
2006-11-07,6.6625
2006-11-08,-3.1232
2006-11-09,-0.6691
2006-11-10,-1.041
2006-11-13,6.4356
2006-11-14,-2.907
2006-11-15,0.8982
2006-11-16,0.546
2006-11-17,0.3423
2006-11-20,3.2353
2006-11-21,-1.9943
2006-11-22,-0.5814
2006-11-24,-0.5848
2006-11-27,-1.2941
2006-11-28,-0.2391
2006-11-29,1.2551999999999999
2006-11-30,2.5959
2006-12-01,-1.1501000000000001
2006-12-04,1.6289
2006-12-05,1.2593
2006-12-06,-2.2046
2006-12-07,-2.0231
2006-12-08,-0.944
2006-12-11,-0.0596
2006-12-12,-1.8474
2006-12-13,-0.3036
2006-12-14,1.2789
2006-12-15,1.383
2006-12-18,-17.2005
2006-12-19,4.6562
2006-12-20,-0.7529
2006-12-21,1.1724
2006-12-22,2.2495
2006-12-26,-0.7333
2006-12-27,-1.4102999999999999
2006-12-28,0.0681
2006-12-29,-1.1572
2007-01-03,0.2066
2007-01-04,4.5352
2007-01-05,-1.3799000000000001
2007-01-08,-2.2
2007-01-09,-0.1363
2007-01-10,0.6826
2007-01-11,0.0
2007-01-12,0.8136
2007-01-16,0.807
2007-01-17,-0.6671
2007-01-18,-1.3432
2007-01-19,-0.2723
2007-01-22,-2.1843
2007-01-23,1.1863
2007-01-24,-1.3793
2007-01-25,-0.2797
2007-01-26,-0.9116
2007-01-29,-1.8401
2007-01-30,-0.6489
2007-01-31,-0.6531
2007-02-01,0.2922
2007-02-02,0.1457
2007-02-05,0.6545
2007-02-06,-1.0838
2007-02-07,-0.073
2007-02-08,-0.3655
2007-02-09,-1.9809
2007-02-12,3.1437
2007-02-13,-0.5806
2007-02-14,1.0949
2007-02-15,0.8664
2007-02-16,-0.1432
2007-02-20,0.2867
