ticker,LVLV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,0.0
2000-01-24,900.0
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,0.0
2000-02-09,0.0
2000-02-16,0.0
2000-02-22,0.0
2000-03-15,0.0
2000-03-20,0.0
2000-03-23,0.0
2000-03-29,0.0
2000-03-31,0.0
2000-04-06,0.0
2000-04-14,0.0
2000-04-17,0.0
2000-04-20,0.0
2000-05-01,0.0
2000-05-18,0.0
2000-06-01,0.0
2000-06-05,0.0
2000-06-08,0.0
2000-06-09,0.0
2000-06-13,0.0
2000-06-19,0.0
2000-06-23,-90.0
2000-07-17,900.0
2000-07-18,200.0
2000-07-19,0.0
2000-07-25,-66.6667
2000-07-31,0.0
2000-08-09,0.0
2000-08-10,0.0
2000-08-14,0.0
2000-08-18,0.0
2000-08-24,0.0
2000-08-25,0.0
2000-08-28,0.0
2000-09-05,0.0
2000-09-08,0.0
2000-09-11,-90.0
2000-09-22,-87.5
2000-10-03,700.0
2000-10-12,0.0
2000-10-31,-87.5
2000-11-07,700.0
2000-11-20,-87.5
2000-11-29,0.0
2000-12-05,0.0
2000-12-08,700.0
2000-12-11,-87.5
2000-12-14,0.0
2000-12-15,0.0
2000-12-19,0.0
2000-12-20,0.0
2000-12-21,0.0
2000-12-22,0.0
2000-12-26,0.0
2000-12-27,700.0
2000-12-28,-87.5
2000-12-29,0.0
2001-01-09,0.0
2001-01-11,0.0
2001-01-16,0.0
2001-01-24,700.0
2001-01-26,0.0
2001-02-06,0.0
2001-02-12,0.0
2001-03-13,0.0
2001-03-20,0.0
2001-03-21,0.0
2001-03-30,0.0
2001-04-02,0.0
2001-04-03,0.0
2001-04-05,0.0
2001-04-24,0.0
2001-04-30,0.0
2001-05-07,0.0
2001-05-22,0.0
2001-05-24,0.0
2001-05-31,0.0
2001-06-22,0.0
2001-07-09,0.0
2001-07-11,0.0
2001-07-30,0.0
2001-08-01,0.0
2001-08-09,0.0
2001-08-29,0.0
2001-09-05,0.0
2001-09-19,0.0
2001-09-27,0.0
2001-10-29,0.0
2001-11-21,0.0
2001-11-23,0.0
2001-11-26,0.0
2001-11-28,0.0
2001-11-30,0.0
2001-12-03,0.0
2001-12-04,0.0
2001-12-05,0.0
2001-12-13,0.0
2001-12-20,0.0
2001-12-21,0.0
2001-12-26,0.0
2001-12-27,0.0
2001-12-28,0.0
2001-12-31,0.0
2002-01-10,0.0
2002-01-15,0.0
