ticker,SPRZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-11-04,20.0
2013-11-20,23.3333
2014-01-16,14.8649
2014-01-17,5.8824
2014-01-28,4.4444
2014-01-31,6.383
2014-02-18,-25.0
2014-02-19,0.0
2014-02-20,0.0
2014-02-21,0.0
2014-02-24,13.3333
2014-02-25,-8.2353
2014-02-26,8.9744
2014-02-27,0.0
2014-02-28,2.3529
2014-03-03,1.1494
2014-03-04,-4.5455
2014-03-05,3.5714
2014-03-06,0.0
2014-03-07,-1.1494
2014-03-10,2.3256
2014-03-11,-5.6818
2014-03-12,1.2048
2014-03-13,2.3810000000000002
2014-03-14,-4.6512
2014-03-17,2.439
2014-03-18,1.1905000000000001
2014-03-19,3.5294
2014-03-20,-3.4091
2014-03-21,-1.1764999999999999
2014-03-24,-10.7143
2014-05-14,0.0
2014-05-15,0.0
2014-05-16,0.0
2014-06-10,0.0
2014-08-18,0.0
2014-08-19,-26.6667
2014-08-20,9.0909
2014-08-26,0.0
2014-08-27,0.0
2014-09-11,0.0
2014-09-12,16.6667
2014-09-29,-7.1429
2014-09-30,15.3846
2014-10-01,6.6667
2014-10-03,0.0
2014-10-06,-12.5
2014-10-07,14.2857
2014-10-08,6.25
2014-10-10,5.8824
2014-10-14,11.1111
2014-10-16,10.0
2014-10-22,-9.0909
2014-10-29,1.0
2014-11-17,13.8614
2014-11-18,0.0
2014-11-19,2.6087
2014-11-20,0.0
2014-11-21,5.0847
2014-11-24,1.6129
2014-11-25,3.1746
2014-11-26,1.5385
2014-11-28,0.0
2014-12-01,0.0
2014-12-02,-0.7576
2014-12-03,0.7634
2014-12-04,0.0
2014-12-05,0.0
2014-12-09,0.0
2014-12-10,0.0
2014-12-11,2.2727
2014-12-12,-1.4815
2014-12-15,1.5038
2014-12-16,0.0
2014-12-17,0.7407
2014-12-18,0.0
2014-12-19,0.0
2014-12-23,0.0
2014-12-26,0.7353
2014-12-29,0.0
2014-12-30,0.7299
2014-12-31,0.7246
2015-01-02,-3.5971
2015-01-05,0.0
2015-01-06,0.7463
2015-01-07,1.4815
2015-01-08,2.1898
2015-01-09,0.0
2015-01-13,0.0
2015-01-14,0.0
2015-01-15,0.0
2015-01-16,0.0
2015-01-20,0.0
2015-01-21,2.1429
2015-01-22,4.8951
2015-01-23,4.6667
2015-01-26,1.2739
2015-01-27,0.6289
2015-01-28,3.125
2015-01-29,1.8182
2015-01-30,-1.1905000000000001
2015-02-02,1.8072
2015-02-03,3.5503
2015-02-04,-1.1429
2015-02-05,1.1561
2015-02-06,5.7143
2015-02-09,0.5405
2015-02-10,3.7634
2015-02-11,1.0363
2015-02-12,2.5641
2015-02-13,-7.0
2015-02-17,-2.6882
2015-02-18,-1.105
2015-02-19,-8.352
2015-02-20,-8.5645
2015-02-23,-1.3333
2015-02-24,1.3514
2015-02-25,7.3333
2015-02-26,2.4845
2015-02-27,-7.8788
2015-03-02,-30.2632
2015-03-03,12.2642
2015-03-18,-57.9832
2015-03-19,50.0
2015-03-20,-66.6667
2015-03-23,4.0
2015-03-24,-3.8462
2015-03-25,0.0
2015-03-26,0.0
2015-03-27,0.0
2015-03-30,0.0
2015-03-31,44.0
2015-04-01,22.2222
2015-04-07,-77.2727
2015-04-17,150.0
2015-04-20,296.0
2015-04-22,-74.7475
2015-04-27,0.0
2015-05-08,36.0
2015-05-11,-26.4706
2015-05-13,0.0
2015-05-18,-56.0
2015-05-19,0.0
2015-05-20,0.0
2015-05-21,0.0
2015-05-29,36.3636
2015-06-01,-13.3333
2015-06-03,-23.0769
2015-06-04,0.0
2015-06-10,0.0
2015-06-23,0.0
2015-08-07,100.0
2015-08-10,75.0
2015-08-12,-99.9643
2015-08-28,0.0
2015-09-17,79900.0
2015-09-28,-99.875
2015-11-03,0.0
