ticker,UAPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-01-03,9996.1538
2008-02-05,16.6667
2008-02-06,-8.5714
2008-02-07,-18.75
2008-02-20,3.8462
2008-03-04,0.0
2008-03-05,0.7407
2008-03-27,1.4706000000000001
2008-03-28,1.4493
2008-04-02,0.0
2008-04-22,-0.7143
2008-05-14,7.9137
2008-05-15,9.3333
2008-05-16,1.2195
2008-05-19,2.4096
2008-05-20,-1.7647
2008-05-22,-2.9939999999999998
2008-05-23,4.9383
2008-05-27,0.5882
2008-05-28,3.5088
2008-05-29,2.2599
2008-05-30,1.105
2008-06-02,-0.5464
2008-06-03,0.0
2008-06-04,1.0989
2008-06-05,-2.7174
2008-06-06,2.7933
2008-06-09,2.6630000000000003
2008-06-10,3.2292
2008-06-11,1.5385
2008-06-12,-0.5051
2008-06-13,-5.0761
2008-06-16,-4.6524
2008-06-17,-10.2636
2008-06-18,-9.375
2008-06-19,-3.4483
2008-06-20,-1.4285999999999999
2008-06-23,5.0725
2008-06-24,2.069
2008-06-25,-8.7838
2008-06-26,0.0
2008-06-27,0.0
2008-06-30,0.0
2008-07-01,-5.1852
2008-07-02,-9.375
2008-07-03,-43.9655
2008-07-07,61.5385
2008-07-08,19.0476
2008-07-09,-8.0
2008-07-10,-4.3478
2008-07-11,0.0
2008-07-14,-7.2727
2008-07-15,2.9412000000000003
2008-07-16,-9.5238
2008-07-17,-5.2632
2008-07-18,11.1111
2008-07-21,-9.0
2008-07-22,0.0
2008-07-23,4.3956
2008-07-24,24.2105
2008-07-25,-23.7288
2008-07-28,0.0
2008-07-29,11.1111
2008-07-30,0.0
2008-07-31,-10.0
2008-08-01,0.0
2008-08-04,1.1111
2008-08-05,1.0989
2008-08-06,8.6957
2008-08-07,-10.0
2008-08-08,-11.1111
2008-08-11,0.0
2008-08-12,-6.25
2008-08-13,6.0
2008-08-14,-5.6604
2008-08-15,-2.6667
2008-08-18,2.7397
2008-08-19,-1.3333
2008-08-21,-5.4054
2008-08-22,0.0
2008-08-25,1.4285999999999999
2008-08-26,-15.493
2008-08-27,0.0
2008-08-28,8.3333
2008-08-29,11.538499999999999
2008-09-02,17.2414
2008-09-03,0.0
2008-09-04,-2.3529
2008-09-05,-15.6627
2008-09-08,-7.1429
2008-09-09,0.0
2008-09-10,-5.3846
2008-09-12,-10.5691
2008-09-16,18.1818
2008-09-18,0.0
2008-09-19,0.0
2008-09-22,-15.3846
2008-09-23,9.0909
2008-09-24,16.6667
2008-09-26,0.0
