ticker,LOFB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,400.0
2000-02-07,-93.6
2000-03-09,2500.0
2000-03-13,-90.3846
2000-04-10,525.0
2000-05-10,-90.0
2000-08-11,-36.0
2000-10-16,0.0
2000-10-23,0.0
2000-11-14,900.0
2000-12-06,150.0
2000-12-07,-95.0
2000-12-08,1900.0
2000-12-18,-95.0
2000-12-27,0.0
2001-01-31,0.0
2001-06-13,-20.0
2001-06-20,0.0
2001-10-16,0.0
2001-10-26,0.0
2001-11-23,0.0
2001-12-26,0.0
2002-02-06,0.0
2002-06-21,0.0
2002-07-08,0.0
2002-11-04,25.0
2002-11-13,-20.0
2003-06-16,0.0
2003-07-21,-50.0
2003-10-23,0.0
2003-10-27,0.0
2003-12-03,0.0
2003-12-30,400.0
2004-01-08,200.0
2004-01-13,-33.3333
2004-02-04,-20.0
2004-02-09,0.0
2004-02-11,87.5
2004-03-09,0.0
2004-03-15,-20.0
2004-05-11,8.3333
2004-05-17,-23.0769
2004-05-21,0.0
2004-06-03,0.0
2004-07-22,0.0
2004-07-27,0.0
2004-09-14,-30.0
2004-10-08,0.0
2004-10-11,0.0
2005-01-10,0.0
2005-02-18,0.0
2005-06-10,-28.5714
2005-08-03,20.0
2005-12-29,0.0
2006-01-23,33.3333
2006-02-01,-25.0
2006-02-24,33.3333
2006-03-14,-25.0
2006-04-17,0.0
2006-05-15,0.0
2007-03-26,-83.1667
2008-02-21,-49.505
2010-10-21,-80.3922
2012-08-16,205.0
2012-08-17,-86.8852
2012-08-20,-36.25
2012-08-21,-7.3529
2012-08-22,-28.0423
2012-08-23,47.0588
2012-08-24,-16.0
2012-08-27,-20.5357
2012-08-28,-1.1236
2012-08-29,-13.2576
2012-08-30,17.4672
2012-08-31,-13.0112
2012-09-04,-23.5043
2012-09-05,2.7933
2012-09-06,-22.8261
2012-09-07,-22.5352
2012-09-10,-2.7273
2012-09-11,-2.8037
2012-09-12,28.8462
2012-09-13,-16.4179
2012-09-14,71.4286
2012-09-17,18.2292
2012-09-18,-16.740099999999998
2012-09-19,-9.5238
2012-09-20,12.2807
2012-09-21,-8.3333
2012-09-24,-6.25
2012-09-25,-3.0303
2012-09-26,-6.875
2012-09-27,0.6711
2012-09-28,-2.6667
2012-10-01,8.2192
2012-10-02,-3.7975
2012-10-03,-5.2632
2012-10-04,-11.1111
2012-10-05,-8.5938
2012-10-08,2.5641
2012-10-09,-6.6667
2012-10-10,-16.0714
2012-10-11,-3.1915
