ticker,QGEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,8.6093
2000-01-04,-7.9268
2000-01-05,2.649
2000-01-06,-2.9032
2000-01-07,6.3123000000000005
2000-01-10,25.0
2000-01-11,-3.125
2000-01-12,-2.0645
2000-01-13,1.4493
2000-01-14,4.8701
2000-01-18,4.0248
2000-01-19,2.5
2000-01-20,3.6005000000000003
2000-01-21,8.520199999999999
2000-01-24,6.6116
2000-01-25,-3.876
2000-01-26,-1.6129
2000-01-27,-1.2295
2000-01-28,-9.5436
2000-01-31,-9.289
2000-02-01,15.2971
2000-02-02,1.3158
2000-02-03,12.013
2000-02-04,3.3816
2000-02-07,2.0561
2000-02-08,2.5641
2000-02-09,-6.4286
2000-02-10,-1.5267
2000-02-11,1.5504
2000-02-14,-2.302
2000-02-15,0.0122
2000-02-16,0.7812
2000-02-17,6.6376
2000-02-18,12.6761
2000-02-22,3.9516
2000-02-23,8.6113
2000-02-24,3.7143
2000-02-25,2.4793
2000-02-28,-1.6129
2000-02-29,-4.6448
2000-03-01,-4.9069
2000-03-02,1.2429000000000001
2000-03-03,3.5714
2000-03-06,10.6322
2000-03-07,0.9091
2000-03-08,-1.6731
2000-03-09,3.9267
2000-03-10,11.838799999999999
2000-03-13,-5.6306
2000-03-14,-9.2482
2000-03-15,-14.2669
2000-03-16,3.6426
2000-03-17,5.3644
2000-03-20,1.1938
2000-03-21,-1.3879000000000001
2000-03-22,4.9965
2000-03-23,-6.5684000000000005
2000-03-24,-0.1435
2000-03-27,-2.8736
2000-03-28,-2.071
2000-03-29,-4.5317
2000-03-30,-11.3924
2000-03-31,-2.8571
2000-04-03,-4.8713
2000-04-04,-9.5652
2000-04-05,20.1923
2000-04-06,13.1556
2000-04-07,6.8342
2000-04-10,-8.3824
2000-04-11,-3.6917999999999997
2000-04-12,-14.0
2000-04-13,5.0388
2000-04-14,-12.1771
2000-04-17,5.7773
2000-04-18,5.6604
2000-04-19,4.8872
2000-04-20,0.3584
2000-04-24,-1.4285999999999999
2000-04-25,8.5145
2000-04-26,-4.0902
2000-04-27,-1.1314
2000-04-28,2.2007
2000-05-01,2.7561999999999998
2000-05-02,-0.8382
2000-05-03,-1.6061
2000-05-04,6.6151
2000-05-05,0.8864
2000-05-08,0.3195
2000-05-09,-4.4586
2000-05-10,-9.9167
2000-05-11,4.1628
2000-05-12,1.2433
2000-05-15,1.0526
2000-05-16,5.5556
2000-05-17,-3.2895
2000-05-18,-5.4422
2000-05-19,-0.7194
