ticker,GTEH US Equity
2020-02-10,-18.1818
2020-02-11,11.6667
2020-02-12,-13.4328
2020-02-13,14.9425
2020-02-14,-3.0
2020-02-18,3.0928
2020-02-19,0.0
2020-02-20,-10.0
2020-02-21,11.1111
2020-02-24,-10.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,-11.1111
2020-02-28,25.0
2020-03-02,-2.5
2020-03-03,-7.6923
2020-03-04,22.2222
2020-03-05,0.0
2020-03-06,0.0
2020-03-09,-9.0909
2020-03-10,-20.0
2020-03-11,12.5
2020-03-12,-11.1111
2020-03-13,-12.5
2020-03-16,-28.5714
2020-03-17,20.0
2020-03-18,0.0
2020-03-19,33.3333
2020-03-20,-12.5
2020-03-23,-28.5714
2020-03-24,60.0
2020-03-25,-12.5
2020-03-26,0.0
2020-03-27,0.0
2020-03-30,14.2857
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,-25.0
2020-04-03,33.3333
2020-04-06,0.0
2020-04-07,-25.0
2020-04-08,0.0
2020-04-09,16.6667
2020-04-13,-14.2857
2020-04-14,0.0
2020-04-15,16.6667
2020-04-16,0.0
2020-04-17,0.0
2020-04-20,0.0
2020-04-21,14.2857
2020-04-22,-18.75
2020-04-23,23.0769
2020-04-24,-6.25
2020-04-27,13.3333
2020-04-28,23.5294
2020-04-29,4.7619
2020-04-30,0.0
2020-05-01,0.0
2020-05-04,-9.0909
2020-05-05,10.0
2020-05-06,-22.7273
2020-05-07,17.647100000000002
2020-05-08,0.0
2020-05-11,-0.5
2020-05-12,-9.5477
2020-05-13,-22.2222
2020-05-14,57.1429
2020-05-15,-9.0909
2020-05-18,-10.0
2020-05-19,11.1111
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,20.0
2020-05-26,16.6667
2020-05-27,-16.0714
2020-05-28,214.8936
2020-05-29,29.7297
2020-06-01,-60.4167
2020-06-02,-15.7895
2020-06-03,-12.5
2020-06-04,7.1429
2020-06-05,-13.3333
2020-06-08,15.3846
2020-06-09,0.0
2020-06-10,-6.6667
2020-06-11,-14.2857
2020-06-12,0.0
2020-06-15,-8.3333
2020-06-16,18.1818
2020-06-17,-7.6923
2020-06-18,0.0
2020-06-19,-25.0
2020-06-22,55.5556
2020-06-23,-7.1429
2020-06-24,38.4615
2020-06-25,-27.7778
2020-06-26,0.0
2020-06-29,0.0
2020-06-30,-15.3846
2020-07-01,0.0
2020-07-02,0.0
2020-07-06,27.2727
2020-07-07,0.0
2020-07-08,-14.2857
2020-07-09,-8.3333
2020-07-10,9.0909
2020-07-13,-8.3333
2020-07-14,-9.0909
2020-07-15,-5.0
2020-07-16,5.2632
2020-07-17,0.0
2020-07-20,-10.0
2020-07-21,21.6667
2020-07-22,9.589
2020-07-23,-16.6667
2020-07-24,-10.0
2020-07-27,22.2222
2020-07-28,-9.0909
2020-07-29,10.0
2020-07-30,-9.0909
2020-07-31,-2.5
