ticker,IHRT US Equity
2019-10-17,1.0453
2019-10-18,0.0
2019-10-21,1.3103
2019-10-22,-0.1361
2019-10-23,-0.8862
2019-10-24,-0.6878
2019-10-25,-0.831
2019-10-28,0.1397
2019-10-29,0.3487
2019-10-30,-0.7644
2019-10-31,0.4202
2019-11-01,4.3236
2019-11-04,-1.3369
2019-11-05,0.542
2019-11-06,-0.2022
2019-11-07,-0.0675
2019-11-08,2.2973
2019-11-11,5.9445
2019-11-12,2.0574
2019-11-13,-3.0544
2019-11-14,-0.6301
2019-11-15,-1.078
2019-11-18,-1.1538
2019-11-19,-0.5837
2019-11-20,-1.1742
2019-11-21,-0.264
2019-11-22,0.2647
2019-11-25,0.9901
2019-11-26,-2.549
2019-11-27,4.0241
2019-11-29,-0.7737
2019-12-02,0.5198
2019-12-03,-0.7111
2019-12-04,-1.1068
2019-12-05,-2.4358
2019-12-06,-1.6194
2019-12-09,-0.2058
2019-12-10,-0.3436
2019-12-11,1.8620999999999999
2019-12-12,-1.4218
2019-12-13,7.4176
2019-12-16,2.1739
2019-12-17,-1.6896
2019-12-18,-0.0637
2019-12-19,-0.2548
2019-12-20,0.5747
2019-12-23,3.4286
2019-12-24,1.2891
2019-12-26,-1.3333
2019-12-27,-1.6585
2019-12-30,0.3123
2019-12-31,5.2304
2020-01-02,-2.0118
2020-01-03,0.3019
2020-01-06,1.3847
2020-01-07,2.5534
2020-01-08,-1.7370999999999999
2020-01-09,1.8268
2020-01-10,0.2315
2020-01-13,-1.0393
2020-01-14,-0.2334
2020-01-15,2.7485
2020-01-16,0.0
2020-01-17,2.3904
2020-01-21,-0.1668
2020-01-22,1.4477
2020-01-23,-1.7563
2020-01-24,-0.2235
2020-01-27,-0.112
2020-01-28,1.7377
2020-01-29,0.0
2020-01-30,-0.8264
2020-01-31,-1.7778
2020-02-03,1.0181
2020-02-04,1.1758
2020-02-05,-0.5534
2020-02-06,0.946
2020-02-07,-0.7718
2020-02-10,-1.7222
2020-02-11,-0.4522
2020-02-12,0.5111
2020-02-13,1.6383999999999999
2020-02-14,-0.4447
2020-02-18,-0.0558
2020-02-19,-0.2793
2020-02-20,0.1681
2020-02-21,-0.3356
2020-02-24,-2.862
2020-02-25,-2.9463
2020-02-26,-5.1786
2020-02-27,-6.0891
2020-02-28,1.0027
2020-03-02,-0.728
2020-03-03,-1.8667
2020-03-04,-2.1739
2020-03-05,-7.2917
2020-03-06,-4.4195
2020-03-09,-10.4232
2020-03-10,-3.1496
2020-03-11,-3.8844
2020-03-12,-22.0865
2020-03-13,25.3317
2020-03-16,-26.7565
2020-03-17,-2.1025
2020-03-18,-14.3624
2020-03-19,9.874600000000001
2020-03-20,17.9743
2020-03-23,0.2418
2020-03-24,8.8058
2020-03-25,-12.0843
2020-03-26,-5.2963000000000005
2020-03-27,-7.4567
2020-03-30,2.3022
2020-03-31,2.8129
2020-04-01,-13.2695
2020-04-02,-13.2492
2020-04-03,-11.4545
2020-04-06,-1.6427
2020-04-07,19.2067
2020-04-08,14.3608
2020-04-09,17.7642
2020-04-13,-6.2419
2020-04-14,3.7448
2020-04-15,-2.4064
2020-04-16,-4.1096
2020-04-17,4.8571
2020-04-20,-3.6785
2020-04-21,-11.4569
2020-04-22,-0.5591
2020-04-23,-1.3655
2020-04-24,-7.9805
2020-04-27,22.1239
2020-04-28,3.9130000000000003
2020-04-29,6.4156
2020-04-30,-7.9948
2020-05-01,-3.9886
2020-05-04,-2.5223
2020-05-05,0.6088
2020-05-06,0.1513
2020-05-07,5.7402
2020-05-08,0.0
2020-05-11,-5.7143
2020-05-12,-3.0303
2020-05-13,-5.1563
2020-05-14,10.0494
2020-05-15,0.7485
2020-05-18,6.2407
2020-05-19,-2.0979
2020-05-20,0.7143
2020-05-21,2.8369
2020-05-22,-3.1724
2020-05-26,18.661
2020-05-27,8.7635
2020-05-28,-10.3201
2020-05-29,7.0769
2020-06-01,-1.7241
2020-06-02,1.8713
2020-06-03,12.8588
2020-06-04,-2.7467
2020-06-05,10.9833
2020-06-08,9.3308
2020-06-09,-8.8793
2020-06-10,-5.8657
2020-06-11,-11.3568
2020-06-12,5.7823
2020-06-15,6.538
2020-06-16,-4.2254
2020-06-17,1.3655
2020-06-18,-2.5907
2020-06-19,1.8085
2020-06-22,-4.2842
2020-06-23,8.4061
2020-06-24,-2.4169
2020-06-25,1.4447999999999999
2020-06-26,-8.2401
2020-06-29,-6.3193
2020-06-30,-1.1834
2020-07-01,-5.509
2020-07-02,-9.505700000000001
2020-07-06,-0.2801
2020-07-07,-0.2809
2020-07-08,0.0
2020-07-09,-4.2254
2020-07-10,-2.2059
2020-07-13,2.5564
2020-07-14,3.5191
2020-07-15,1.983
2020-07-16,19.8611
2020-07-17,2.6651
2020-07-20,-2.0316
2020-07-21,-6.3364
2020-07-22,4.551
2020-07-23,1.7647
2020-07-24,-4.2775
2020-07-27,-0.1208
2020-07-28,0.7255
2020-07-29,-2.521
2020-07-30,3.6946
2020-07-31,-0.7126
