ticker,IHRT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-05-08,-16.6667
2019-05-09,16.6667
2019-05-14,-2.8571
2019-05-17,-7.0588
2019-05-20,8.3861
2019-05-22,3.6496
2019-05-23,1.4085
2019-05-29,-6.25
2019-05-30,-2.2222
2019-06-06,0.0
2019-06-10,-6.0606
2019-06-11,6.4516
2019-06-12,-3.0303
2019-06-17,3.9063
2019-06-18,-0.7519
2019-06-19,0.0
2019-06-20,1.5152
2019-06-24,-2.9851
2019-06-25,-3.3846
2019-06-26,-0.6369
2019-06-27,0.0
2019-06-28,-3.5256
2019-07-01,2.3256
2019-07-02,0.0
2019-07-03,0.6494
2019-07-05,-0.3226
2019-07-08,0.3236
2019-07-09,0.6452
2019-07-10,7.8846
2019-07-11,-1.9607999999999999
2019-07-12,4.4242
2019-07-15,0.6965
2019-07-16,-0.2882
2019-07-17,-1.7341
2019-07-18,-2.9412000000000003
2019-07-19,-0.9091
2019-07-22,-0.6116
2019-07-23,0.6154
2019-07-24,-3.8532
2019-07-25,-0.6361
2019-07-26,-5.6338
2019-07-29,-3.3243
2019-07-30,1.7544
2019-07-31,3.1724
2019-08-01,0.2005
2019-08-02,-1.6011
2019-08-05,-5.0847
2019-08-06,-1.0714
2019-08-07,-0.361
2019-08-08,-5.7971
2019-08-09,-1.0
2019-08-12,2.9526
2019-08-13,-1.1320999999999999
2019-08-14,2.7481
2019-08-15,-0.5201
2019-08-16,-1.0456
2019-08-19,-0.7547
2019-08-20,0.7605
2019-08-21,-2.1132
2019-08-22,0.0
2019-08-23,0.771
2019-08-26,1.0712
2019-08-27,-0.8327
2019-08-28,1.0687
2019-08-29,3.6254
2019-08-30,0.5831
2019-09-03,0.7971
2019-09-04,0.5032
2019-09-05,-0.8584
2019-09-06,0.5051
2019-09-09,0.0
2019-09-10,0.7897
2019-09-11,3.3476
2019-09-12,-0.5513
2019-09-13,0.2079
2019-09-16,-1.7288999999999999
2019-09-17,3.1668
2019-09-18,1.1596
2019-09-19,0.5394
2019-09-20,-0.939
2019-09-23,-5.5518
2019-09-24,1.8638
2019-09-25,5.2780000000000005
2019-09-26,-2.2727
2019-09-27,0.2052
2019-09-30,2.3891
2019-10-01,-0.1333
2019-10-02,2.1362
2019-10-03,1.5032999999999999
2019-10-04,-0.9659
2019-10-07,-2.9909
2019-10-08,-2.5469
2019-10-09,0.0
2019-10-10,1.3755
2019-10-11,0.882
2019-10-14,-0.538
2019-10-15,-3.3807
2019-10-16,0.4199
