ticker,GGSM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-05-07,211.0
2012-05-08,-36.0129
2012-05-09,40.7035
2012-05-10,-38.5714
2012-05-11,0.0
2012-05-14,10.4651
2012-05-15,15.7895
2012-05-16,18.1818
2012-05-17,-7.6923
2012-05-18,42.5
2012-05-21,-12.2807
2012-05-22,-26.6667
2012-05-23,2.7273
2012-05-24,-2.6549
2012-05-25,4.5455
2012-05-29,7.8261
2012-05-30,-3.2258
2012-05-31,12.5
2012-06-01,8.1481
2012-06-04,8.9041
2012-06-05,-24.5283
2012-06-06,-12.5
2012-06-07,-4.7619
2012-06-08,-9.0
2012-06-11,4.3956
2012-06-12,5.2632
2012-06-13,0.0
2012-06-14,-10.0
2012-06-15,-10.0
2012-06-18,-27.1605
2012-06-19,0.0
2012-06-20,-6.7797
2012-06-21,0.0
2012-06-22,7.9545
2012-06-25,-22.5263
2012-06-26,29.0761
2012-06-27,-20.8421
2012-06-28,26.3298
2012-06-29,0.0
2012-07-02,-29.2632
2012-07-03,4.7619
2012-07-05,0.0
2012-07-09,-20.4545
2012-07-11,71.4286
2012-07-12,-16.6667
2012-07-17,-18.0
2012-07-18,0.0
2012-07-20,46.3415
2012-07-23,0.0
2012-07-24,41.0417
2012-07-25,-11.3737
2012-07-27,-1.3333
2012-07-30,-5.4054
2012-07-31,14.2857
2012-08-02,0.0
2012-08-03,-11.25
2012-08-06,0.0
2012-08-07,0.0
2012-08-09,0.0
2012-08-10,-1.4085
2012-08-13,0.0
2012-08-14,21.4286
2012-08-15,0.0
2012-08-16,-5.8824
2012-08-17,12.5
2012-08-20,11.1111
2012-08-21,11.0
2012-08-22,4.955
2012-08-23,-3.8627000000000002
2012-08-24,7.1429
2012-08-28,-8.3333
2012-08-29,0.0
2012-08-30,0.0
2012-08-31,0.0
2012-09-06,0.0
2012-09-07,-9.0909
2012-09-10,0.0
2012-09-11,10.0
2012-09-12,-18.1818
2012-09-13,0.0
2012-09-14,11.1111
2012-09-17,0.0
2012-09-20,-21.875
2012-09-21,25.44
2012-09-24,-10.2041
2012-09-25,-14.7727
2012-09-27,0.0
2012-10-03,0.0
2012-10-05,0.0
2012-10-09,0.0
2012-10-11,0.0
2012-10-12,0.0
2012-10-17,-6.6667
2012-10-19,0.0
2012-10-23,10.7143
2012-10-24,9.6774
2012-10-25,-5.8824
2012-10-31,-6.25
2012-11-02,0.0
2012-11-05,1.3333
2012-11-06,5.2632
2012-11-08,6.25
2012-11-12,5.8824
