ticker,ZGNX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-11-23,-0.5
2010-11-24,-0.2513
2010-11-26,0.7557
2010-11-29,-2.5
2010-11-30,-1.7949000000000002
2010-12-01,4.4386
2010-12-02,16.0
2010-12-03,13.3621
2010-12-06,10.076
2010-12-07,-1.0363
2010-12-08,3.4904
2010-12-09,0.8432
2010-12-10,-0.5017
2010-12-13,-0.5042
2010-12-14,-2.027
2010-12-15,-0.3448
2010-12-16,0.519
2010-12-17,1.5491000000000001
2010-12-20,0.5085
2010-12-21,-6.4081
2010-12-22,6.8468
2010-12-23,-2.0236
2010-12-27,2.7539
2010-12-28,-5.5276
2010-12-29,-1.4184
2010-12-30,4.3165
2010-12-31,-2.2414
2011-01-03,11.463799999999999
2011-01-04,-8.2278
2011-01-05,6.2069
2011-01-06,0.6494
2011-01-07,-4.0323
2011-01-10,-0.1681
2011-01-11,-1.6835
2011-01-12,-1.1985999999999999
2011-01-13,-0.6932
2011-01-14,-0.5236
2011-01-18,-5.4386
2011-01-19,-2.9685
2011-01-20,-1.1472
2011-01-21,1.5474
2011-01-24,-3.6189999999999998
2011-01-25,-1.581
2011-01-26,0.4016
2011-01-27,0.2
2011-01-28,-4.1916
2011-01-31,5.0
2011-02-01,-2.5794
2011-02-02,-4.277
2011-02-03,2.9787
2011-02-04,-2.686
2011-02-07,-4.4586
2011-02-08,-3.1111
2011-02-09,-2.6376
2011-02-10,-4.8292
2011-02-11,-0.495
2011-02-14,-1.4925
2011-02-15,-2.2727
2011-02-16,-6.2016
2011-02-17,4.6832
2011-02-18,0.7895
2011-02-22,-2.8721
2011-02-23,-2.4194
2011-02-24,0.0
2011-02-25,12.9477
2011-02-28,-0.4878
2011-03-01,3.9215999999999998
2011-03-02,-0.7075
2011-03-03,-1.1876
2011-03-04,13.9423
2011-03-07,-2.5316
2011-03-08,7.5758
2011-03-09,3.6217
2011-03-10,9.7087
2011-03-11,-2.1239
2011-03-14,-7.5949
2011-03-15,-8.8063
2011-03-16,0.6438
2011-03-17,-0.2132
2011-03-18,3.6325
2011-03-21,3.299
2011-03-22,0.3992
2011-03-23,-1.9881
2011-03-24,-5.2738
2011-03-25,4.9251000000000005
2011-03-28,-3.4694
2011-03-29,3.5941
2011-03-30,0.0
2011-03-31,2.0408
2011-04-01,0.8
2011-04-04,-0.5952
2011-04-05,2.1955999999999998
2011-04-06,-2.1484
2011-04-07,-2.3952
2011-04-08,-1.227
2011-04-11,-0.4141
2011-04-12,-4.3659
