ticker,FRZT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-07-15,-28.5714
2011-07-18,0.0
2011-07-20,0.0
2011-07-25,0.0
2011-09-07,-20.0
2011-09-08,0.0
2011-09-09,25.0
2011-09-13,20.0
2011-09-20,-33.3333
2011-09-26,0.0
2011-09-29,-25.0
2011-09-30,-6.6667
2011-10-05,0.0
2011-10-10,-78.5714
2011-10-13,316.6667
2011-10-18,12.0
2011-10-24,-3.5714
2011-11-23,-18.5185
2011-11-29,27.2727
2011-12-19,-35.7143
2011-12-30,-22.2222
2012-01-17,-28.75
2012-01-31,-0.1253
2012-02-02,-37.7666
2012-02-08,0.0
2012-02-17,9.6774
2012-03-01,17.647100000000002
2012-03-02,-3.75
2012-03-05,-12.6623
2012-03-12,14.4981
2012-03-23,-22.0779
2012-03-26,33.3333
2012-04-03,0.0
2012-04-12,-25.0
2012-04-17,26.6667
2012-05-10,0.0
2012-05-16,-21.0526
2012-05-17,26.6667
2012-05-18,-23.6842
2012-05-22,-3.4483
2012-05-29,78.5714
2012-05-30,-45.0
2012-05-31,-27.2727
2012-06-01,0.0
2012-06-04,-15.0
2012-06-05,-11.7647
2012-06-06,-13.3333
2012-06-07,6.7308
2012-06-08,-7.6577
2012-06-11,-21.9512
2012-06-12,-23.125
2012-06-13,4.065
2012-06-14,0.0
2012-06-15,-25.0
2012-06-18,25.0
2012-06-19,-1.6667
2012-06-20,-30.5085
2012-06-21,0.0
2012-06-22,0.0
2012-06-25,0.0
2012-06-26,17.0732
2012-06-27,-13.5417
2012-06-28,-3.6145
2012-06-29,-3.75
2012-07-02,3.8961
2012-07-03,16.25
2012-07-05,-3.2258
2012-07-06,-11.1111
2012-07-09,-43.75
2012-07-10,60.0
2012-07-13,-48.6111
2012-07-16,0.0
2012-07-17,72.973
2012-07-23,25.0
2012-07-24,-20.0
2012-07-25,-12.5
2012-07-26,32.1429
2012-07-31,-35.1351
2012-08-02,33.3333
2012-08-07,0.0
2012-08-08,0.0
2012-08-10,0.0
2012-08-14,25.0
2012-08-20,-53.75
2012-08-24,0.0
2012-08-28,0.0
2012-08-29,0.0
2012-09-04,0.0
2012-09-07,21.6216
2012-09-10,0.0
2012-09-11,-11.1111
2012-09-12,7.5
2012-09-13,60.4651
2012-09-14,1.4493
2012-09-19,28.5714
2012-09-20,-55.5556
2012-09-21,25.0
2012-09-25,-26.0
2012-09-26,0.0
2012-09-28,8.1081
2012-10-02,20.0
2012-10-03,-16.6667
2012-10-04,-15.0
