ticker,RBNW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-09-11,70.0
2015-09-14,96.0784
2015-09-16,7.0
2015-09-17,2.8037
2015-09-18,-31.8182
2015-09-21,-66.6667
2015-09-22,-20.0
2015-09-23,-25.0
2015-09-24,-6.6667
2015-09-25,-21.4286
2015-09-28,0.0
2015-09-29,0.0
2015-09-30,-53.6364
2015-10-01,27.451
2015-10-02,-23.0769
2015-10-05,39.75
2015-10-06,-0.2683
2015-10-07,-35.426
2015-10-08,0.0
2015-10-09,11.1111
2015-10-12,-30.0
2015-10-13,28.5714
2015-10-14,0.0
2015-10-15,0.0
2015-10-16,0.0
2015-10-20,-55.5556
2015-10-21,125.0
2015-10-22,0.0
2015-10-23,0.0
2015-10-26,-54.7222
2015-10-27,119.9387
2015-10-28,-10.7392
2015-10-29,-47.5
2015-10-30,0.0
2015-11-02,0.0
2015-11-03,47.0238
2015-11-04,-31.9838
2015-11-06,-19.0476
2015-11-10,0.0
2015-11-11,-11.0294
2015-11-13,30.1653
2015-11-18,6.6667
2015-11-19,0.0
2015-11-20,0.0
2015-11-23,0.0
2015-11-25,-0.5952
2015-11-30,-51.1976
2015-12-01,26.3804
2015-12-02,0.0
2015-12-03,-50.4854
2015-12-04,52.9412
2015-12-07,3.8462
2015-12-08,-1.2346
2015-12-09,0.0
2015-12-10,23.75
2015-12-11,4.0404
2015-12-14,0.9709
2015-12-15,0.0
2015-12-16,-37.5
2015-12-17,37.6923
2015-12-18,-28.4916
2015-12-21,25.0
2015-12-22,0.0
2015-12-23,0.0
2015-12-28,-35.0
2015-12-31,7.6923
2016-01-05,-24.1071
2016-01-06,-24.7059
2016-01-07,-46.875
2016-01-08,70.5882
2016-01-11,-20.6897
2016-01-12,4.3478
2016-01-13,6.25
2016-01-14,3.9215999999999998
2016-01-15,-35.8491
2016-01-19,0.0
2016-01-20,-47.0588
2016-01-21,111.1111
2016-01-22,47.3684
2016-01-25,-8.9286
2016-01-26,182.3529
2016-01-27,166.6667
2016-01-28,-29.1667
2016-01-29,-47.0588
2016-02-01,-12.5
2016-02-02,19.0476
2016-02-03,-21.3333
2016-02-04,-32.2034
2016-02-05,-10.0
2016-02-08,-22.2222
2016-02-09,0.0
2016-02-10,-37.5
2016-02-11,-8.5714
2016-02-12,150.0
2016-02-16,26.25
2016-02-17,8.9109
2016-02-18,-12.7273
2016-02-19,-13.5417
2016-02-22,32.5301
2016-02-23,-32.7273
2016-02-24,18.9189
2016-02-25,-32.9545
