ticker,ILPT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-01-12,-2.7083
2018-01-16,0.0
2018-01-17,0.257
2018-01-18,-0.7689
2018-01-19,-0.7749
2018-01-22,-1.9957
2018-01-23,0.9296
2018-01-24,-2.6316
2018-01-25,-1.1261
2018-01-26,0.4556
2018-01-29,-0.4989
2018-01-30,2.4157
2018-01-31,0.5785
2018-02-01,-1.6814
2018-02-02,-1.3951
2018-02-05,-1.0041
2018-02-06,0.7838
2018-02-07,0.4117
2018-02-08,-1.3667
2018-02-09,-1.6166
2018-02-12,-0.7512
2018-02-13,-0.7096
2018-02-14,0.0
2018-02-15,0.3811
2018-02-16,2.468
2018-02-20,-1.7138
2018-02-21,-1.9792999999999998
2018-02-22,-0.8173
2018-02-23,1.9874
2018-02-26,-2.519
2018-02-27,-0.3413
2018-02-28,-1.7612999999999999
2018-03-01,0.4482
2018-03-02,2.6277
2018-03-05,-0.1932
2018-03-06,1.4521
2018-03-07,0.2385
2018-03-08,1.3327
2018-03-09,-0.3758
2018-03-12,-2.5460000000000003
2018-03-13,1.8868
2018-03-14,-2.7066
2018-03-15,0.8785
2018-03-16,0.5806
2018-03-19,0.2886
2018-03-20,-1.4388
2018-03-21,1.5085
2018-03-22,-0.7191
2018-03-23,-1.014
2018-03-26,1.3171
2018-03-27,0.4815
2018-03-28,-0.575
2018-03-29,-1.9759
2018-04-02,-1.4258
2018-04-03,1.3466
2018-04-04,-0.0984
2018-04-05,-0.3448
2018-04-06,-0.9886
2018-04-09,-0.0499
2018-04-10,0.3497
2018-04-11,-0.2987
2018-04-12,0.3495
2018-04-13,0.995
2018-04-16,1.2315
2018-04-17,1.4599
2018-04-18,1.4868000000000001
2018-04-19,-0.7561
2018-04-20,-1.0476
2018-04-23,-0.8662
2018-04-24,1.165
2018-04-25,-1.1516
2018-04-26,-0.7767
2018-04-27,1.7612999999999999
2018-04-30,-0.0487
2018-05-01,-0.0975
2018-05-02,-0.2439
2018-05-03,0.0
2018-05-04,0.9291
2018-05-07,3.4399
2018-05-08,1.0304
2018-05-09,-0.0927
2018-05-10,0.0
2018-05-11,-0.9281
2018-05-14,-1.171
2018-05-15,-2.7014
2018-05-16,2.1432
2018-05-17,-0.3815
2018-05-18,0.3351
2018-05-21,0.0954
2018-05-22,-0.286
2018-05-23,0.0478
2018-05-24,0.3344
2018-05-25,1.1905000000000001
2018-05-29,1.2235
2018-05-30,2.9289
2018-05-31,-3.8844
2018-06-01,0.6109
2018-06-04,-0.5138
