ticker,AWWI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-12-26,1342.8571
2010-12-03,-25.7426
2011-03-30,-6.6667
2011-03-31,0.0
2011-04-01,0.0
2011-04-05,0.0
2011-04-18,-57.1429
2011-04-19,0.0
2011-04-20,0.0
2011-06-17,0.0
2011-07-08,-33.0
2011-07-29,-0.4975
2011-10-12,15.0
2011-10-18,13.0435
2011-11-03,-15.3846
2012-01-04,13.6364
2012-01-31,-12.0
2012-02-01,-31.8182
2012-02-03,-33.3333
2012-02-08,0.0
2012-02-10,0.0
2012-02-13,0.0
2012-02-16,-10.0
2012-02-23,0.0
2012-03-02,-55.5556
2012-03-05,2.5
2012-03-09,46.3415
2012-03-12,33.3333
2012-03-15,12.5
2012-03-16,33.3333
2012-03-21,-50.0
2012-04-25,0.0
2012-04-26,-8.3333
2012-05-08,0.0
2012-05-16,-45.4545
2012-05-18,-16.6667
2012-05-29,-20.0
2012-06-05,140.0
2012-06-07,-58.3333
2012-06-13,0.0
2012-06-14,-10.0
2012-06-18,-44.4444
2012-06-20,-45.0
2012-06-25,100.0
2012-06-29,-9.0909
2012-07-05,-51.25
2012-07-06,-10.2564
2012-07-11,37.1429
2012-07-13,0.0
2012-07-16,0.0
2012-07-17,8.3333
2012-07-18,23.0769
2012-07-19,0.0
2012-07-25,-62.5
2012-07-30,62.5
2012-07-31,33.3333
2012-08-01,25.0
2012-08-02,-36.1538
2012-08-03,-22.8916
2012-08-06,0.0
2012-08-07,-25.0
2012-08-08,4.1667
2012-08-16,-32.0
2012-08-17,-5.8824
2012-08-22,-25.0
2012-08-24,0.0
2012-08-28,725.0
2012-08-29,-58.5859
2012-08-30,141.4634
2012-08-31,-20.7071
2012-09-04,-13.3758
2012-09-05,-21.3235
2012-09-06,-10.2804
2012-09-07,-8.3333
2012-09-10,-6.8182
2012-09-12,7.3171
2012-09-13,-9.0909
2012-09-14,-16.25
2012-09-17,-4.4776
2012-09-18,0.0
2012-09-20,3.125
2012-09-21,0.0
2012-09-25,0.0
2012-09-26,0.0
2012-09-27,-3.0303
2012-10-01,-21.875
2012-10-03,-68.0
2012-10-08,150.0
2012-10-09,0.0
2012-10-11,0.0
2012-10-18,0.0
2012-11-02,0.0
2012-11-08,0.0
2012-11-09,0.0
2012-11-15,-87.5
2012-11-16,320.0
2012-11-27,0.0
2012-11-28,-9.5238
2012-12-20,10.526299999999999
2013-02-14,-9.5238
2013-02-28,152.6316
2013-03-04,0.0
2013-03-06,216.6667
