ticker,AHH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-05-08,0.6957
2013-05-09,-0.2591
2013-05-10,0.4329
2013-05-13,0.431
2013-05-14,-1.03
2013-05-15,0.6071
2013-05-16,1.2069
2013-05-17,0.1704
2013-05-20,-0.2551
2013-05-21,0.8525
2013-05-22,-0.6762
2013-05-23,-1.1915
2013-05-24,0.7752
2013-05-28,-1.0256
2013-05-29,-2.8497
2013-05-30,2.6667
2013-05-31,-0.6926
2013-06-03,0.4359
2013-06-04,-0.0868
2013-06-05,0.3475
2013-06-06,0.6061
2013-06-07,-0.1721
2013-06-10,0.431
2013-06-11,-0.7725
2013-06-12,-0.6055
2013-06-13,0.0
2013-06-14,-0.3481
2013-06-17,0.8734
2013-06-18,-0.3463
2013-06-19,-1.8245
2013-06-20,-1.5044
2013-06-21,1.2579
2013-06-24,-0.4437
2013-06-25,1.426
2013-06-26,0.0
2013-06-27,1.4060000000000001
2013-06-28,2.7923
2013-07-01,-0.9338
2013-07-02,0.3428
2013-07-03,0.2562
2013-07-05,0.6814
2013-07-08,-2.9611
2013-07-09,-2.4412
2013-07-10,-1.4298
2013-07-11,0.9973
2013-07-12,0.0
2013-07-15,-0.2693
2013-07-16,2.2502
2013-07-17,-2.1127
2013-07-18,0.8993
2013-07-19,0.4456
2013-07-22,-0.6211
2013-07-23,0.2679
2013-07-24,-0.4452
2013-07-25,0.2683
2013-07-26,-2.2302
2013-07-29,1.0036
2013-07-30,-0.0903
2013-07-31,-1.7179
2013-08-01,-0.552
2013-08-02,0.0
2013-08-05,0.37
2013-08-06,-0.4608
2013-08-07,-1.0185
2013-08-08,-2.5257
2013-08-09,-0.6718
2013-08-12,2.8019
2013-08-13,-3.0075
2013-08-14,-1.0659
2013-08-15,-4.6033
2013-08-16,-3.4908
2013-08-19,-3.7234
2013-08-20,1.768
2013-08-21,2.823
2013-08-22,1.5838999999999999
2013-08-23,0.6237
2013-08-26,2.0661
2013-08-27,-1.0121
2013-08-28,-3.9877000000000002
2013-08-29,0.1065
2013-08-30,-0.1064
2013-09-03,-1.1715
2013-09-04,0.7543
2013-09-05,0.107
2013-09-06,0.8547
2013-09-09,4.1314
2013-09-10,-3.2553
2013-09-11,-1.0515
2013-09-12,1.2752
2013-09-13,0.0
2013-09-16,-0.4197
2013-09-17,1.3699
2013-09-18,2.8067
2013-09-19,2.3256
2013-09-20,7.6087
2013-09-23,-0.8264
2013-09-24,-0.1852
2013-09-25,-3.0612
2013-09-26,1.4354
