ticker,IGAP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-05-02,0.0
2013-05-13,60.0
2013-05-17,0.0
2013-05-22,0.0
2013-07-22,0.0
2013-07-25,-5.1
2013-07-26,0.1054
2013-08-26,0.0
2013-09-25,-15.7895
2013-09-26,-12.5
2013-10-24,21.4286
2013-11-04,0.0
2013-11-05,0.0
2013-11-14,0.0
2013-11-21,0.0
2013-11-22,0.0
2013-11-25,0.0
2013-12-26,0.0
2013-12-27,0.0
2014-01-13,0.0
2014-01-15,0.0
2014-01-23,-1.7647
2014-01-24,1.7964
2014-01-27,2.9412000000000003
2014-01-28,0.0
2014-01-29,1.7143000000000002
2014-02-05,0.0
2014-02-19,0.0
2014-02-20,-5.618
2014-02-24,5.8333
2014-02-25,0.1125
2014-02-28,-4.4944
2014-03-04,0.0
2014-03-06,0.0
2014-03-10,-0.1176
2014-03-12,-2.9446
2014-03-13,0.1214
2014-03-14,-26.0606
2014-03-18,35.2459
2014-03-19,0.0
2014-03-21,0.0
2014-03-27,0.0
2014-03-28,-27.0303
2014-03-31,37.0432
2014-04-01,-0.1212
2014-04-02,-5.8252
2014-04-03,0.5155
2014-04-09,6.4103
2014-04-11,-0.6024
2014-04-14,0.6061
2014-04-15,0.6024
2014-04-16,-0.5988
2014-04-17,0.0
2014-04-22,1.2048
2014-05-13,-4.7619
2014-05-19,-11.25
2014-05-28,-1.4085
2014-06-18,12.857099999999999
2014-06-24,-11.3924
2014-06-25,0.0
2014-06-26,0.0
2014-06-30,0.0
2014-07-03,0.0
2014-07-07,0.0
2014-07-14,0.0
2014-07-15,0.0
2014-07-16,0.0
2014-07-18,0.0
2014-07-22,13.5714
2014-07-23,0.0
2014-07-28,-11.9497
2014-07-31,0.0
2014-08-11,0.0
2014-08-12,0.0
2014-08-13,0.0
2014-08-18,4.2857
2014-08-28,0.0
2014-09-02,-4.1096
2014-09-03,-7.1429
2014-09-10,7.6923
2014-09-18,-7.2857
2014-09-22,-3.698
2014-09-23,-3.52
2014-11-06,0.1658
2014-11-17,0.0
2014-11-20,-0.1656
2014-11-21,-0.4975
2014-11-25,15.8333
2014-11-26,7.1942
2014-11-28,-19.4631
2014-12-01,15.8333
2014-12-05,-8.6331
2014-12-08,-5.5118
2014-12-09,-15.8333
2014-12-10,3.9604
2014-12-11,0.0
2014-12-16,4.7619
2014-12-18,0.0
2014-12-29,-4.5455
2014-12-30,0.5714
2014-12-31,13.6364
2015-01-02,0.0
2015-01-05,0.0
