ticker,CYNK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-02-20,0.0
2013-06-10,880.3922
2013-06-11,0.0
2013-07-11,300.0
2013-07-16,275.0
2013-07-17,0.0
2013-07-18,0.0
2013-07-19,-64.0
2013-07-22,-23.6111
2013-07-29,-9.0909
2013-08-06,20.0
2013-08-21,-16.6667
2013-08-26,-20.0
2013-08-27,-15.0
2013-09-04,23.5294
2013-09-05,-14.2857
2013-09-06,-5.5556
2013-09-26,-5.8824
2013-09-30,-12.5
2013-10-01,-7.0536
2013-10-02,3.7464
2013-10-03,3.7037
2013-10-04,-5.7143
2013-10-07,0.0
2013-10-08,6.0606
2013-10-09,-7.1429
2013-10-10,-6.9231
2013-10-23,-9.0909
2013-10-29,0.0
2013-10-30,0.0
2013-11-08,-9.0909
2014-03-18,-20.0
2014-04-09,0.0
2014-05-15,-25.0
2014-06-17,3650.0
2014-06-18,-6.6667
2014-06-19,0.4762
2014-06-20,6.6350999999999996
2014-06-23,89.7778
2014-06-24,-30.9133
2014-06-25,-18.6441
2014-06-26,22.0833
2014-06-27,0.6826
2014-06-30,111.8644
2014-07-01,-51.36
2014-07-02,3.6184
2014-07-03,11.1111
2014-07-07,41.4286
2014-07-08,18.9899
2014-07-09,149.7453
2014-07-10,-5.5065
2014-07-25,-84.8921
2014-07-28,-71.4286
2014-07-29,-33.3333
2014-07-30,62.5
2014-07-31,-30.7692
2014-08-01,26.6667
2014-08-04,-3.5088
2014-08-05,-27.2727
2014-08-06,12.5
2014-08-07,-11.1111
2014-08-08,0.0
2014-08-11,0.0
2014-08-12,17.5
2014-08-13,6.383
2014-08-14,10.0
2014-08-15,-9.0909
2014-08-18,-30.0
2014-08-19,0.0
2014-08-20,-14.2857
2014-08-21,16.6667
2014-08-29,-14.2857
2014-09-02,0.0
2014-09-03,0.0
2014-09-04,0.0
2014-09-09,-16.6667
2014-09-10,0.0
2014-09-11,-20.0
2014-09-12,0.0
2014-09-15,-25.0
2014-09-17,0.0
2014-09-18,6.6667
2014-09-19,0.0
2014-09-22,-37.5
2014-09-24,0.0
2014-09-25,0.0
2014-09-29,0.0
2014-10-03,10.0
2014-11-04,-81.8182
2014-11-12,50.0
2014-11-13,233.3333
2014-11-20,-70.0
2014-12-05,66.6667
2014-12-10,0.0
2014-12-23,-40.0
2014-12-31,3.9583
2015-01-09,28.2565
2015-01-16,87.5
2015-01-20,-33.3333
2015-01-22,20.0
2015-02-09,-50.0
2015-02-12,0.0
2015-03-18,-66.6667
2015-04-01,900.0
2015-04-06,80.0
2015-04-07,0.0
2015-05-13,-88.8889
2015-05-14,-50.0
2015-05-20,0.0
2015-05-21,1100.0
2015-05-27,16.6667
2015-06-03,28.5714
2015-06-05,-16.6667
2015-06-08,0.0
2015-06-16,0.0
2015-07-09,20.0
2015-07-10,0.0
2015-07-23,-72.2222
2015-07-24,0.0
2015-07-27,0.0
2015-07-28,200.0
2015-11-30,-99.9167
2015-12-08,79900.0
2015-12-16,0.0
2016-01-13,0.0
2016-01-26,-80.0
2016-01-28,0.0
2016-02-08,0.0
2016-02-10,25.0
2016-02-11,260.0
2016-02-12,-44.4444
2016-02-16,80.0
2016-02-17,55.5556
2016-02-18,-28.5714
2016-02-19,0.0
2016-02-22,-50.0
2016-02-23,0.0
2016-02-24,0.0
2016-02-26,0.0
2016-02-29,100.0
2016-03-24,-50.0
2016-04-11,40.0
2016-04-13,28.5714
2016-04-14,0.0
2016-04-15,38.8889
2016-05-20,-20.0
2016-06-02,40.0
2016-06-08,0.0
2016-06-09,7.1429
2016-06-24,-13.3333
2016-06-29,23.0769
2016-08-11,-6.25
2016-08-19,-13.3333
2016-08-22,-23.0769
2016-08-23,0.0
2016-08-24,-10.0
2016-08-26,22.2222
2016-09-01,-54.5455
2016-09-02,156.0
2016-09-30,-37.5
2016-10-10,0.0
2016-10-11,0.0
2016-10-17,-87.5
2016-10-18,0.0
2016-11-02,450.0
2016-12-06,-63.6364
2016-12-09,150.0
2017-01-24,-20.0
2017-03-03,25.0
2017-07-24,-80.0
2017-12-26,0.0
2018-01-22,-99.0
2018-06-14,0.0
2018-08-01,0.0
2019-01-02,0.0
2019-05-14,-99.0
2019-06-07,9900.0
2019-07-22,-99.0
2019-07-30,9900.0
2019-12-31,-90.0
2020-01-06,900.0
2020-03-13,9900.0
2020-04-07,-99.0
2020-04-14,0.0
2020-05-01,0.0
2020-05-04,0.0
2020-05-18,0.0
2020-06-04,0.0
2020-06-15,0.0
