ticker,BLNK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-23,0.0
2009-01-20,500.0
2009-06-12,-93.3333
2009-12-14,6566.0
2009-12-28,-41.5842
2009-12-29,32.2034
2009-12-30,8.9744
2009-12-31,5.8824
2010-01-11,11.1111
2010-01-15,-2.0
2010-01-26,7.1429
2010-01-27,1.9048
2010-02-02,0.0
2010-02-03,-4.6729
2010-02-04,2.9412000000000003
2010-02-05,1.9048
2010-02-08,0.0
2010-02-10,-1.8692
2010-02-11,2.8571
2010-02-12,0.0
2010-02-16,-2.7778
2010-02-17,0.0
2010-02-19,0.0
2010-02-22,0.9524
2010-02-23,-0.9434
2010-02-26,-3.8095
2010-03-01,3.9604
2010-03-02,-3.8095
2010-03-03,0.0
2010-03-04,-5.9406
2010-03-09,6.3158
2010-03-10,4.9505
2010-03-11,-5.6604
2010-03-12,-10.0
2010-03-15,22.2222
2010-03-16,-8.1818
2010-03-17,3.9604
2010-03-18,-3.8095
2010-03-19,-5.9406
2010-03-22,0.0
2010-03-25,2.1053
2010-03-26,4.1237
2010-03-29,-35.6436
2010-03-30,23.1058
2010-04-01,-0.0234
2010-04-05,-6.25
2010-04-06,-29.3333
2010-04-07,22.6415
2010-04-08,0.0
2010-04-09,0.0
2010-04-12,1.5385
2010-04-13,-19.697
2010-04-14,0.1887
2010-04-15,-3.9548
2010-04-20,3.9215999999999998
2010-04-21,3.7736
2010-04-22,3.6364
2010-04-23,5.2632
2010-04-26,0.0
2010-04-27,10.0
2010-04-28,10.6061
2010-04-29,2.7397
2010-04-30,32.6667
2010-05-03,-5.5276
2010-05-04,2.1277
2010-05-05,3.6458
2010-05-06,0.0
2010-05-07,-9.5477
2010-05-10,5.5556
2010-05-11,-10.526299999999999
2010-05-12,0.0
2010-05-13,0.0
2010-05-14,11.7647
2010-05-17,0.0
2010-05-18,6.3158
2010-05-19,0.0
2010-05-20,-4.9505
2010-05-21,-10.4167
2010-05-24,16.2791
2010-05-25,-14.0
2010-05-27,0.0
2010-05-28,15.1163
2010-06-01,2.0202
2010-06-02,-14.8515
2010-06-04,-6.9767
2010-06-08,6.25
2010-06-09,0.0
2010-06-10,-4.7059
2010-06-14,0.0
2010-06-15,-11.1111
2010-06-16,12.5
2010-06-17,18.5185
2010-06-18,0.0
2010-06-21,-1.0417
2010-06-22,-15.7895
2010-06-23,6.25
2010-06-24,4.7059
2010-06-25,-3.3708
2010-06-28,4.6512
2010-06-29,0.0
2010-06-30,-5.5556
2010-07-01,4.7059
