ticker,JHAA US Equity
2019-05-23,-0.3038
2019-05-24,-0.0999
2019-05-28,-0.3
2019-05-29,-0.2016
2019-05-30,-0.7025
2019-05-31,0.7298
2019-06-03,1.2852000000000001
2019-06-04,-0.7937
2019-06-05,-0.2
2019-06-06,0.2004
2019-06-07,0.0
2019-06-10,0.0
2019-06-11,0.48
2019-06-12,-0.2787
2019-06-13,0.8184
2019-06-14,1.8904999999999998
2019-06-17,-1.4647999999999999
2019-06-18,0.9415
2019-06-19,2.8964
2019-06-20,1.7166000000000001
2019-06-21,-2.4381
2019-06-24,-0.1683
2019-06-25,1.1317
2019-06-26,-3.1429
2019-06-27,0.4916
2019-06-28,-0.0978
2019-07-01,0.8815
2019-07-02,0.3883
2019-07-03,0.0
2019-07-05,2.3066
2019-07-08,-0.7421
2019-07-09,-1.7143000000000002
2019-07-10,-0.001
2019-07-11,0.001
2019-07-12,0.5039
2019-07-15,-0.7752
2019-07-16,0.5547
2019-07-17,0.2253
2019-07-18,-0.4845
2019-07-19,0.0876
2019-07-22,1.3221
2019-07-23,-1.0072
2019-07-24,-0.582
2019-07-25,-0.0976
2019-07-26,0.5879
2019-07-29,-0.5456
2019-07-30,-0.039
2019-07-31,-0.0977
2019-08-01,2.2483
2019-08-02,0.0
2019-08-05,0.0
2019-08-06,-0.3509
2019-08-07,0.3521
2019-08-08,0.6692
2019-08-09,3.5138
2019-08-12,-1.9266
2019-08-13,0.5613
2019-08-14,-1.9907
2019-08-15,-1.3735
2019-08-16,1.6006
2019-08-19,-1.0042
2019-08-20,-0.1923
2019-08-21,0.0963
2019-08-22,0.4812
2019-08-23,-0.6906
2019-08-26,0.3096
2019-08-27,0.4808
2019-08-28,-1.244
2019-08-29,-0.2907
2019-08-30,1.5549
2019-09-03,0.2871
2019-09-04,-0.5401
2019-09-05,0.4471
2019-09-06,-1.5282
2019-09-09,2.0854
2019-09-10,-0.9026
2019-09-11,0.5273
2019-09-12,-0.5885
2019-09-13,-0.5911
2019-09-16,0.388
2019-09-17,0.2899
2019-09-18,-0.0963
2019-09-19,-1.2536
2019-09-20,1.2109
2019-09-23,-0.2403
2019-09-24,0.3956
2019-09-25,-0.7418
2019-09-26,0.2621
2019-09-27,-0.1936
2019-09-30,0.291
2019-10-01,0.3868
2019-10-02,0.289
2019-10-03,0.4188
2019-10-04,0.1569
2019-10-07,0.2865
2019-10-08,-1.3324
2019-10-09,0.6747
2019-10-10,0.0
2019-10-11,0.2742
2019-10-14,0.2076
2019-10-15,0.6885
2019-10-16,0.2152
2019-10-17,-0.6662
2019-10-18,0.1387
2019-10-21,0.0936
2019-10-22,0.2214
2019-10-23,-1.1429
2019-10-24,0.6696
2019-10-25,0.0048
2019-10-28,0.2785
2019-10-29,-1.0411
2019-10-30,1.1726
2019-10-31,-1.3497
2019-11-01,1.3527
2019-11-04,2.9552
2019-11-05,-3.3333
2019-11-06,2.6648
2019-11-07,-1.1047
2019-11-08,0.0019
2019-11-11,0.8425
2019-11-12,1.9710999999999999
2019-11-13,-1.2817
2019-11-14,-0.6199
2019-11-15,1.4885
2019-11-18,-0.0009
2019-11-19,1.8528
2019-11-20,-1.6364
2019-11-21,-0.3512
2019-11-22,-0.0185
2019-11-25,-4.4527
2019-11-26,-0.2913
2019-11-27,0.1461
2019-11-29,-0.0486
2019-12-02,0.6809
2019-12-03,1.1217
2019-12-04,3.5725
2019-12-05,0.5535
2019-12-06,0.7798
2019-12-09,0.0455
2019-12-10,1.9108
2019-12-11,-1.7856999999999998
2019-12-12,0.0182
2019-12-13,-1.6200999999999999
2019-12-16,0.2543
2019-12-17,-0.4778
2019-12-18,-0.4001
2019-12-19,8.3565
2019-12-20,-6.5509
2019-12-23,-2.1227
2019-12-24,0.1715
2019-12-26,1.5986
2019-12-27,-0.0519
2019-12-30,0.164
2019-12-31,0.3682
2020-01-02,-0.2765
2020-01-03,-0.3632
2020-01-06,-0.0826
2020-01-07,0.726
2020-01-08,1.8433000000000002
2020-01-09,-0.7819
2020-01-10,1.2651
2020-01-13,-0.9214
2020-01-14,-2.0364
2020-01-15,0.0559
2020-01-16,0.932
2020-01-17,0.554
2020-01-21,-1.0101
2020-01-22,0.3711
2020-01-23,0.3697
2020-01-24,-0.2762
2020-01-27,0.1847
2020-01-28,-1.2903
2020-01-29,1.3072
2020-01-30,2.6728
2020-01-31,-1.4363000000000001
2020-02-03,-0.9107
2020-02-04,2.0221
2020-02-05,-1.6306
2020-02-06,6.0537
2020-02-07,-3.0225
2020-02-10,-3.3838
2020-02-11,0.4608
2020-02-12,-0.6422
2020-02-13,1.1265
2020-02-14,0.367
2020-02-18,-2.6508000000000003
2020-02-19,-0.4695
2020-02-20,1.5093999999999999
2020-02-21,-0.7788
2020-02-24,-1.4631
2020-02-25,-1.1407
2020-02-26,0.0962
2020-02-27,-0.3842
2020-02-28,-2.1215
2020-03-02,1.5271
2020-03-03,0.2426
2020-03-04,0.0
2020-03-05,-0.3727
2020-03-06,-0.7268
2020-03-09,-4.3723
2020-03-10,3.0705999999999998
2020-03-11,-0.9374
2020-03-12,-4.1862
2020-03-13,-0.1052
2020-03-16,-3.6842
2020-03-17,-1.3115
2020-03-18,-29.1251
2020-03-19,4.5313
2020-03-20,7.6233
2020-03-23,-10.4167
2020-03-24,6.9767
2020-03-25,19.8551
2020-03-26,-6.7715
2020-03-27,4.9144
2020-03-30,0.1372
2020-03-31,1.9765000000000001
2020-04-01,1.3305
2020-04-02,-0.3584
2020-04-03,1.6787
2020-04-06,14.9764
2020-04-07,-1.4359
2020-04-08,-5.411
2020-04-09,11.8812
2020-04-13,-7.6696
2020-04-14,0.0852
2020-04-15,-1.0588
2020-04-16,-0.5513
2020-04-17,0.5435
2020-04-20,-2.7568
2020-04-21,-0.8394
2020-04-22,1.9115
2020-04-23,4.22
2020-04-24,1.7565
2020-04-27,0.2293
2020-04-28,-1.2637
2020-04-29,-2.5157
2020-04-30,-1.7204000000000002
2020-05-01,0.1816
2020-05-04,0.0371
2020-05-05,3.8144
2020-05-06,-1.4659
2020-05-07,-0.5336
2020-05-11,1.7103000000000002
2020-05-12,-1.2332
2020-05-13,0.9346
2020-05-14,-0.0212
2020-05-15,2.6596
2020-05-18,-2.087
2020-05-19,12.0801
2020-05-20,-10.2927
2020-05-21,1.7337
2020-05-22,-1.7041
2020-05-26,0.8421
2020-05-27,0.7307
2020-05-28,0.5181
2020-05-29,-4.1237
2020-06-01,0.7527
2020-06-02,-1.3874
2020-06-03,0.6494
2020-06-04,0.3226
2020-06-05,0.0536
2020-06-08,1.2319
2020-06-09,0.5291
2020-06-10,-1.2211
2020-06-11,-1.0017
2020-06-12,-0.0753
2020-06-15,0.1082
2020-06-16,1.8832
2020-06-17,-0.9401
2020-06-18,0.0471
2020-06-19,-1.2848
2020-06-22,0.5423
2020-06-23,1.9396
2020-06-24,-1.1619
2020-06-25,6.9593
2020-06-26,-6.3063
2020-06-29,-1.1752
2020-06-30,0.4324
2020-07-01,0.9688
2020-07-02,-0.8529
2020-07-06,1.5053999999999998
2020-07-07,-0.5244
2020-07-08,-0.3418
2020-07-09,-1.2652
2020-07-10,0.2165
2020-07-13,0.0
2020-07-14,-0.5076
2020-07-15,1.5267
2020-07-16,-0.8346
2020-07-17,-1.2164
2020-07-20,2.0833
2020-07-21,-0.6445
2020-07-22,-0.3243
2020-07-23,1.8437999999999999
2020-07-24,-1.9169
2020-07-27,0.8686
2020-07-28,-0.1346
2020-07-29,0.512
2020-07-30,1.0188
2020-07-31,-0.8493
