ticker,FI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-08-09,19.8182
2013-08-12,0.5311
2013-08-13,-1.5472000000000001
2013-08-14,0.0383
2013-08-15,1.0728
2013-08-16,1.4026
2013-08-19,-0.9346
2013-08-20,5.1698
2013-08-21,-0.3588
2013-08-22,0.7202
2013-08-23,-0.5363
2013-08-26,-0.1078
2013-08-27,-1.2953999999999999
2013-08-28,0.802
2013-08-29,-0.217
2013-08-30,0.4349
2013-09-03,-0.3248
2013-09-04,-0.4345
2013-09-05,2.2909
2013-09-06,-0.1066
2013-09-09,1.8860999999999999
2013-09-10,-0.5239
2013-09-11,-0.3511
2013-09-12,-0.4933
2013-09-13,-0.2479
2013-09-16,0.213
2013-09-17,-0.4605
2013-09-18,2.4555
2013-09-19,3.1955999999999998
2013-09-20,-0.5385
2013-09-23,0.203
2013-09-24,-1.2158
2013-09-25,1.1623999999999999
2013-09-26,1.8925
2013-09-27,-0.597
2013-09-30,-0.1335
2013-10-01,1.8042
2013-10-02,3.4132
2013-10-03,-0.6665
2013-10-04,-0.3514
2013-10-07,-0.3847
2013-10-08,-1.1587
2013-10-09,-1.7584
2013-10-10,2.1545
2013-10-11,2.1415
2013-10-14,0.7624
2013-10-15,-1.5131999999999999
2013-10-16,0.8323
2013-10-17,-0.4444
2013-10-18,2.7423
2013-10-21,-0.2793
2013-10-22,-2.1475
2013-10-23,-4.8982
2013-10-24,-0.3344
2013-10-25,-0.9396
2013-10-28,3.5568999999999997
2013-10-29,0.2617
2013-10-30,-0.4241
2013-10-31,0.2294
2013-11-01,1.8307
2013-11-04,-1.7657
2013-11-05,-0.5882
2013-11-06,1.8409
2013-11-07,-2.3564
2013-11-08,3.438
2013-11-11,-3.0681
2013-11-12,-2.6706
2013-11-13,-13.7195
2013-11-14,-0.903
2013-11-15,1.4659
2013-11-18,-6.2085
2013-11-19,-1.249
2013-11-20,1.4334
2013-11-21,0.7897
2013-11-22,-0.4536
2013-11-25,-1.9884
2013-11-26,0.1902
2013-11-27,1.3542
2013-11-29,-0.0835
2013-12-02,5.4743
2013-12-03,-0.7132
2013-12-04,3.3919
2013-12-05,2.5473
2013-12-06,2.0324
2013-12-09,0.2213
2013-12-10,-0.9569
2013-12-11,-0.9662
2013-12-12,-0.863
2013-12-13,0.1136
2013-12-16,0.9452
2013-12-17,-0.4494
2013-12-18,-0.301
2013-12-19,0.6792
2013-12-20,2.2864
2013-12-23,-2.8215
2013-12-24,1.546
2013-12-26,-1.3368
