ticker,ABWN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-07-08,127.2727
2016-07-26,56.0
2016-07-27,0.0
2016-07-29,-0.0321
2016-08-01,2.597
2016-08-02,-0.0313
2016-08-03,-4.9703
2016-08-04,7.8947
2016-08-05,2.439
2016-08-08,2.3810000000000002
2016-08-09,-1.4971
2016-08-10,8.6026
2016-08-11,36.9565
2016-08-12,-12.6984
2016-08-15,9.0909
2016-08-16,28.3333
2016-08-17,-2.6623
2016-08-18,-13.2755
2016-08-19,-7.6923
2016-08-22,18.1667
2016-08-23,1.5514999999999999
2016-08-24,-9.7222
2016-08-25,36.9038
2016-08-26,10.1278
2016-08-29,-9.1837
2016-08-30,-2.2472
2016-08-31,5.7471
2016-09-01,-5.4348
2016-09-02,0.0
2016-09-06,-4.5977
2016-09-07,3.6145
2016-09-08,0.0
2016-09-09,-7.907
2016-09-12,0.3788
2016-09-13,-0.6289
2016-09-14,3.7975
2016-09-15,-2.439
2016-09-16,8.75
2016-09-19,-5.7471
2016-09-20,9.0244
2016-09-21,-1.5659999999999998
2016-09-22,-4.5455
2016-09-23,-1.1905000000000001
2016-09-26,1.2048
2016-09-27,-4.7619
2016-09-28,2.5
2016-09-29,-3.6585
2016-09-30,-1.2658
2016-10-03,0.641
2016-10-04,3.1847
2016-10-05,-3.7037
2016-10-06,0.0
2016-10-07,7.5641
2016-10-10,-4.6484
2016-10-11,0.625
2016-10-12,0.0
2016-10-13,7.5466
2016-10-14,-7.5946
2016-10-17,-2.5
2016-10-18,0.0
2016-10-19,5.1282
2016-10-20,-1.9512
2016-10-21,-2.9851
2016-10-24,-0.6891
2016-10-25,8.4396
2016-10-26,3.5714
2016-10-27,1.0345
2016-10-28,0.1849
2016-10-31,13.5557
2016-11-01,-7.3
2016-11-02,5.7174
2016-11-03,-1.0204
2016-11-04,-0.5155
2016-11-07,-12.9534
2016-11-08,4.7619
2016-11-09,-9.0909
2016-11-10,2.4844
2016-11-11,-6.0832
2016-11-14,0.0
2016-11-15,2.5812
2016-11-16,-3.7822
2016-11-17,6.5789
2016-11-18,-2.608
2016-11-21,-6.8769
2016-11-22,-1.8547
2016-11-23,8.1831
2016-11-25,-3.8462
2016-11-28,0.6667
2016-11-29,-0.6623
2016-11-30,-4.0
2016-12-01,1.3889
2016-12-02,2.7397
2016-12-05,-3.8667
2016-12-06,3.3287
2016-12-07,4.0268
2016-12-08,-6.4516
2016-12-09,10.3276
2016-12-12,-7.4387
2016-12-13,1.3169
