ticker,CLCN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-02-09,-43.3333
2009-02-26,66.6667
2009-03-16,5.8824
2009-04-20,-11.1111
2009-04-29,-6.25
2009-07-29,-13.3333
2009-08-14,0.0
2009-10-12,0.0
2010-02-08,-23.0769
2010-03-16,98.0
2010-03-29,2.0202
2010-04-16,23.7624
2010-05-11,60.0
2010-06-14,-13.0
2010-06-15,0.5747
2010-06-16,14.2857
2010-06-21,-30.0
2010-06-22,-3.5714
2010-06-23,0.0
2010-07-08,3.7037
2010-07-12,4.2857
2010-07-21,19.863
2010-07-22,-2.8571
2010-07-26,2.9412000000000003
2010-07-27,0.0
2010-07-28,-2.8571
2010-08-02,0.0
2010-08-03,0.0
2010-08-10,0.0
2010-08-11,0.0
2010-08-13,0.0
2010-08-16,-5.8824
2010-08-19,-6.25
2010-08-31,0.0
2010-09-13,-30.0
2010-09-15,14.2857
2010-09-17,4.1667
2010-10-04,0.0
2010-10-14,-16.0
2010-10-20,19.0476
2010-10-28,0.0
2010-11-18,0.0
2010-12-08,2.4
2010-12-10,13.2813
2010-12-13,3.4483
2010-12-14,0.0
2010-12-16,0.0
2010-12-22,-1.3333
2010-12-23,-2.027
2010-12-28,3.4483
2011-01-03,3.3333
2011-01-04,0.0
2011-01-05,0.6452
2011-01-10,0.641
2011-01-13,0.0
2011-01-18,1.2739
2011-01-20,-2.5157
2011-01-24,-3.2258
2011-01-27,0.6667
2011-02-07,4.6358
2011-02-08,-2.5316
2011-02-16,0.0
2011-02-22,-5.1948
2011-02-25,0.6849
2011-02-28,-1.3605
2011-03-01,0.0
2011-03-17,0.0
2011-03-24,8.9655
2011-03-25,0.6329
2011-03-31,-8.805
2011-04-12,6.8966
2011-04-14,6.4516
2011-04-18,-6.0606
2011-04-26,-9.6774
2011-04-27,8.5714
2011-04-28,-7.8947
2011-05-04,3.5714
2011-05-05,-3.4483
2011-05-06,0.0
2011-05-10,0.0
2011-05-11,-3.5714
2011-05-16,-14.8148
2011-05-17,17.3913
2011-05-18,3.7037
2011-05-19,-10.7143
2011-05-20,0.0
2011-05-26,-24.0
2011-06-07,5.2632
2011-06-24,0.0
2011-06-30,0.0
2011-07-06,-5.0
2011-07-13,-46.3158
2011-07-14,115.6863
2011-07-18,-9.0909
2011-07-20,0.0
2011-07-25,0.0
2011-07-27,0.0
2011-07-29,-10.0
2011-08-01,0.0
2011-08-03,-5.5556
2011-08-09,0.0
2011-09-06,-17.647100000000002
2011-09-09,7.1429
