ticker,GEVI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-21,400.0
2000-03-27,-80.0
2000-08-24,25.0
2000-10-16,-20.0
2001-10-08,68.0
2002-08-01,0.0
2002-10-15,-14.2857
2003-05-15,-61.1111
2003-07-14,14.2857
2004-09-09,537.5
2005-01-27,98.0392
2005-01-28,48.5149
2005-02-14,40.0
2005-02-17,7.1429
2005-02-18,-11.1111
2005-02-28,12.5
2005-03-02,0.0
2005-03-11,55.5556
2005-03-14,-25.7143
2005-03-21,-3.8462
2005-03-23,6.0
2005-03-28,0.0
2005-03-30,-5.6604
2005-03-31,-36.0
2005-04-01,3.125
2005-04-04,0.0
2005-04-05,6.0606
2005-04-06,-2.8571
2005-04-07,-11.7647
2005-04-08,0.0
2005-04-11,3.3333
2005-04-12,-2.5806
2005-04-13,-0.6623
2005-04-14,13.3333
2005-04-15,-2.9412000000000003
2005-04-18,0.0
2005-04-19,6.0606
2005-04-20,1.1429
2005-04-21,-9.6045
2005-04-22,-6.25
2005-04-25,3.3333
2005-04-26,0.6452
2005-04-27,-0.641
2005-04-28,-6.4516
2005-04-29,3.4483
2005-05-02,0.0
2005-05-04,3.3333
2005-05-05,-3.2258
2005-05-06,-0.6667
2005-05-09,0.6711
2005-05-10,0.0
2005-05-11,0.0
2005-05-12,0.0
2005-05-13,-2.0
2005-05-16,-1.3605
2005-05-17,1.3793
2005-05-18,-4.0816
2005-05-19,-4.2553
2005-05-20,0.0
2005-05-24,1.4815
2005-05-25,2.1898
2005-05-26,-7.1429
2005-05-27,0.0
2005-05-31,3.8462
2005-06-01,-7.4074
2005-06-02,4.0
2005-06-03,-2.3077
2005-06-06,-1.5748
2005-06-07,3.2
2005-06-08,-3.1008
2005-06-10,3.2
2005-06-14,-1.5504
2005-06-15,0.7874
2005-06-16,1.5625
2005-06-17,0.0
2005-06-20,3.8462
2005-06-21,-5.9259
2005-06-22,2.3622
2005-06-23,0.0
2005-06-27,0.0
2005-06-28,3.8462
2005-06-29,2.963
2005-06-30,-4.3165
2005-07-01,-2.2556
2005-07-05,-3.8462
2005-07-06,8.0
2005-07-07,1.4815
2005-07-08,2.1898
2005-07-11,5.0
2005-07-12,0.0
2005-07-13,-4.7619
2005-07-14,-1.4285999999999999
2005-07-15,-2.1739
2005-07-19,-2.963
2005-07-20,2.2901
2005-07-21,-1.4925
2005-07-22,-1.5152
2005-07-25,-3.8462
2005-07-26,-8.0
2005-07-27,14.7826
2005-07-28,-1.5152
2005-07-29,7.6923
