ticker,CMIT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-06-02,185.7143
2006-06-05,0.0
2006-06-06,0.0
2006-06-07,6.6667
2006-06-09,0.0
2006-06-14,-6.25
2006-06-15,20.0
2006-06-22,0.0
2006-06-23,0.0
2006-06-28,0.0
2006-07-06,2.7778
2006-07-10,-18.9189
2006-07-11,16.6667
2006-07-12,0.0
2006-07-13,0.0
2006-07-17,0.0
2006-07-19,0.0
2006-07-24,0.0
2006-07-28,-5.7143
2006-08-01,0.0
2006-08-03,0.0
2006-08-04,0.0
2006-08-07,0.0
2006-08-09,0.0
2006-08-10,0.0
2006-08-11,6.0606
2006-08-14,-14.2857
2006-08-15,0.0
2006-08-21,-6.6667
2006-08-23,0.0
2006-08-25,0.0
2006-08-28,0.0
2006-08-29,-10.7143
2006-08-31,0.0
2006-09-01,12.0
2006-09-05,0.0
2006-09-06,0.0
2006-09-08,0.0
2006-09-15,10.7143
2006-09-18,0.0
2006-09-29,-3.2258
2006-10-04,0.0
2006-10-13,0.0
2006-10-20,0.0
2006-10-27,0.0
2006-10-30,0.0
2006-11-02,0.0
2006-11-03,-20.0
2006-11-08,45.8333
2006-11-09,28.5714
2006-11-10,-6.6667
2006-11-13,0.0
2006-11-14,-16.6667
2006-11-15,14.2857
2006-11-20,-22.5
2006-11-21,12.9032
2006-11-22,0.0
2006-11-27,-14.2857
2006-11-28,0.0
2006-12-01,0.0
2006-12-04,13.3333
2006-12-05,0.0
2006-12-06,0.0
2006-12-07,0.0
2006-12-08,0.0
2006-12-11,0.0
2006-12-14,0.0
2006-12-18,-20.5882
2006-12-19,22.2222
2006-12-20,-6.0606
2006-12-21,0.0
2006-12-22,0.0
2006-12-26,-16.129
2006-12-28,15.3846
2006-12-29,0.0
2007-01-04,-16.6667
2007-01-05,0.0
2007-01-08,-16.0
2007-01-10,19.0476
2007-01-11,0.0
2007-01-12,-12.0
2007-01-23,-29.5455
2007-01-24,-3.2258
2007-01-26,0.0
2007-01-29,-33.3333
2007-01-30,50.0
2007-01-31,0.0
2007-02-05,-13.3333
2007-02-07,38.4615
2007-02-08,22.2222
2007-02-12,13.6364
2007-02-13,16.0
2007-02-14,-13.7931
2007-02-15,20.0
2007-02-16,-6.6667
2007-02-20,-7.1429
2007-02-21,-7.6923
2007-02-22,16.6667
2007-02-23,-21.4286
2007-02-27,4.5455
2007-02-28,8.6957
2007-03-01,12.0
2007-03-02,-10.7143
2007-03-05,-8.0
2007-03-06,8.6957
2007-03-07,8.0
