ticker,PINE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-22,0.0
2019-11-25,-1.8420999999999998
2019-11-26,0.8043
2019-11-27,-0.1596
2019-11-29,0.0
2019-12-02,0.7991
2019-12-03,0.3171
2019-12-04,-0.9484
2019-12-05,-0.5319
2019-12-06,-0.2674
2019-12-09,-0.2681
2019-12-10,0.3226
2019-12-11,-0.3215
2019-12-12,0.914
2019-12-13,0.4262
2019-12-16,0.5305
2019-12-17,-1.3193
2019-12-18,1.123
2019-12-19,0.624
2019-12-20,-0.369
2019-12-23,-0.2116
2019-12-24,0.2121
2019-12-26,0.0
2019-12-27,-0.5291
2019-12-30,0.5319
2019-12-31,0.6878
2020-01-02,0.0525
2020-01-03,-0.7353
2020-01-06,0.0
2020-01-07,0.3175
2020-01-08,0.211
2020-01-09,1.0
2020-01-10,-0.2084
2020-01-13,0.7833
2020-01-14,-0.6736
2020-01-15,0.1565
2020-01-16,0.1563
2020-01-17,-0.052
2020-01-21,-0.6243
2020-01-22,-0.0524
2020-01-23,0.0524
2020-01-24,-0.8901
2020-01-27,0.449
2020-01-28,0.3418
2020-01-29,-0.0524
2020-01-30,-0.6293
2020-01-31,0.3694
2020-02-03,0.1577
2020-02-04,0.2625
2020-02-05,-0.5236
2020-02-06,0.8421
2020-02-07,-0.4175
2020-02-10,0.3145
2020-02-11,1.0972
2020-02-12,0.1809
2020-02-13,-0.7738
2020-02-14,1.6376
2020-02-18,-0.3453
2020-02-19,-0.0128
2020-02-20,-1.0267
2020-02-21,1.6598000000000002
2020-02-24,-3.3673
2020-02-25,0.5808
2020-02-26,-0.8924
2020-02-27,-0.8475
2020-02-28,-1.7094
2020-03-02,-1.7391
2020-03-03,-5.4204
2020-03-04,2.6316
2020-03-05,1.9373
2020-03-06,-1.9005
2020-03-09,-5.0712
2020-03-10,1.5606
2020-03-11,-6.9149
2020-03-12,-14.4762
2020-03-13,-1.7816999999999998
2020-03-16,-33.4089
2020-03-17,5.1078
2020-03-18,-15.3348
2020-03-19,22.449
2020-03-20,29.1489
2020-03-23,-3.3773
2020-03-24,8.5251
2020-03-25,-1.414
2020-03-26,-4.8606
2020-03-27,3.7688
2020-03-30,-2.9055999999999997
2020-03-31,2.3275
2020-04-01,-4.3054
2020-04-02,0.4244
2020-04-03,-3.2967
2020-04-06,-6.1189
2020-04-07,-18.3426
2020-04-08,16.0775
2020-04-09,5.8939
2020-04-13,0.7421
2020-04-14,2.302
2020-04-15,-3.4203
2020-04-16,-0.5592
2020-04-17,-0.2812
2020-04-20,-1.7856999999999998
2020-04-21,-2.9665
2020-04-22,0.2959
2020-04-23,7.178
2020-04-24,0.0
2020-04-27,6.422
2020-04-28,6.8966
2020-04-29,12.0161
2020-04-30,-6.7675
2020-05-01,-6.0232
2020-05-04,-2.2186
2020-05-05,-4.1176
2020-05-06,8.0631
2020-05-07,3.6496
2020-05-08,4.6166
2020-05-11,-0.9723
2020-05-12,-9.3656
2020-05-13,-10.75
2020-05-14,2.4276
2020-05-15,5.196
2020-05-18,2.0797
2020-05-19,2.7165
2020-05-20,-0.9504
2020-05-21,-4.297
2020-05-22,3.6616999999999997
2020-05-26,-0.7569
2020-05-27,0.2542
2020-05-28,1.3525
2020-05-29,3.1693
2020-06-01,1.536
2020-06-02,13.535
2020-06-03,4.8387
2020-06-04,-4.9498
2020-06-05,5.5595
2020-06-08,0.6667
2020-06-09,-0.5298
2020-06-10,-1.0652
2020-06-11,-3.8358
2020-06-12,13.7859
2020-06-15,0.5604
2020-06-16,3.7771
2020-06-17,0.0597
2020-06-18,1.3119
2020-06-19,-4.2378
2020-06-22,2.9502
2020-06-23,1.0149
2020-06-24,-9.279
2020-06-25,6.9707
2020-06-26,-10.8404
2020-06-29,8.674900000000001
2020-06-30,2.1999
2020-07-01,-2.3985
2020-07-02,-4.1588
2020-07-06,0.9204
2020-07-07,-5.9935
2020-07-08,-2.7720000000000002
2020-07-09,-4.4904
2020-07-10,2.4627
2020-07-13,-1.1653
2020-07-14,4.2004
2020-07-15,7.0014
2020-07-16,-2.4455
2020-07-17,-0.271
2020-07-20,-0.4755
2020-07-21,-2.5939
2020-07-22,1.5417
2020-07-23,2.0014
2020-07-24,-1.2179
2020-07-27,-1.0959
2020-07-28,1.385
2020-07-29,0.9563
2020-07-30,0.9472
2020-07-31,-5.8981
