ticker,GOCH US Equity
2008-08-26,0.0
2008-08-27,-36.25
2008-08-28,0.0
2008-08-29,47.0588
2008-09-02,0.0
2008-09-03,-6.6667
2008-09-04,0.0
2008-09-05,0.0
2008-09-08,0.0
2008-09-09,21.4286
2008-09-12,-11.7647
2008-09-15,10.6667
2008-09-16,2.4096
2008-09-17,0.0
2008-09-18,-3.5294
2008-09-23,0.0
2008-09-24,3.6585
2008-09-25,-11.7647
2008-09-29,0.0
2008-09-30,-6.6667
2008-10-02,-35.7143
2008-10-06,-37.8056
2008-10-07,-10.6744
2008-10-08,76.0
2008-10-09,-31.8182
2008-10-10,-10.0
2008-10-13,48.1481
2008-10-14,5.0
2008-10-15,-9.5238
2008-10-16,0.0
2008-10-17,-15.7895
2008-10-20,6.25
2008-10-21,2.9412000000000003
2008-10-22,0.0
2008-10-23,0.0
2008-10-24,0.0
2008-10-27,0.0
2008-10-28,-28.5714
2008-10-29,0.0
2008-10-30,0.0
2008-10-31,20.0
2008-11-03,0.0
2008-11-04,16.6667
2008-11-06,-14.2857
2008-11-07,-16.6667
2008-11-10,16.0
2008-11-13,-30.6897
2008-11-14,0.0
2008-11-17,4.4776
2008-11-18,-23.8095
2008-11-19,0.0
2008-11-26,75.0
2008-12-03,-28.5714
2008-12-04,0.0
2008-12-05,0.0
2008-12-08,0.0
2008-12-11,-25.0
2008-12-12,-26.6667
2008-12-15,0.0
2008-12-16,0.0
2008-12-17,0.0
2008-12-18,-27.2727
2008-12-22,37.5
2008-12-23,-13.6364
2008-12-24,-15.7895
2008-12-26,0.0
2008-12-30,75.0
2008-12-31,7.1429
2009-01-02,-26.6667
2009-01-05,0.0
2009-01-08,54.5455
2009-01-13,-41.1765
2009-01-14,0.0
2009-01-15,0.0
2009-01-20,0.0
2009-01-22,0.0
2009-01-23,0.0
2009-01-26,30.0
2009-01-30,53.8462
2009-02-05,0.0
2009-02-06,0.0
2009-02-11,-25.0
2009-02-13,-20.0
2009-02-17,66.6667
2009-02-20,-35.0
2009-02-23,0.0
2009-02-24,-15.3846
2009-02-27,72.7273
2009-03-02,-42.1053
2009-03-04,0.0
2009-03-09,-18.1818
2009-03-12,-11.1111
2009-03-19,25.0
2009-03-20,0.0
2009-03-25,0.0
2009-03-26,0.0
2009-03-27,0.0
2009-03-31,50.0
2009-04-01,-33.3333
2009-04-03,50.0
2009-04-07,-13.3333
2009-04-09,-7.6923
2009-04-16,0.0
2009-04-20,0.0
2009-04-21,0.0
2009-04-23,0.0
2009-04-27,0.0
2009-04-30,25.0
2009-05-13,-53.3333
2009-05-14,0.0
2009-05-18,-28.5714
2009-05-20,100.0
2009-05-21,0.0
2009-05-26,-40.0
2009-05-27,66.6667
2009-05-28,0.0
2009-05-29,0.0
2009-06-01,-20.0
2009-06-02,12.5
2009-06-03,-11.1111
2009-06-04,25.0
2009-06-05,-10.0
2009-06-08,0.0
2009-06-10,-22.2222
2009-06-11,0.0
2009-06-15,0.0
2009-06-24,0.0
2009-06-30,114.2857
2009-07-01,-13.3333
2009-07-06,0.0
2009-07-08,0.0
2009-07-16,0.0
2009-07-21,-53.8462
2009-07-22,16.6667
2009-07-24,-42.8571
2009-07-27,0.0
2009-07-28,0.0
2009-07-29,25.0
2009-08-11,-44.0
2009-08-21,7.1429
2009-08-26,-6.6667
2009-08-27,-28.5714
2009-08-28,-50.0
2009-08-31,0.0
2009-09-02,0.0
2009-09-03,25.0
2009-09-09,-44.0
2009-09-10,107.1429
2009-09-14,37.931
2009-09-15,50.0
2009-09-16,-58.3333
2009-09-17,100.0
2009-09-21,-8.0
2009-09-22,0.0
2009-09-24,-13.0435
2009-09-29,-65.0
2009-10-05,42.8571
2009-10-06,50.0
2009-10-07,-6.6667
2009-10-12,-28.5714
2009-10-15,0.0
2009-10-21,0.0
2009-10-26,0.0
2009-10-28,-30.0
2009-10-29,-28.5714
2009-11-09,40.0
2009-11-10,0.0
2009-11-11,0.0
2009-11-12,0.0
2009-11-13,-71.4286
2009-11-16,9.375
2009-11-17,0.0
2009-11-30,14.2857
2009-12-01,20.0
2009-12-02,-16.6667
2009-12-04,0.0
2009-12-07,0.0
2009-12-08,-20.0
2009-12-16,0.0
2009-12-22,0.0
2009-12-23,-15.625
2009-12-24,18.5185
2009-12-28,-15.625
2009-12-29,29.6296
2009-12-30,37.1429
2009-12-31,-33.3333
2010-01-08,15.625
2010-01-15,29.7297
2010-01-19,0.0
2010-01-20,-20.8333
2010-01-22,26.3158
2010-01-26,-20.8333
2010-02-03,26.3158
2010-02-11,79.1667
2010-02-16,11.6279
2010-02-17,0.0
2010-02-19,-8.3333
2010-02-22,0.0
2010-02-23,9.0909
2010-03-09,-31.25
2010-03-10,0.0
2010-03-24,0.0
2010-03-25,-27.2727
2010-03-26,-20.8333
2010-03-31,0.0
2010-04-01,0.0
2010-05-03,26.3158
2010-05-04,0.0
2010-05-21,-33.3333
2010-07-09,0.0
2010-07-28,-25.0
2010-08-17,0.0
2010-08-30,0.0
2010-09-02,100.0
2010-09-07,-50.0
2010-09-10,0.0
2010-09-13,0.0
2010-10-07,0.0
2010-11-09,0.0
2010-12-06,0.0
2010-12-13,0.0
2010-12-17,0.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,-45.8333
2011-01-12,84.6154
2011-01-26,-41.6667
2011-02-18,28.5714
2011-02-23,0.0
2011-03-17,0.0
2011-04-04,0.0
2011-04-14,-11.1111
2011-04-15,0.0
2011-05-24,100.0
2011-06-16,-43.75
2011-06-17,-11.1111
2011-06-23,-50.0
2011-06-24,25.0
2011-06-29,0.0
2011-07-18,0.0
2011-07-26,0.0
2011-08-15,0.0
2011-10-11,-20.0
2011-10-28,-62.5
2011-10-31,433.3333
2011-11-10,0.0
2011-11-16,18.75
2011-11-28,-47.3684
2011-11-30,1020.0
2011-12-01,151.7857
2011-12-02,-17.7305
2011-12-05,-75.0
2011-12-13,0.0
2011-12-14,0.0
2011-12-15,-17.2414
2011-12-19,-33.3333
2011-12-21,-34.375
2011-12-23,128.5714
2011-12-29,-54.1667
2011-12-30,0.0
2012-01-17,109.0909
2012-01-27,4.3478
2012-02-03,-45.8333
2012-02-07,0.0
2012-02-16,23.0769
2012-02-28,6.25
2012-03-13,0.0
2012-04-09,41.1765
2012-04-10,0.0
2012-04-13,-12.5
2012-04-30,14.2857
2012-05-01,0.0
2012-05-21,-29.1667
2012-05-31,0.0
2012-06-04,-20.5882
2012-06-25,0.0
2012-07-19,0.0
2012-07-27,-40.7407
2012-09-13,0.0
2012-09-24,400.0
2012-09-26,0.0
2012-10-11,-80.0
2013-02-19,-87.5
2013-05-20,50.0
2013-05-29,7700.0
2013-05-30,-93.1624
2013-07-15,62.5
2013-08-12,3.8462
2013-08-13,0.0
2013-08-21,0.0
2013-10-04,0.0
2013-11-15,66.6667
2013-12-02,-40.0
2013-12-11,48.1481
2013-12-16,-32.5
2013-12-17,0.0
2013-12-24,0.0
2013-12-26,0.0
2013-12-27,0.0
2013-12-30,0.0
2014-01-06,40.7407
2014-01-17,0.0
2014-05-27,-94.7368
2014-08-04,0.0
2014-09-09,0.0
2014-10-28,0.0
2015-09-01,50.0
2015-10-22,-33.3333
2016-03-23,0.0
2016-12-30,700.0
2017-02-14,0.0
2017-02-23,-87.5
2018-01-26,-99.2
2018-05-16,9900.0
2019-05-14,-99.0
2019-05-17,0.0
2019-08-27,9900.0
2019-10-14,-99.0
2019-11-29,9900.0
2020-04-30,-99.0
2020-06-01,19900.0001
2020-07-17,100.0
