ticker,GOCH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-02-15,9.434
2008-02-19,-4.4828
2008-02-20,5.7762
2008-02-21,-7.8498
2008-02-22,1.8519
2008-02-25,2.5455
2008-02-26,1.0638
2008-02-27,-6.6667
2008-02-29,-0.7519
2008-03-03,-9.0909
2008-03-04,-27.0833
2008-03-05,11.4286
2008-03-07,-5.1282
2008-03-11,-2.7027
2008-03-13,-2.7778
2008-03-19,-2.8571
2008-03-20,-11.7647
2008-03-24,0.0
2008-03-25,-4.0
2008-03-26,-1.3889
2008-03-27,2.1127
2008-03-28,0.0
2008-03-31,10.3448
2008-04-01,-21.875
2008-04-02,4.0
2008-04-04,3.8462
2008-04-07,-2.2222
2008-04-08,6.0606
2008-04-09,0.0
2008-04-10,0.0
2008-04-14,-3.5714
2008-04-15,-7.4074
2008-04-17,0.0
2008-04-18,-4.0
2008-04-22,4.1667
2008-04-23,0.0
2008-04-25,4.0
2008-04-29,11.538499999999999
2008-04-30,3.4483
2008-05-02,-3.3333
2008-05-05,-3.4483
2008-05-06,-7.1429
2008-05-12,11.538499999999999
2008-05-13,-6.8966
2008-05-16,3.7778
2008-05-21,21.3419
2008-05-22,-18.8235
2008-05-27,1.4493
2008-05-28,0.0
2008-05-29,0.0
2008-05-30,0.0
2008-06-02,-3.5714
2008-06-04,-7.4074
2008-06-05,0.0
2008-06-09,0.0
2008-06-12,4.0
2008-06-13,-19.2308
2008-06-16,4.7619
2008-06-17,-4.5455
2008-06-18,14.2857
2008-06-19,4.1667
2008-06-20,-0.8
2008-06-23,-0.8065
2008-06-24,0.813
2008-06-25,-3.2258
2008-06-26,-1.6667
2008-06-27,0.8475
2008-06-30,0.8403
2008-07-01,-4.1667
2008-07-02,21.7391
2008-07-03,12.857099999999999
2008-07-07,-32.9114
2008-07-08,22.6415
2008-07-09,-7.6923
2008-07-10,-16.6667
2008-07-11,0.0
2008-07-14,0.0
2008-07-15,0.0
2008-07-16,0.0
2008-07-17,0.0
2008-07-18,0.0
2008-07-21,0.0
2008-07-24,5.0
2008-07-25,-4.7619
2008-07-28,0.0
2008-07-29,-10.0
2008-07-30,0.0
2008-07-31,11.1111
2008-08-01,10.0
2008-08-04,-4.5455
2008-08-05,-4.7619
2008-08-06,0.0
2008-08-07,0.0
2008-08-11,-2.0
2008-08-12,0.0
2008-08-13,2.0408
2008-08-14,-16.0
2008-08-18,-2.3810000000000002
2008-08-19,-2.439
2008-08-20,12.5
2008-08-25,-11.1111
