ticker,DESP US Equity
2018-02-08,-2.4068
2018-02-09,-4.5502
2018-02-12,1.0189
2018-02-13,0.5403
2018-02-14,2.8305
2018-02-15,-1.0453
2018-02-16,1.1268
2018-02-20,-1.8106
2018-02-21,1.4184
2018-02-22,-0.0699
2018-02-23,2.4143
2018-02-26,-0.41
2018-02-27,-1.5436999999999999
2018-02-28,-1.0453
2018-03-01,-0.1408
2018-03-02,1.0226
2018-03-05,1.5009000000000001
2018-03-06,-0.7909
2018-03-07,2.149
2018-03-08,4.8863
2018-03-09,8.3792
2018-03-12,-1.1045
2018-03-13,-0.1509
2018-03-14,-1.9649
2018-03-15,0.9867
2018-03-16,0.4885
2018-03-19,0.4254
2018-03-20,-3.5401
2018-03-21,0.0627
2018-03-22,0.0313
2018-03-23,1.6923
2018-03-26,1.0786
2018-03-27,-2.6524
2018-03-28,-2.9126
2018-03-29,0.8065
2018-04-02,-2.08
2018-04-03,1.3072
2018-04-04,-0.0323
2018-04-05,0.2259
2018-04-06,-2.0605
2018-04-09,-3.6489000000000003
2018-04-10,0.58
2018-04-11,-0.0678
2018-04-12,0.1018
2018-04-13,-0.1017
2018-04-16,-1.3578000000000001
2018-04-17,2.8906
2018-04-18,0.2007
2018-04-19,0.8344
2018-04-20,-0.4965
2018-04-23,-0.1663
2018-04-24,-2.066
2018-04-25,-2.6199
2018-04-26,0.9085
2018-04-27,-1.4889000000000001
2018-04-30,3.1986
2018-05-01,-0.579
2018-05-02,-1.062
2018-05-03,-1.1427
2018-05-04,0.4904
2018-05-07,-2.3702
2018-05-08,-1.7494
2018-05-09,-0.436
2018-05-10,-2.4818
2018-05-11,-2.8068999999999997
2018-05-14,-4.1201
2018-05-15,-2.9317
2018-05-16,2.1928
2018-05-17,-2.5101
2018-05-18,-0.789
2018-05-21,-0.3767
2018-05-22,-1.6806999999999999
2018-05-23,-1.3675
2018-05-24,-0.3033
2018-05-25,-0.6519
2018-05-29,-0.3062
2018-05-30,-0.5265
2018-05-31,2.7349
2018-06-01,1.2452
2018-06-04,-1.9508
2018-06-05,-0.6488
2018-06-06,-1.5237
2018-06-07,-0.9726
2018-06-08,2.3214
2018-06-11,0.4799
2018-06-12,-0.9987
2018-06-13,-1.9737
2018-06-14,-1.4765
2018-06-15,-1.6803
2018-06-18,-2.3557
2018-06-19,1.7974999999999999
2018-06-20,3.3922
2018-06-21,1.4382
2018-06-22,0.7532
2018-06-25,-3.2542
2018-06-26,-3.0455
2018-06-27,-3.7037
2018-06-28,1.2658
2018-06-29,0.8173
2018-07-02,-0.2861
2018-07-03,-2.3434
2018-07-05,0.6366
2018-07-06,-0.292
2018-07-09,1.4153
2018-07-10,-1.6843
2018-07-11,-1.5173999999999999
2018-07-12,-2.5348
2018-07-13,4.1305
2018-07-16,-0.7835
2018-07-17,-2.2705
2018-07-18,-1.4141
2018-07-19,-0.5123
2018-07-20,0.3605
2018-07-23,5.1821
2018-07-24,1.2683
2018-07-25,3.2755
2018-07-26,0.653
2018-07-27,1.0195
2018-07-30,-0.7339
2018-07-31,-2.8651
2018-08-01,-2.2835
2018-08-02,2.6776999999999997
2018-08-03,0.7112
2018-08-06,2.2599
2018-08-07,-3.7293
2018-08-08,-1.5304
2018-08-09,-0.9228
2018-08-10,-5.2451
2018-08-13,2.6384
2018-08-14,-0.3024
2018-08-15,-1.0617
2018-08-16,-6.6428
2018-08-17,-6.7871
2018-08-20,2.2314
2018-08-21,1.0913
2018-08-22,2.1591
2018-08-23,-0.6118
2018-08-24,-2.0145
2018-08-27,3.2553
2018-08-28,-3.0973
2018-08-29,-1.2557
2018-08-30,-1.9653
2018-08-31,-0.5896
2018-09-04,-0.3559
2018-09-05,-2.4405
2018-09-06,-1.4033
2018-09-07,0.495
2018-09-10,-1.6625999999999999
2018-09-11,-3.1935000000000002
2018-09-12,-2.5873
2018-09-13,1.7928
2018-09-14,1.1089
2018-09-17,4.3871
2018-09-18,3.7083
2018-09-19,2.205
2018-09-20,2.1574
2018-09-21,-1.5981999999999998
2018-09-24,-1.1601
2018-09-25,-0.5869
2018-09-26,-1.6529
2018-09-27,0.1801
2018-09-28,1.0785
2018-10-01,0.4149
2018-10-02,-0.3542
2018-10-03,0.8886
2018-10-04,0.2349
2018-10-05,-2.0504
2018-10-08,0.4187
2018-10-09,-2.6802
2018-10-10,-2.754
2018-10-11,-4.0277
2018-10-12,1.7048999999999999
2018-10-15,0.0
2018-10-16,4.4487
2018-10-17,-0.679
2018-10-18,-2.8589
2018-10-19,-0.064
2018-10-22,-1.9846
2018-10-23,1.0451
2018-10-24,-1.7452999999999999
2018-10-25,2.4342
2018-10-26,-1.5413999999999999
2018-10-29,-2.2179
2018-10-30,5.2702
2018-10-31,1.8378
2018-11-01,4.9782
2018-11-02,0.7706
2018-11-05,-1.8824
2018-11-06,-0.5396
2018-11-07,0.3617
2018-11-08,-4.4444
2018-11-09,-1.1314
2018-11-12,2.9243
2018-11-13,-0.3706
2018-11-14,-0.31
2018-11-15,-1.4303
2018-11-16,-0.9464
2018-11-19,-4.9681999999999995
2018-11-20,0.7373
2018-11-21,0.7319
2018-11-23,-0.9908
2018-11-26,-1.1341
2018-11-27,-0.7422
2018-11-28,3.6029999999999998
2018-11-29,0.0656
2018-11-30,-2.0328
2018-12-03,1.9411
2018-12-04,-4.5962
2018-12-06,-0.2065
2018-12-07,-2.0
2018-12-10,-3.5186
2018-12-11,1.6047
2018-12-12,-1.2922
2018-12-13,1.3091
2018-12-14,1.4358
2018-12-17,-2.2647
2018-12-18,-0.1448
2018-12-19,-4.7861
2018-12-20,-6.3976
2018-12-21,-5.2889
2018-12-24,-0.7732
2018-12-26,5.6277
2018-12-27,0.4098
2018-12-28,0.9796
2018-12-31,0.3234
2019-01-02,2.3368
2019-01-03,0.9449
2019-01-04,3.0421
2019-01-07,0.4542
2019-01-08,1.055
2019-01-09,1.4914
2019-01-10,-0.2204
2019-01-11,2.3564
2019-01-14,-0.0719
2019-01-15,-0.576
2019-01-16,3.1861
2019-01-17,-0.2807
2019-01-18,-0.1407
2019-01-22,-0.5638
2019-01-23,1.8427
2019-01-24,1.2526
2019-01-25,3.0928
2019-01-28,0.2
2019-01-29,-0.3327
2019-01-30,1.6021
2019-01-31,-1.3141
2019-02-01,3.2622999999999998
2019-02-04,2.9013999999999998
2019-02-05,2.8822
2019-02-06,1.4007
2019-02-07,-1.021
2019-02-08,-1.2136
2019-02-11,5.0369
2019-02-12,0.4678
2019-02-13,1.0477
2019-02-14,-0.4032
2019-02-15,1.2146
2019-02-19,2.5143
2019-02-20,2.1182
2019-02-21,-3.0568
2019-02-22,1.4077
2019-02-25,0.0555
2019-02-26,1.6648
2019-02-27,0.9825
2019-02-28,-2.7568
2019-03-01,-1.0561
2019-03-04,2.0225
2019-03-05,1.3767
2019-03-06,-2.6616
2019-03-07,-2.1763
2019-03-08,-1.0268
2019-03-11,0.3458
2019-03-12,-2.0103
2019-03-13,-3.3998
2019-03-14,-0.6675
2019-03-15,0.4276
2019-03-18,-0.8516
2019-03-19,-2.2086
2019-03-20,-1.5056
2019-03-21,-2.1656
2019-03-22,-3.9063
2019-03-25,-0.271
2019-03-26,-2.5815
2019-03-27,-1.9526
2019-03-28,1.9203000000000001
2019-03-29,3.9777
2019-04-01,0.0
2019-04-02,0.2013
2019-04-03,-0.4019
2019-04-04,-3.6987
2019-04-05,1.0475
2019-04-08,0.0
2019-04-09,-1.5204
2019-04-10,0.4211
2019-04-11,-2.0266
2019-04-12,2.2111
2019-04-15,0.2791
2019-04-16,2.9923
2019-04-17,-1.1486
2019-04-18,-0.6152
2019-04-22,-1.9945
2019-04-23,0.9825
2019-04-24,-0.9034
2019-04-25,0.0701
2019-04-26,-0.1402
2019-04-29,2.1053
2019-04-30,0.2749
2019-05-01,0.0685
2019-05-02,-1.0959
2019-05-03,2.0083
2019-05-06,-1.6293
2019-05-07,-1.6562999999999999
2019-05-08,-0.5614
2019-05-09,-4.2343
2019-05-10,-0.5158
2019-05-13,-1.3333
2019-05-14,3.6787
2019-05-15,0.9413
2019-05-16,-0.7174
2019-05-17,-7.8757
2019-05-20,-2.3529
2019-05-21,3.6145
2019-05-22,-2.3256
2019-05-23,-1.1905000000000001
2019-05-24,5.6225000000000005
2019-05-28,-0.9886
2019-05-29,-5.4531
2019-05-30,-0.7311
2019-05-31,-1.8003
2019-06-03,-0.3333
2019-06-04,1.1706
2019-06-05,-1.9835
2019-06-06,0.5059
2019-06-07,4.7819
2019-06-10,-0.2402
2019-06-11,0.321
2019-06-12,8.56
2019-06-13,-1.0317
2019-06-14,-0.7446
2019-06-17,1.8005
2019-06-18,0.0737
2019-06-19,0.6627
2019-06-20,-0.7315
2019-06-21,2.5792
2019-06-24,-1.7241
2019-06-25,-0.4386
2019-06-26,0.0
2019-06-27,2.4963
2019-06-28,-0.5014
2019-07-01,-1.4399
2019-07-02,0.3652
2019-07-03,-0.8006
2019-07-05,0.5136
2019-07-08,-2.7737
2019-07-09,3.0781
2019-07-10,1.311
2019-07-11,-0.5032
2019-07-12,0.7948
2019-07-15,-0.7168
2019-07-16,1.083
2019-07-17,-1.2143
2019-07-18,-0.0723
2019-07-19,-0.5065
2019-07-22,-2.4
2019-07-23,0.5961
2019-07-24,-4.2222
2019-07-25,1.3921000000000001
2019-07-26,4.3478
2019-07-29,-0.2193
2019-07-30,-0.8059
2019-07-31,-3.9143
2019-08-01,1.3067
2019-08-02,-0.607
2019-08-05,-1.5267
2019-08-06,2.9457
2019-08-07,-1.3554
2019-08-08,5.1908
2019-08-09,6.7489
2019-08-12,-16.9952
2019-08-13,-2.3750999999999998
2019-08-14,-8.557
2019-08-15,-3.7615
2019-08-16,0.7626
2019-08-19,0.2838
2019-08-20,4.6226
2019-08-21,1.8034
2019-08-22,2.5686
2019-08-23,-3.7997
2019-08-26,-0.9874
2019-08-27,-2.9918
2019-08-28,0.0
2019-08-29,-0.3738
2019-08-30,2.6266
2019-09-03,-4.3876
2019-09-04,-2.0076
2019-09-05,-2.5366
2019-09-06,-0.4004
2019-09-09,-2.1106
2019-09-10,4.1068
2019-09-11,2.5641
2019-09-12,1.9231
2019-09-13,1.7925
2019-09-16,0.278
2019-09-17,0.2773
2019-09-18,0.3687
2019-09-19,1.8365
2019-09-20,1.9838
2019-09-23,1.061
2019-09-24,-4.4619
2019-09-25,2.8388
2019-09-26,1.0686
2019-09-27,0.2643
2019-09-30,-0.5272
2019-10-01,-0.7951
2019-10-02,0.9795
2019-10-03,0.1764
2019-10-04,0.7923
2019-10-07,0.6987
2019-10-08,-2.0815
2019-10-09,0.9743
2019-10-10,0.4386
2019-10-11,-0.6114
2019-10-14,-3.2513
2019-10-15,-5.0863
2019-10-16,0.0957
2019-10-17,-1.3384
2019-10-18,-1.8411
2019-10-21,-0.3949
2019-10-22,4.9554
2019-10-23,3.7771
2019-10-24,2.3658
2019-10-25,1.8667
2019-10-28,0.0873
2019-10-29,1.9180000000000001
2019-10-30,-2.8228999999999997
2019-10-31,-1.5845
2019-11-01,-0.1789
2019-11-04,0.7168
2019-11-05,-1.9573
2019-11-06,-0.0907
2019-11-07,7.8111
2019-11-08,-6.4027
2019-11-11,-0.7201
2019-11-12,1.0879
2019-11-13,-0.8969
2019-11-14,-0.2715
2019-11-15,1.8149
2019-11-18,-0.0891
2019-11-19,-3.9251
2019-11-20,-1.9499
2019-11-21,3.9773
2019-11-22,6.0109
2019-11-25,0.945
2019-11-26,7.4894
2019-11-27,1.346
2019-11-29,-2.9688
2019-12-02,-3.3816
2019-12-03,-1.25
2019-12-04,3.4599
2019-12-05,1.4682
2019-12-06,2.8939
2019-12-09,-1.4062999999999999
2019-12-10,-0.7132
2019-12-11,1.7558
2019-12-12,1.1764999999999999
2019-12-13,3.4884
2019-12-16,0.5243
2019-12-17,-0.2981
2019-12-18,2.7653
2019-12-19,-2.8364000000000003
2019-12-20,2.3952
2019-12-23,-1.3158
2019-12-24,0.8148
2019-12-26,-0.0735
2019-12-27,-0.2206
2019-12-30,-1.1054
2019-12-31,0.4471
2020-01-02,2.2255
2020-01-03,1.0885
2020-01-06,-0.6461
2020-01-07,-0.3613
2020-01-08,-0.7252
2020-01-09,0.8766
2020-01-10,0.6517
2020-01-13,0.5036
2020-01-14,-2.1475
2020-01-15,1.0241
2020-01-16,0.3621
2020-01-17,-1.0823
2020-01-21,-2.9905
2020-01-22,-0.9023
2020-01-23,-1.2898
2020-01-24,-1.8447
2020-01-27,-2.5842
2020-01-28,18.5691
2020-01-29,-0.7458
2020-01-30,2.5273
2020-01-31,-1.3324
2020-02-03,0.4727
2020-02-04,-1.1425
2020-02-05,-1.7675
2020-02-06,-0.4152
2020-02-07,-2.9187
2020-02-10,-1.2169
2020-02-11,2.1739
2020-02-12,0.5674
2020-02-13,-0.141
2020-02-14,3.6017
2020-02-18,0.5453
2020-02-19,2.9153000000000002
2020-02-20,0.2635
2020-02-21,-0.7884
2020-02-24,-2.649
2020-02-25,-4.966
2020-02-26,-7.874
2020-02-27,-4.1181
2020-02-28,-2.8363
2020-03-02,-0.834
2020-03-03,-1.0093
2020-03-04,1.9541
2020-03-05,-6.75
2020-03-06,-2.8597
2020-03-09,-9.1996
2020-03-10,1.4184
2020-03-11,-9.4905
2020-03-12,-11.479
2020-03-13,-3.4913
2020-03-16,-13.1783
2020-03-17,4.1667
2020-03-18,-10.7143
2020-03-19,7.04
2020-03-20,4.6338
2020-03-23,-26.8571
2020-03-24,-0.1953
2020-03-25,19.7652
2020-03-26,11.2745
2020-03-27,-14.5374
2020-03-30,-4.1237
2020-03-31,1.6129
2020-04-01,1.2346
2020-04-02,5.9233
2020-04-03,2.1382
2020-04-06,6.7633
2020-04-07,5.279
2020-04-08,6.0172
2020-04-09,3.3784
2020-04-13,-6.7974
2020-04-14,3.5063
2020-04-15,-6.5041
2020-04-16,-2.3188
2020-04-17,2.0772
2020-04-20,-1.8895
2020-04-21,-5.6296
2020-04-22,0.471
2020-04-23,0.3125
2020-04-24,-2.8037
2020-04-27,4.9679
2020-04-28,-0.1527
2020-04-29,10.2446
2020-04-30,-4.2996
2020-05-01,-3.1884
2020-05-04,-12.2754
2020-05-05,-9.0444
2020-05-06,0.9381
2020-05-07,-2.2305
2020-05-08,6.654
2020-05-11,-5.3476
2020-05-12,2.8249
2020-05-13,-7.8755
2020-05-14,0.994
2020-05-15,9.252
2020-05-18,7.9279
2020-05-19,0.6678
2020-05-20,4.3118
2020-05-21,2.7027
2020-05-22,1.2384
2020-05-26,4.4343
2020-05-27,2.489
2020-05-28,-0.2857
2020-05-29,1.7191999999999998
2020-06-01,1.2676
2020-06-02,4.1725
2020-06-03,10.1469
2020-06-04,1.9394
2020-06-05,13.3175
2020-06-08,-5.8762
2020-06-09,1.1148
2020-06-10,-5.5127
2020-06-11,-9.5683
2020-06-12,5.9355
2020-06-15,3.7759
2020-06-16,2.4648
2020-06-17,-4.9254999999999995
2020-06-18,-1.6867
2020-06-19,-3.3088
2020-06-22,-2.6616
2020-06-23,1.6926999999999999
2020-06-24,-5.7618
2020-06-25,0.6793
2020-06-26,-3.5088
2020-06-29,2.3776
2020-06-30,-1.9125999999999999
2020-07-01,5.0139
2020-07-02,2.3872999999999998
2020-07-06,3.7565
2020-07-07,0.6242
2020-07-08,-0.1241
2020-07-09,-2.9814
2020-07-10,-1.4085
2020-07-13,-5.8442
2020-07-14,1.3793
2020-07-15,9.2517
2020-07-16,-4.6077
2020-07-17,0.6527
2020-07-20,1.8157999999999999
2020-07-21,4.586
2020-07-22,1.827
2020-07-23,-0.9569
2020-07-24,-2.0531
2020-07-27,-1.3564
2020-07-28,-1.25
2020-07-29,-0.2532
2020-07-30,-1.0152
2020-07-31,-1.1538
