ticker,IGEX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-07-19,0.0
2013-07-22,0.0
2013-07-23,6.6667
2013-07-24,0.0
2013-07-25,0.0
2013-07-26,0.0
2013-07-29,0.0
2013-07-30,0.0
2013-07-31,0.0
2013-08-01,0.0
2013-08-02,0.0
2013-08-05,-6.25
2013-08-06,0.0
2013-08-07,1.6667
2013-08-08,3.2787
2013-08-09,0.0
2013-08-12,0.0
2013-08-13,0.0
2013-08-14,1.5873
2013-08-15,1.5625
2013-08-16,1.5385
2013-08-19,3.0303
2013-08-20,0.0
2013-08-21,0.0
2013-08-22,1.4706000000000001
2013-08-23,1.4493
2013-08-26,0.0
2013-08-27,0.0
2013-08-28,0.0
2013-08-29,2.8571
2013-08-30,4.1667
2013-09-03,-4.0
2013-09-04,0.0
2013-09-05,1.3889
2013-09-06,0.0
2013-09-09,1.3699
2013-09-10,0.0
2013-09-11,1.3514
2013-09-12,0.0
2013-09-13,2.6667
2013-09-16,2.5974
2013-09-17,2.5316
2013-09-18,-25.3086
2013-09-19,9.0909
2013-09-20,3.0303
2013-09-23,-6.6176
2013-09-24,-27.5591
2013-09-25,19.5652
2013-09-26,10.9091
2013-09-27,8.1967
2013-09-30,-1.5152
2013-10-01,3.0769
2013-10-02,2.2388
2013-10-03,-1.4599
2013-10-04,-2.2222
2013-10-07,-7.5758
2013-10-08,6.5779
2013-10-09,4.4415
2013-10-10,-5.3019
2013-10-11,-6.6874
2013-10-14,5.0
2013-10-15,0.0
2013-10-16,-6.2698
2013-10-17,-7.0279
2013-10-18,0.0683
2013-10-21,-10.8077
2013-10-22,-4.0816
2013-10-23,-10.2128
2013-10-24,11.3448
2013-10-25,0.0
2013-10-28,-10.6145
2013-10-29,4.7619
2013-10-30,6.7898
2013-10-31,-14.871
2013-11-01,5.0
2013-11-04,0.2381
2013-11-05,-7.3634
2013-11-06,-5.1282
2013-11-07,-4.8649000000000004
2013-11-08,-1.9886
2013-11-11,2.8986
2013-11-12,-6.1972
2013-11-13,-0.3003
2013-11-14,-9.6386
2013-11-15,16.3333
2013-11-18,-2.5788
2013-11-19,-0.5882
2013-11-20,-14.2012
2013-11-21,0.0
2013-11-22,1.7241
2013-11-25,-10.1695
2013-11-26,-15.0943
2013-11-27,-2.2222
2013-11-29,-36.3636
2013-12-02,0.0
2013-12-03,0.0
2013-12-04,-21.4286
2013-12-05,-9.0909
2013-12-06,-20.0
2013-12-09,-10.0
2013-12-10,6.9444
2013-12-11,23.3766
