ticker,SBNC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-11-19,30.2423
2004-02-27,10.3531
2005-10-06,189.0682
2008-04-22,35.8418
2008-04-25,5.6338
2008-05-20,-2.2222
2008-06-16,0.0364
2008-06-20,0.0
2008-08-12,0.0
2008-08-18,0.9091
2008-08-20,-0.9009
2008-09-04,0.0364
2008-09-08,5.0
2008-09-19,-17.7489
2008-09-24,5.2632
2008-10-03,0.0
2008-10-23,0.0
2008-11-04,0.0
2008-12-02,0.04
2008-12-18,1.0
2009-01-12,0.0
2009-01-14,4.9505
2009-02-05,-0.4717
2009-03-06,-5.1773
2009-03-10,-10.0
2009-03-30,-4.4444
2009-04-01,3.4884
2009-04-27,0.0
2009-05-28,1.1685
2009-05-29,2.7778
2009-06-29,-5.8378
2009-07-01,-1.2629000000000001
2009-07-21,1.7442
2009-07-22,2.8571
2009-08-13,0.0
2009-08-26,0.0
2009-09-03,1.1561
2009-09-29,1.6484
2009-10-12,-2.7027
2009-11-17,0.7778
2009-11-19,-6.2844999999999995
2009-12-07,-1.1764999999999999
2009-12-31,-4.7165
2010-01-06,3.75
2010-01-22,-15.6627
2010-02-01,7.1429
2010-03-10,6.7236
2010-03-11,-0.625
2010-03-19,13.2075
2010-03-22,-22.2222
2010-03-29,10.0
2010-04-05,0.0
2010-04-06,3.8961
2010-05-12,1.875
2010-05-13,3.0675
2010-05-27,0.0476
2010-07-07,0.0
2010-07-20,1.1905000000000001
2010-08-10,0.0
2010-09-29,5.9322
2011-01-06,0.0445
2011-03-07,-11.0716
2011-04-26,6.25
2011-07-20,4.1667
2011-10-18,1.7409
2011-12-07,1.7119
2011-12-13,1.0929
2011-12-28,3.2432
2011-12-29,0.5236
2012-01-10,-0.3125
2012-01-18,0.0
2012-01-20,1.0449
2012-03-20,-1.2001
2012-03-28,0.9424
2012-03-29,0.6224
2012-04-25,1.5464
2012-05-16,-0.4061
2012-05-24,1.0
2012-05-31,-0.9501
2012-06-01,0.4077
2012-06-15,-0.4061
2012-06-18,0.6116
2012-09-24,4.9056999999999995
2012-09-25,0.4831
2012-10-02,0.4808
2012-10-03,1.0
2012-11-08,-1.3691
2012-12-07,5.7082
2012-12-20,-5.0
2013-01-10,5.2632
2013-01-11,0.0
2013-01-14,1.0
2013-02-05,8.8659
2013-05-24,15.7886
2013-06-20,2.3149
2013-06-21,0.9777
2013-07-11,1.2448
2013-07-16,-3.347
2013-07-17,0.9894
2013-08-08,0.4199
2013-08-09,0.9756
