ticker,SBNC US Equity
2013-08-19,20.7729
2013-09-09,2.8807
2013-09-13,-16.2778
2013-09-18,0.0
2013-10-14,0.0
2013-12-16,1.0222
2013-12-31,-0.9855
2014-01-09,0.0
2014-02-05,0.9954
2014-02-14,1.8397000000000001
2014-02-26,-1.7806
2014-03-13,-0.9855
2014-03-20,0.0
2014-03-21,0.1991
2014-03-24,-0.1987
2014-03-28,0.1991
2014-04-03,0.7947
2014-04-21,0.1971
2014-05-12,-1.1803
2014-05-13,0.9954
2014-05-19,-0.9855
2014-06-11,6.1994
2014-06-12,0.0
2014-06-24,1.5625
2014-07-08,-1.5385
2014-07-15,3.125
2014-07-21,-1.2121
2014-09-11,1.8409
2014-09-16,0.0241
2014-10-01,-0.0241
2014-10-07,0.0
2014-10-08,0.9882
2014-10-20,-0.9785
2014-10-21,0.9882
2014-11-04,0.0
2014-11-12,2.3866
2014-12-05,-0.9093
2014-12-30,-1.7647
2014-12-31,0.0
2015-01-05,-0.2994
2015-01-06,0.961
2015-01-15,-0.3569
2015-01-20,0.0
2015-01-26,0.9964
2015-03-17,1.9931999999999999
2015-04-07,-1.4493
2015-04-15,0.0
2015-05-04,0.0
2015-05-28,0.0235
2015-06-02,1.4706000000000001
2015-06-30,0.0
2015-07-01,0.0
2015-07-31,-0.4058
2015-08-03,0.0
2015-08-04,0.0
2015-08-10,-1.9207999999999998
2015-08-24,0.8902
2015-08-27,0.0
2015-08-31,0.0235
2015-09-01,0.5882
2015-09-29,-0.5848
2015-10-16,0.0
2015-10-21,2.6471
2015-11-09,-2.5788
2015-11-12,1.4706000000000001
2015-11-13,0.0
2015-11-23,1.4493
2015-12-09,0.0229
2015-12-10,0.0
2015-12-21,-2.5143
2015-12-22,0.5275
2015-12-31,0.5831
2016-01-11,0.0
2016-02-16,0.0
2016-02-22,-1.3913
2016-02-23,0.0
2016-02-24,-0.0588
2016-02-25,0.0
2016-02-26,0.3176
2016-03-01,0.0
2016-03-08,0.2933
2016-03-10,0.5263
2016-03-16,-0.7563
2016-03-22,-0.0586
2016-03-23,-1.4663
2016-03-24,0.0
2016-03-28,-0.0006
2016-03-29,-0.8327
2016-04-04,-1.2005
2016-04-11,0.0
2016-04-18,0.0
2016-04-19,3.2807
2016-04-26,-3.1765
2016-04-29,0.5468
2016-05-16,-0.5438
2016-05-24,3.2807
2016-06-13,-2.9183
2016-06-30,-3.0303
2016-07-13,0.9375
2016-07-15,2.1672
2016-07-19,0.0
2016-07-20,0.0
2016-08-22,-0.9091
2016-08-23,3.9755000000000003
2016-10-04,-3.5067
2016-10-06,3.6585
2016-10-11,-2.6471
2016-10-12,0.9063
2016-10-19,-1.1976
2016-10-21,0.0
2016-11-07,0.0
2016-11-10,3.0303
2016-11-17,0.0
2016-11-28,1.1764999999999999
2016-12-01,0.0233
2016-12-20,16.2791
2016-12-30,5.0
2017-01-09,0.0
2017-01-30,-4.7619
2017-01-31,-1.25
2017-02-07,0.7595
2017-02-10,0.5025
2017-02-14,0.0
2017-02-17,2.25
2017-03-10,0.2641
2017-03-14,-2.439
2017-04-04,0.0
2017-04-05,0.0
2017-04-11,2.45
2017-04-19,0.0
2017-04-26,-1.1713
2017-05-01,0.0
2017-05-02,0.9877
2017-05-09,0.2445
2017-05-10,1.2195
2017-05-15,0.241
2017-05-19,0.9615
2017-05-22,0.0
2017-05-24,0.0
2017-06-08,0.0191
2017-06-12,1.1905000000000001
2017-06-19,0.0
2017-06-23,-1.0824
2017-07-03,0.1427
2017-07-07,0.0
2017-07-14,2.1378
2017-07-20,2.3256
2017-08-07,-1.3636
2017-08-17,1.3825
2017-08-18,2.2727
2017-08-22,-1.1111
2017-09-14,1.3665
2017-09-19,1.7738
2017-09-21,0.2179
2017-09-27,3.2609
2017-09-28,0.0
2017-10-03,0.2105
2017-10-04,0.8403
2017-10-10,0.2083
2017-10-11,0.2079
2017-10-18,0.8299
2017-11-01,0.823
2017-11-08,0.4082
2017-11-09,1.626
2017-11-13,0.0
2017-11-29,0.48
2017-11-30,1.5287
2017-12-05,0.9804
2017-12-18,0.3883
2017-12-19,0.7737
2017-12-27,3.6084
2018-01-05,3.7420999999999998
2018-01-08,0.0
2018-01-10,7.1429
2018-01-17,-1.6667
2018-01-25,1.7034
2018-02-07,2.6581
2018-02-09,0.0
2018-02-21,0.6494
2018-03-05,1.6539000000000001
2018-03-14,0.0
2018-03-15,0.0
2018-03-20,-0.6349
2018-03-21,0.5751
2018-03-22,0.0635
2018-04-12,1.5873
2018-04-23,0.7813
2018-04-26,0.062
2018-05-01,0.7747
2018-05-03,3.0135
2018-05-04,-0.1493
2018-05-07,0.0
2018-05-08,0.3587
2018-05-31,0.5734
2018-06-04,2.2222
2018-06-11,1.3913
2018-06-12,0.0572
2018-06-18,1.4
2018-06-22,5.6636
2018-06-25,-0.8
2018-06-28,2.1505
2018-07-02,0.1316
2018-07-09,0.5256
2018-07-10,0.6601
2018-07-12,0.1234
2018-07-13,0.0
2018-07-18,1.1673
2018-07-23,1.0256
2018-07-25,-1.5228000000000002
2018-07-27,-0.7732
2018-07-31,-1.039
2018-08-01,0.21
2018-08-06,0.0
2018-08-09,-0.2053
2018-08-13,0.127
2018-08-15,-0.1376
2018-08-16,-0.5184
2018-08-17,0.0
2018-08-22,-0.9235
2018-08-23,-0.5326
2018-08-24,-0.9371
2018-08-27,-3.7838000000000003
2018-08-29,-0.2809
2018-08-30,0.3169
2018-08-31,1.7697
2018-09-05,-3.1189999999999998
2018-09-06,0.0
2018-09-07,-0.2849
2018-09-10,5.6571
2018-09-11,0.0541
2018-09-12,1.0811
2018-09-13,0.0
2018-09-14,0.0
2018-09-21,-0.6684
2018-09-24,0.0
2018-09-25,-0.4038
2018-09-27,-2.027
2018-10-01,0.0
2018-10-02,-0.6897
2018-10-03,0.0
2018-10-04,-1.3889
2018-10-05,-0.2817
2018-10-11,-0.2542
2018-10-12,0.2549
2018-10-18,1.6949
2018-10-25,-0.5556
2018-10-26,-1.1173
2018-10-31,0.0
2018-11-06,0.1412
2018-11-08,0.141
2018-11-09,-1.3803
2018-11-13,-1.3139
2018-11-20,0.1447
2018-12-03,-0.1084
2018-12-04,-0.0289
2018-12-06,-0.5501
2018-12-13,1.1645
2018-12-14,-1.295
2018-12-18,-1.2536
2018-12-19,1.8601
2018-12-20,-1.8260999999999998
2018-12-21,0.2067
2018-12-27,-0.7071
2019-01-02,-0.4451
2019-01-03,1.1623999999999999
2019-01-04,1.65
2019-01-08,0.0
2019-01-11,-1.4493
2019-01-14,0.7647
2019-01-15,-0.467
2019-01-17,1.1804000000000001
2019-01-22,1.4419
2019-01-30,0.0
2019-02-07,0.0
2019-02-08,-1.1429
2019-02-14,-0.0434
2019-02-20,1.1999
2019-02-21,0.0
2019-02-22,0.0
2019-02-25,-1.4285999999999999
2019-03-04,1.1458
2019-03-06,-1.5773000000000001
2019-03-08,1.9814
2019-03-11,-1.1429
2019-03-12,1.1561
2019-03-15,0.0
2019-03-26,0.0
2019-03-28,1.4285999999999999
2019-04-10,1.4085
2019-04-29,1.3889
2019-05-14,1.3699
2019-05-22,0.2703
2019-05-30,-0.2693
2019-06-05,0.0673
2019-06-10,0.0
2019-06-14,0.2703
2019-06-18,0.0
2019-06-20,1.0782
2019-06-28,-0.5333
2019-07-03,4.5308
2019-07-22,0.0
2019-07-24,-4.2575
2019-07-26,0.1072
2019-07-31,0.6155
2019-08-05,1.0638
2019-08-14,-0.6053
2019-08-16,0.0
2019-08-19,1.2973
2019-08-21,-0.6796
2019-08-22,-0.6579
2019-08-23,0.1325
2019-09-10,2.184
2019-09-12,-1.9948000000000001
2019-09-13,0.0
2019-09-16,-1.9297
2019-09-17,0.0
2019-09-18,0.5391
2019-09-19,3.2172
2019-09-23,-2.5974
2019-09-25,0.1333
2019-10-15,1.012
2019-10-16,-1.0809
2019-10-18,0.9861
2019-10-21,-0.2375
2019-10-22,0.0
2019-10-23,0.0265
2019-10-25,0.0
2019-11-01,0.767
2019-11-07,0.0
2019-11-13,1.1811
2019-12-03,-1.0772
2019-12-06,0.0525
2019-12-12,0.3147
2019-12-13,1.6993
2019-12-16,-1.0283
2019-12-19,0.0
2019-12-20,-0.6494
2019-12-27,0.0
2020-01-06,0.6275
2020-01-07,-0.5976
2020-01-08,0.3659
2020-01-09,0.2604
2020-01-16,0.4675
2020-01-17,0.181
2020-01-27,-1.2645
2020-01-28,0.0264
2020-01-29,0.0
2020-02-03,-0.0003
2020-02-10,0.5487
2020-02-11,0.0
2020-02-12,-0.104
2020-02-13,-0.1041
2020-02-21,-0.2862
2020-02-26,-0.0522
2020-02-27,-0.3465
2020-02-28,-0.2625
2020-03-09,-10.526299999999999
2020-03-10,0.0
2020-03-11,-8.0882
2020-03-16,-0.8
2020-03-18,-15.2094
2020-03-19,2.7198
2020-03-23,-7.4074
2020-03-24,0.0
2020-03-26,16.0
2020-03-27,14.5172
2020-03-30,-2.8907
2020-04-02,8.5271
2020-04-06,-7.8571
2020-04-13,8.4341
2020-04-16,-2.7738
2020-04-17,0.0
2020-04-20,0.0
2020-04-23,0.0059
2020-04-24,-0.0059
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,2.2059
2020-05-01,0.3165
2020-05-06,-2.467
2020-05-08,-5.1471
2020-05-18,11.6279
2020-05-27,2.5
2020-05-28,-3.7995
2020-06-02,-0.0296
2020-06-05,0.2821
2020-06-26,-1.5541
2020-07-02,-0.1357
2020-07-07,0.0
2020-07-09,-2.7182
2020-07-20,0.0
2020-07-27,0.0
2020-07-31,-2.2059
