ticker,ZNAE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,-75.0
2000-01-12,0.0
2000-01-21,300.0
2000-01-26,0.0
2000-01-28,-75.0
2000-01-31,300.0
2000-02-03,-75.0
2000-02-04,75.0
2000-02-18,42.8571
2000-02-22,-30.0
2000-03-10,123.2143
2000-03-16,-55.2
2000-03-20,123.2143
2000-03-21,-55.2
2000-03-30,0.0
2000-04-17,0.0
2000-04-26,0.0
2000-05-08,28.5714
2000-05-10,0.0
2000-05-15,-44.4444
2000-06-09,-95.614
2000-06-12,0.0
2000-06-14,1150.0
2000-09-05,-92.0
2000-09-18,0.0
2000-10-18,700.0
2000-10-25,-87.5
2000-10-30,1025.0
2000-10-31,-91.1111
2000-11-22,20.0
2000-12-14,16.6667
2000-12-18,0.0
2000-12-29,0.0
2001-03-13,14.2857
2001-05-03,-37.5
2001-05-30,0.0
2001-06-07,-80.0
2001-06-13,0.0
2001-08-28,-50.0
2001-09-07,0.0
2001-09-24,100.0
2001-10-05,250.0
2001-10-22,-71.4286
2001-11-07,-70.0
2001-12-18,900.0
2001-12-27,-90.0
2002-02-21,0.0
2002-02-22,0.0
2002-06-25,0.0
2002-08-13,-66.6667
2002-09-09,0.0
2002-10-14,0.0
2002-12-19,0.0
2003-05-01,0.0
2003-10-01,0.0
2003-10-22,0.0
2003-10-27,0.0
2003-10-30,0.0
2004-07-21,0.0
2004-10-19,0.0
2004-11-09,0.0
2004-12-22,0.0
2004-12-23,0.0
2005-01-19,1900.0
2005-03-02,100.0
2005-04-26,-25.0
2005-05-18,33.3333
2005-05-25,-25.0
2005-07-12,0.0
2005-07-26,0.0
2005-11-07,33.3333
2005-11-11,0.0
2005-11-21,0.0
2005-12-16,0.0
2006-01-04,0.0
2006-01-09,25.0
2006-03-02,-40.0
2006-04-19,0.0
2006-05-23,0.0
2006-07-19,33.3333
2006-07-27,0.0
2006-09-14,25.0
2006-09-27,-20.0
2006-11-08,25.0
2006-11-09,60.0
2006-11-21,87.5
2006-11-24,0.0
2006-11-28,-33.3333
2006-11-29,30.0
2006-12-11,-53.8462
2006-12-20,-15.0
2007-01-05,1.9607999999999999
2007-01-09,92.3077
2007-01-16,-20.0
2007-01-23,-37.5
2007-01-29,40.0
2007-02-02,-28.5714
2007-02-05,0.0
2007-02-12,-18.0
2007-02-16,0.0
2007-02-27,9.7561
2007-03-09,0.0
2007-03-13,-11.1111
2007-03-15,0.0
2007-03-23,75.0
2007-04-03,-28.5714
2007-04-04,60.0
2007-04-09,-37.5
2007-04-26,0.0
2007-05-08,-20.0
2007-05-18,25.0
2007-06-11,-20.0
2007-06-18,0.0
2007-06-20,0.0
2007-07-26,-50.0
2007-08-08,0.0
2007-08-29,50.0
2007-10-18,-33.3333
2007-11-21,0.0
2007-11-29,-50.0
2007-12-04,400.0
2007-12-06,-40.0
2008-01-07,133.3333
2008-03-12,-42.8571
2008-03-24,0.0
2008-04-08,0.0
2008-05-08,25.0
2008-05-28,0.0
2008-06-13,0.0
2008-06-16,0.0
2008-06-18,0.0
2008-07-24,0.0
2008-10-08,0.0
2008-10-10,0.0
2009-04-06,-60.0
2009-07-20,0.0
2009-10-05,0.0
2009-11-11,150.0
2009-11-20,-18.0
2009-11-24,21.9512
2009-12-08,0.0
2010-11-05,0.0
2010-11-23,0.0
2010-12-16,-40.0
2011-01-10,0.0
2011-03-04,-33.3333
2011-04-21,50.0
2011-06-13,-33.3333
2011-06-20,0.0
2012-02-16,0.0
2012-03-20,0.0
2012-04-18,0.0
2012-07-16,-75.0
2012-10-31,100.0
2013-04-25,-50.0
2013-06-26,-70.0
2013-07-23,0.0
2013-07-29,0.0
2013-09-26,0.0
2014-04-30,566.6667
2014-11-18,0.0
2014-11-21,0.0
2014-11-24,0.0
2015-01-12,0.0
2015-09-17,50.0
2015-09-18,-33.3333
2015-09-29,0.0
2016-02-29,0.0
2016-03-01,-11.25
2016-03-02,95.0704
2016-04-05,-32.491
2016-04-06,392.5134
2016-04-07,-73.9414
2016-04-08,0.0
2016-08-11,0.0
2016-08-12,-23.3333
2016-09-16,0.0
2016-12-06,-21.7391
2016-12-07,0.0
2017-01-12,0.0
2017-08-17,121.1111
2017-08-18,-54.7739
2017-11-21,0.0
2017-12-18,122.2222
2017-12-26,0.0
2018-01-04,-11.5
2018-01-29,12.9944
2018-02-15,-50.0
2018-03-13,2.0
2018-03-16,-1.9607999999999999
2018-05-22,2.0
2018-05-23,-1.9607999999999999
2018-07-27,100.0
2018-10-24,-25.0
2018-10-25,0.0
2018-11-15,-16.6667
2019-01-03,-20.0
2019-01-17,0.0
2019-03-22,0.0
2019-06-05,30.0
2019-10-21,-15.3846
2019-11-26,0.0
2019-11-27,0.0
2019-12-02,-9.0909
2019-12-06,0.0
2019-12-23,0.0
2019-12-27,0.0
2020-01-27,100.0
2020-02-04,0.0
2020-03-02,0.0
2020-03-03,-25.0
2020-03-23,33.3333
2020-03-25,50.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-14,33.3333
2020-05-12,0.0
2020-05-13,-25.0
2020-05-29,33.3333
2020-06-09,0.0
2020-06-29,0.0
2020-06-30,-50.0
2020-07-13,-0.45
2020-07-16,0.452
