ticker,PKOH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.1646
2000-01-04,-3.268
2000-01-05,-0.6757
2000-01-06,14.2857
2000-01-07,-1.1905000000000001
2000-01-10,-6.0241
2000-01-11,-2.5641
2000-01-12,-1.3158
2000-01-13,-1.3333
2000-01-14,4.0541
2000-01-18,3.8961
2000-01-19,0.0
2000-01-20,1.25
2000-01-21,1.2346
2000-01-24,-4.878
2000-01-25,-5.1282
2000-01-26,1.3514
2000-01-27,-4.0
2000-01-28,2.7778
2000-01-31,0.6757
2000-02-01,1.6779
2000-02-02,1.6502
2000-02-03,-1.2987
2000-02-04,-2.6316
2000-02-07,-4.7297
2000-02-08,-1.4184
2000-02-09,-2.1583
2000-02-10,-0.7353
2000-02-11,0.7407
2000-02-14,-6.6176
2000-02-15,-10.2362
2000-02-16,14.0351
2000-02-17,-1.5385
2000-02-18,-6.25
2000-02-22,1.6667
2000-02-23,4.918
2000-02-24,-3.125
2000-02-25,3.2258
2000-02-28,3.125
2000-02-29,1.5152
2000-03-01,4.4776
2000-03-02,-1.4285999999999999
2000-03-03,0.0
2000-03-06,0.0
2000-03-07,-0.7246
2000-03-08,2.9196999999999997
2000-03-09,0.3546
2000-03-10,-3.8869
2000-03-13,-1.1029
2000-03-14,3.3457
2000-03-15,-2.1583
2000-03-16,4.4118
2000-03-17,5.9859
2000-03-20,6.3123000000000005
2000-03-21,0.0
2000-03-22,-2.5
2000-03-23,10.2564
2000-03-24,0.0
2000-03-27,-2.3256
2000-03-28,3.5714
2000-03-29,-3.4483
2000-03-30,1.1905000000000001
2000-03-31,0.0
2000-04-03,-7.0588
2000-04-04,-6.3291
2000-04-05,-3.3784
2000-04-06,7.6923
2000-04-07,0.0
2000-04-10,-2.5974
2000-04-11,2.6667
2000-04-12,-1.2987
2000-04-13,3.9474
2000-04-14,-2.5316
2000-04-17,6.4935
2000-04-18,2.439
2000-04-19,-2.3810000000000002
2000-04-20,-2.439
2000-04-24,-6.25
2000-04-25,-4.0
2000-04-26,0.6944
2000-04-27,-4.1379
2000-04-28,4.3165
2000-05-01,0.6897
2000-05-02,-0.6849
2000-05-03,2.069
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,-0.6757
2000-05-09,-0.6803
2000-05-10,0.0
2000-05-11,0.0
2000-05-12,-1.7123
2000-05-15,0.3484
2000-05-16,0.6944
2000-05-17,-0.6897
2000-05-18,-0.6944
2000-05-22,0.0
2000-05-23,0.0
2000-05-24,-4.8951
