ticker,AIXND US Equity
2017-06-02,-22.7806
2017-06-13,6.7245
2017-06-14,18.374
2017-06-27,-1.1411
2017-07-11,-2.7362
2017-07-24,0.0
2017-07-27,0.0
2017-07-28,-3.5632
2017-08-01,-0.564
2017-08-02,4.2831
2017-08-08,-21.4286
2017-08-15,-22.7273
2017-08-21,69.4118
2017-08-25,-30.5556
2017-09-07,0.0
2017-09-13,0.0
2017-11-01,-15.0
2017-11-03,35.2941
2017-11-10,-8.6957
2017-11-13,0.0
2017-11-14,0.0
2017-12-06,-61.9048
2017-12-11,37.375
2017-12-15,172.8844
2017-12-18,-59.9867
2017-12-19,66.6667
2017-12-22,-50.0
2017-12-28,50.0
2018-01-02,-20.0
2018-01-09,148.3333
2018-01-11,0.0
2018-01-16,27.5168
2018-01-17,-81.3158
2018-01-26,43.662
2018-01-31,-36.2745
2018-02-22,-9.538499999999999
2018-03-08,495.2381
2018-04-10,-56.8571
2018-04-17,0.0
2018-05-11,150.3311
2018-05-14,2.6455
2018-05-24,-94.4072
2018-07-25,1434.5622
2018-07-26,0.0
2018-07-27,0.0
2018-07-30,0.0
2018-08-01,0.0
2018-08-02,0.0
2018-08-07,0.0
2018-08-08,0.0
2018-08-22,14.1141
2018-08-28,31.5789
2018-09-07,10.0
2018-09-17,-45.4545
2018-09-18,0.0
2018-09-19,-33.3333
2018-09-26,191.0
2018-09-27,-57.0447
2018-10-02,132.0
2018-10-18,-13.7931
2018-10-19,0.0
2018-10-22,0.0
2018-10-23,0.0
2018-11-05,38.0
2018-11-06,5.7971
2018-11-07,-1.3699
2018-11-12,1.3889
2018-11-13,-4.1096
2018-11-14,14.2857
2018-11-16,-86.25
2018-11-19,627.2727
2018-11-27,0.0
2018-12-11,0.0
2018-12-31,25.0
2019-01-04,-98.9
2019-01-07,8990.9091
2019-01-17,-20.0
2019-02-06,25.0
2019-02-07,0.0
2019-02-08,-7.0
2019-02-13,-35.4839
2019-02-15,41.6667
2019-02-19,-98.7059
2019-03-05,6718.1818
2019-03-06,0.0
2019-03-11,0.0
2019-03-21,0.0
2019-03-25,-91.7333
2019-03-26,932.2581
2019-04-03,-20.3125
2019-04-04,-10.9804
2019-04-10,0.0
2019-04-11,12.3348
2019-04-17,0.0
2019-04-18,-1.9607999999999999
2019-04-24,0.0
2019-04-26,-59.6
2019-04-29,147.5248
2019-04-30,0.0
2019-05-02,0.0
2019-05-03,0.0
2019-05-07,30.0
2019-05-08,27.6923
2019-05-10,267.4699
2019-05-13,0.0
2019-05-14,-34.4262
2019-05-15,400.0
2019-05-16,-20.0
2019-05-20,-50.0
2019-05-21,-45.0
2019-05-22,-9.0909
2019-05-23,-27.5
2019-05-24,20.6897
2019-05-28,40.0
2019-05-30,-18.7755
2019-06-03,0.5025
2019-06-04,17.0
2019-06-05,38.8889
2019-06-06,-29.2308
2019-06-07,39.1304
2019-06-10,0.0
2019-06-11,-52.5
2019-06-12,126.3158
2019-06-13,1.4535
2019-06-14,0.2865
2019-06-19,-14.2857
2019-06-20,-23.3333
2019-06-21,116.087
2019-06-24,-4.829
2019-07-05,-26.0042
2019-07-08,28.5714
2019-07-23,-76.6667
2019-07-24,266.6667
2019-07-25,-61.039
2019-07-26,0.0
2019-07-31,222.6667
2019-08-07,-0.4132
2019-08-12,-56.8465
2019-08-15,84.6154
2019-08-16,-46.3542
2019-08-19,11.6505
2019-08-23,61.3043
2019-08-26,-0.2695
2019-08-30,-58.6486
2019-09-03,17.647100000000002
2019-09-04,-11.1111
2019-09-05,-25.0
2019-09-09,0.0
2019-09-17,8.3333
2019-09-24,-3.8462
2019-09-27,75.2
2019-09-30,2.7397
2019-10-01,26.6667
2019-10-02,22.807
2019-10-03,0.0
2019-10-07,-42.8571
2019-10-08,50.0
2019-10-14,0.0
2019-10-21,-76.3333
2019-10-22,216.9014
2019-10-24,-69.2889
2019-10-25,112.7352
2019-11-05,52.381
2019-11-06,-46.4286
2019-11-07,0.0
2019-11-18,50.0
2019-11-20,-44.4444
2019-11-22,0.0
2019-12-04,-15.0
2019-12-10,-5.7647
2019-12-13,62.2971
2019-12-24,-49.6154
2019-12-30,127.4809
2019-12-31,34.2282
2020-01-03,2.5
2020-01-06,-50.2439
2020-01-07,51.9608
2020-01-08,-22.5806
2020-01-09,23.3333
2020-01-13,21.6216
2020-01-14,-31.1111
2020-01-15,12.0968
2020-01-16,0.0
2020-01-21,-0.7194
2020-01-22,-1.4493
2020-01-23,-0.7279
2020-01-24,4.4367
2020-01-27,94.3262
2020-01-30,-49.635
2020-02-03,1.4493
2020-02-07,42.8571
2020-02-10,-31.0
2020-02-11,-7.971
2020-02-14,0.1969
2020-02-18,-1.7682
2020-02-19,-4.0
2020-02-20,-15.8333
2020-02-21,-3.0
2020-02-26,7.1757
2020-02-28,-26.0952
2020-03-02,67.5258
2020-03-11,-49.1538
2020-03-12,49.7731
2020-03-16,0.0
2020-03-17,-28.1818
2020-03-18,26.301
2020-03-26,-33.1849
2020-04-03,49.65
2020-04-08,-16.4718
2020-04-13,-17.0667
2020-04-22,20.5788
2020-04-24,-6.6667
2020-04-28,-11.1429
2020-05-01,0.0
2020-05-05,17.3633
2020-05-06,2.4657999999999998
2020-05-07,-16.8449
2020-05-14,-0.3215
2020-05-15,20.6452
2020-05-18,75.1337
2020-05-19,-0.7634
2020-05-22,-42.2308
2020-05-26,58.4554
2020-05-28,-15.9664
2020-06-04,0.0
2020-06-08,0.0
2020-06-09,-29.9
2020-06-11,42.5107
2020-06-15,-0.1001
2020-06-19,0.0
2020-06-24,0.0
2020-06-29,0.2004
2020-06-30,0.0
2020-07-02,0.0
2020-07-06,-5.0
2020-07-07,5.2632
2020-07-08,0.0
2020-07-10,-0.03
2020-07-13,0.03
2020-07-16,0.0
2020-07-17,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,-22.0
2020-07-27,28.2051
2020-07-28,0.0
2020-07-29,0.0
