ticker,RXEI US Equity
2007-12-12,5.2632
2007-12-13,-10.0
2007-12-14,13.8889
2007-12-17,-14.6341
2007-12-18,5.7143
2007-12-19,16.2162
2007-12-20,-4.6512
2007-12-21,0.0
2007-12-26,-6.0976
2007-12-27,3.8961
2007-12-28,-5.0
2007-12-31,15.5921
2008-01-02,1.309
2008-01-03,-21.3483
2008-01-04,-10.0
2008-01-07,-3.1746
2008-01-08,13.1148
2008-01-09,-11.5942
2008-01-10,-3.2787
2008-01-11,1.6949
2008-01-14,1.6667
2008-01-15,-5.7377
2008-01-16,4.3478
2008-01-17,-8.3333
2008-01-18,-25.4545
2008-01-22,56.0976
2008-01-23,-6.25
2008-01-24,-5.0
2008-01-25,-13.1579
2008-01-28,-3.0303
2008-01-29,5.2083
2008-01-30,-2.9703
2008-01-31,22.449
2008-02-01,-11.6667
2008-02-04,-1.8868
2008-02-05,-3.8462
2008-02-06,-2.0
2008-02-07,-6.1224
2008-02-08,2.1739
2008-02-11,-2.1277
2008-02-12,0.0
2008-02-13,-2.1739
2008-02-14,-2.2222
2008-02-15,-6.8182
2008-02-19,6.0976
2008-02-20,-5.7471
2008-02-21,17.0732
2008-02-22,-12.5
2008-02-25,0.0
2008-02-26,0.0
2008-02-27,-14.2857
2008-02-28,2.7778
2008-02-29,0.0
2008-03-03,2.7027
2008-03-04,0.0
2008-03-05,0.0
2008-03-06,-2.6316
2008-03-07,8.1081
2008-03-10,-7.5
2008-03-11,1.8919000000000001
2008-03-12,-4.5093
2008-03-13,-2.7778
2008-03-14,-30.0
2008-03-17,30.6122
2008-03-18,-1.5625
2008-03-19,14.2857
2008-03-20,-2.7778
2008-03-24,2.8571
2008-03-25,-5.5556
2008-03-26,5.8824
2008-03-27,-5.5556
2008-03-28,-2.9412000000000003
2008-03-31,-12.1212
2008-04-01,3.4483
2008-04-02,0.0
2008-04-03,0.0
2008-04-04,0.0
2008-04-07,0.0
2008-04-08,-10.0
2008-04-09,-18.5185
2008-04-10,4.5455
2008-04-11,23.913
2008-04-14,-3.5088
2008-04-15,0.0
2008-04-16,5.4545
2008-04-17,-3.4483
2008-04-18,-10.7143
2008-04-21,-0.125
2008-04-22,28.1602
2008-04-23,-12.5
2008-04-24,0.0
2008-04-25,-3.5714
2008-04-28,3.7037
2008-04-30,0.0
2008-05-02,1.7856999999999998
2008-05-05,-1.7544
2008-05-06,-1.7856999999999998
2008-05-08,-1.8182
2008-05-09,0.0
2008-05-12,-3.7037
2008-05-13,3.8462
2008-05-14,-1.8519
2008-05-15,1.8868
2008-05-16,3.7037
2008-05-19,7.1429
2008-05-20,-6.6667
2008-05-21,-6.4286
2008-05-22,-0.7634
2008-05-23,-2.8846
2008-05-27,6.9307
2008-05-28,-6.4815
2008-05-29,10.8911
2008-05-30,28.5714
2008-06-02,0.0
2008-06-03,-2.7778
2008-06-04,-2.8571
2008-06-05,7.3529
2008-06-06,-9.589
2008-06-09,9.0909
2008-06-10,-2.7778
2008-06-11,-2.8571
2008-06-12,-2.9412000000000003
2008-06-13,6.0606
2008-06-16,5.7143
2008-06-17,8.1081
2008-06-18,0.0
2008-06-19,0.0
2008-06-20,0.0
2008-06-23,-5.0
2008-06-24,0.0
2008-06-25,2.6316
2008-06-26,-7.6923
2008-06-27,0.0
2008-07-01,-5.5556
2008-07-02,-8.8235
2008-07-03,3.2258
2008-07-07,0.0
2008-07-08,-6.25
2008-07-09,0.0
2008-07-10,0.0
2008-07-11,0.0
2008-07-14,-16.6667
2008-07-15,20.0
2008-07-17,0.0
2008-07-18,3.3333
2008-07-21,-16.129
2008-07-23,15.3846
2008-07-24,0.0
2008-07-28,0.0
2008-07-29,-13.3333
2008-08-01,15.3846
2008-08-04,0.0
2008-08-12,-16.6667
2008-08-13,0.0
2008-08-14,0.0
2008-08-15,-8.0
2008-08-18,0.0
2008-08-20,4.3478
2008-08-21,-10.4167
2008-08-22,11.6279
2008-08-25,4.1667
2008-08-27,-14.0
2008-09-02,-6.9767
2008-09-04,0.0
2008-09-08,-17.5
2008-09-09,-27.2727
2008-09-10,-16.6667
2008-09-11,-20.0
2008-09-12,-37.5
2008-09-15,100.0
2008-09-16,-20.0
2008-09-17,25.0
2008-09-18,20.0
2008-09-19,0.0
2008-09-22,-16.6667
2008-09-23,20.0
2008-09-24,0.0
2008-09-25,0.0
2008-09-26,0.0
2008-09-29,25.0
2008-09-30,-26.6667
2008-10-01,-9.0909
2008-10-02,50.0
2008-10-03,-33.3333
2008-10-06,-15.0
2008-10-07,-17.647100000000002
2008-10-08,28.5714
2008-10-10,0.0
2008-10-13,33.3333
2008-10-14,0.0
2008-10-16,-16.6667
2008-10-20,10.0
2008-10-21,-10.0
2008-10-22,11.1111
2008-10-23,-50.0
2008-10-24,-45.4545
2008-10-27,66.6667
2008-10-28,-20.0
2008-10-29,25.0
2008-10-30,-10.0
2008-10-31,44.4444
2008-11-03,-15.3846
2008-11-04,3.6364
2008-11-05,5.2632
2008-11-06,16.6667
2008-11-07,21.4286
2008-11-10,-5.8824
2008-11-12,-25.0
2008-11-14,-16.6667
2008-11-17,0.0
2008-11-18,20.0
2008-11-19,-23.3333
2008-11-20,0.0
2008-11-21,-23.913
2008-11-24,0.0
2008-11-25,-71.4286
2008-11-26,0.0
2008-11-28,30.0
2008-12-01,-30.7692
2008-12-02,44.4444
2008-12-04,-50.0
2008-12-05,0.0
2008-12-08,-7.6923
2008-12-09,0.0
2008-12-10,-41.6667
2008-12-11,42.8571
2008-12-15,-30.0
2008-12-17,0.0
2008-12-18,0.0
2008-12-19,-14.2857
2008-12-22,-33.3333
2008-12-23,0.0
2008-12-26,100.0
2008-12-29,-25.0
2008-12-30,-33.3333
2008-12-31,75.0
2009-01-02,0.0
2009-01-05,-3.5714
2009-01-06,0.0
2009-01-07,0.0
2009-01-08,-55.5556
2009-01-12,100.0
2009-01-13,0.0
2009-01-14,29.1667
2009-01-15,0.0
2009-01-20,0.0
2009-01-21,0.0
2009-01-22,-25.8065
2009-01-29,0.0
2009-02-02,34.7826
2009-02-03,-22.5806
2009-02-05,-37.5
2009-02-06,-40.0
2009-02-10,-55.5556
2009-02-11,175.0
2009-02-12,0.0
2009-02-13,9.0909
2009-02-17,-33.3333
2009-02-18,150.0
2009-02-23,-87.5
2009-02-25,0.0
2009-02-26,0.0
2009-03-03,540.0
2009-03-06,0.0
2009-03-09,0.0
2009-03-16,-84.375
2009-03-23,20.0
2009-03-25,216.6667
2009-03-26,-84.2105
2009-04-02,966.6667
2009-04-07,100.0
2009-04-22,-75.0
2009-04-24,150.0
2009-04-28,0.0
2009-04-29,0.0
2009-04-30,0.0
2009-05-01,0.0
2009-05-08,0.0
2009-05-12,5.0
2009-05-14,90.4762
2009-05-15,0.0
2009-05-19,-46.25
2009-05-22,-2.3256
2009-05-27,0.0
2009-06-01,90.4762
2009-06-05,60.0
2009-06-08,-75.0
2009-06-16,50.0
2009-06-22,0.0
2009-06-23,166.6667
2009-07-02,-12.5
2009-07-06,-28.5714
2009-07-07,-10.0
2009-07-09,55.5556
2009-07-10,0.0
2009-07-13,0.0
2009-07-27,-54.4643
2009-07-28,119.6078
2009-07-31,-54.4643
2009-08-04,119.6078
2009-08-10,-54.4643
2009-08-11,-33.3333
2009-08-14,229.4118
2009-08-21,0.0
2009-08-26,-35.7143
2009-08-27,0.0
2009-08-28,11.1111
2009-09-02,0.0
2009-09-04,-10.0
2009-09-17,-33.3333
2009-09-21,43.75
2009-10-07,-30.4348
2009-10-15,4.1667
2009-10-27,0.0
2009-11-04,0.0
2009-11-11,0.0
2009-11-16,2.0
2009-11-17,-5.8824
2009-11-18,0.0
2009-11-20,33.3333
2009-12-08,29.6875
2009-12-16,0.0
2009-12-18,671.0843
2009-12-21,-81.25
2009-12-22,0.0
2009-12-23,-30.8333
2009-12-24,-80.7229
2009-12-28,300.0
2009-12-31,0.0
2010-01-06,0.0
2010-01-07,75.0
2010-01-08,-42.8571
2010-01-15,0.0
2010-02-02,0.0
2010-02-05,-25.0
2010-02-24,0.0
2010-03-02,0.0
2010-03-11,0.0
2010-03-15,0.0
2010-03-16,16.6667
2010-03-24,14.2857
2010-03-25,0.0
2010-04-01,0.0
2010-04-15,-37.5
2010-04-19,12.5
2010-05-04,0.0
2010-05-11,-11.1111
2010-05-12,267.5
2010-05-14,117.6871
2010-05-17,-12.5
2010-05-20,-82.8571
2010-05-21,16.6667
2010-05-25,0.0
2010-05-27,0.0
2010-05-28,0.0
2010-06-02,0.0
2010-06-07,185.7143
2010-06-09,-65.0
2010-07-06,0.0
2010-07-12,0.0
2010-07-16,-14.2857
2010-07-19,-66.6667
2010-07-29,0.0
2010-08-26,0.0
2010-08-27,-68.75
2010-09-13,0.0
2010-09-17,0.0
2010-10-18,0.0
2010-10-27,0.0
2010-10-28,0.0
2010-11-09,0.0
2010-11-17,0.0
2010-11-24,0.0
2010-11-30,0.0
2010-12-03,0.0
2010-12-06,0.0
2010-12-08,0.0
2010-12-10,0.0
2010-12-15,0.0
2010-12-20,0.0
2010-12-22,0.0
2010-12-23,220.0
2010-12-27,12.5
2010-12-28,77.7778
2010-12-29,-34.375
2010-12-30,4.7619
2010-12-31,-4.5455
2011-01-04,-52.381
2011-01-12,10.0
2011-01-18,0.0
2011-01-21,309.0909
2011-01-25,-71.1111
2011-02-03,0.0
2011-02-17,0.0
2011-02-18,0.0
2011-03-11,0.0
2011-03-16,23.0769
2011-03-17,-18.75
2011-03-18,38.4615
2011-03-21,5.5556
2011-03-28,0.0
2011-03-31,0.0
2011-04-04,-5.2632
2011-04-11,0.0
2011-04-12,0.0
2011-04-13,0.0
2011-04-18,255.5556
2011-04-19,-57.8125
2011-04-21,0.0
2011-04-29,0.0
2011-05-04,77.7778
2011-05-05,0.0
2011-05-11,0.0
2011-05-27,-27.0833
2011-06-20,0.0
2011-07-08,-8.5714
2011-07-27,-40.625
2011-09-30,-26.3158
2011-10-03,0.0
2011-10-21,14.2857
2011-10-26,200.0
2011-10-27,22.9167
2011-10-28,-69.4915
2011-11-01,-22.2222
2011-12-05,-28.5714
2011-12-06,0.0
2011-12-08,0.0
2011-12-13,0.0
2011-12-16,0.0
2011-12-21,0.0
2011-12-22,0.0
2011-12-23,0.0
2011-12-27,-20.0
2011-12-28,0.0
2012-01-30,25.0
2012-02-02,0.0
2012-02-09,0.0
2012-02-21,-20.0
2012-02-28,0.0
2012-03-14,0.0
2012-03-19,25.0
2012-03-22,10.0
2012-04-10,0.0
2012-04-18,409.0909
2012-04-19,-82.1429
2012-05-23,250.0
2012-06-19,-54.2857
2012-06-26,0.0
2012-08-14,-12.5
2012-09-06,0.0
2012-09-26,0.0
2012-09-27,0.0
2012-09-28,0.0
2012-10-08,-85.7143
2012-10-12,0.0
2012-10-25,0.0
2012-11-05,150.0
2012-11-27,-60.0
2012-12-05,0.0
2012-12-11,0.0
2012-12-13,0.0
2012-12-18,0.0
2012-12-21,0.0
2012-12-27,0.0
2012-12-28,0.0
2013-01-11,0.0
2013-01-28,0.0
2013-03-21,50.0
2013-04-03,1166.6667
2013-04-04,-7.8947
2013-04-08,-82.8571
2013-06-12,0.0
2013-06-18,433.3333
2013-06-19,-75.0
2013-07-17,137.5
2013-07-24,0.0
2013-07-31,-42.1053
2013-08-05,0.0
2013-10-31,0.0
2013-11-12,0.0
2013-11-18,0.0
2013-11-26,0.0
2013-11-27,0.0
2013-12-13,0.0
2013-12-16,0.0
2013-12-31,0.0
2014-07-25,-81.8182
2015-02-26,700.0
2015-04-10,-87.5
2015-04-28,700.0
2015-09-28,-87.5
2016-10-04,0.0
2017-03-09,0.0
2017-03-10,0.0
2017-12-05,-92.0
2017-12-28,-90.0
2018-01-26,0.0
2018-09-17,900.0
2018-12-11,0.0
2019-01-11,900.0
2019-02-01,0.0
2019-02-21,0.0
2019-02-22,0.0
2019-05-14,0.0
2019-05-15,-90.0
2019-05-16,0.0
2019-11-20,-90.0
2020-03-06,0.0
2020-06-01,19900.0001
