ticker,ZCMD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-02-24,0.0
2020-02-25,0.75
2020-02-26,2.4814
2020-02-27,-5.569
2020-02-28,0.2564
2020-03-02,-7.9284
2020-03-03,-3.3333
2020-03-04,0.5747
2020-03-05,-8.2857
2020-03-06,-9.3458
2020-03-09,-21.9931
2020-03-10,2.2026
2020-03-11,0.431
2020-03-12,1.3305
2020-03-13,-0.4659
2020-03-16,-0.8511
2020-03-17,5.5794
2020-03-18,-10.5691
2020-03-19,3.6318
2020-03-20,-8.3293
2020-03-23,13.3971
2020-03-24,-6.3291
2020-03-25,9.009
2020-03-26,-0.8347
2020-03-27,0.4917
2020-03-30,-5.457
2020-03-31,7.4561
2020-04-01,-9.7959
2020-04-02,6.3347999999999995
2020-04-03,1.2766
2020-04-06,0.8403
2020-04-07,-2.0833
2020-04-08,1.2766
2020-04-09,0.8403
2020-04-13,-0.8333
2020-04-14,-2.9412000000000003
2020-04-15,3.8961
2020-04-16,-2.5
2020-04-17,0.8547
2020-04-20,0.8475
2020-04-21,-3.3613
2020-04-22,0.0
2020-04-23,2.9696
2020-04-24,2.183
2020-04-27,-4.9587
2020-04-28,4.3478
2020-04-29,-6.9208
2020-04-30,0.2731
2020-05-01,0.4464
2020-05-04,-2.6667
2020-05-05,-4.1096
2020-05-06,-0.4762
2020-05-07,-1.6745999999999999
2020-05-08,0.2433
2020-05-11,0.9709
2020-05-12,-2.6442
2020-05-13,2.4691
2020-05-14,-0.241
2020-05-15,-2.8986
2020-05-18,-7.9602
2020-05-19,8.1081
2020-05-20,-4.5
2020-05-21,-2.0942
2020-05-22,4.2781
2020-05-26,-6.1538
2020-05-27,-2.1858
2020-05-28,3.9106
2020-05-29,12.9032
2020-06-01,4.2857
2020-06-02,0.4566
2020-06-03,7.9545
2020-06-04,0.6316
2020-06-05,1.6736
2020-06-08,9.0535
2020-06-09,-9.8113
2020-06-10,1.6736
2020-06-11,-9.465
2020-06-12,1.8182
2020-06-15,-1.3393
2020-06-16,-0.905
2020-06-17,-0.4566
2020-06-18,0.0
2020-06-19,0.0
2020-06-22,1.8349
2020-06-23,3.1532
2020-06-24,-3.9301
2020-06-25,1.8182
2020-06-26,-2.2321
2020-06-29,-1.3699
2020-06-30,0.9259
2020-07-01,0.4587
2020-07-02,-1.3699
2020-07-06,5.5556
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,-0.4386
2020-07-10,3.0837
2020-07-13,3.6325
2020-07-14,1.4433
2020-07-15,2.0325
2020-07-16,0.3984
2020-07-17,-0.7937
2020-07-20,2.0
2020-07-21,-1.9607999999999999
2020-07-22,1.6
2020-07-23,0.3937
2020-07-24,-1.9607999999999999
2020-07-27,-0.8
2020-07-28,-5.6452
2020-07-29,-0.3419
2020-07-30,-0.5146
2020-07-31,3.8792999999999997
