ticker,CURM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-02-24,11.1111
2014-02-25,0.0
2014-02-27,12.0
2014-02-28,10.7143
2014-03-03,3.2258
2014-03-04,0.0
2014-03-06,-6.25
2014-03-07,6.0
2014-03-10,-0.9434
2014-03-12,1.5873
2014-03-13,-6.25
2014-03-14,8.3333
2014-03-17,1.5385
2014-03-18,-3.0303
2014-03-19,0.0
2014-03-20,-1.5625
2014-03-25,-1.5873
2014-03-27,1.6129
2014-04-02,0.0
2014-04-03,0.0
2014-04-04,-0.3175
2014-04-07,-1.2739
2014-04-08,-3.2258
2014-04-22,0.0
2014-04-23,0.0
2014-04-24,0.0
2014-04-25,0.0
2014-04-29,0.0
2014-04-30,-0.3333
2014-05-06,-16.0535
2014-05-07,3.5857
2014-05-08,-3.8462
2014-05-09,0.0
2014-05-13,14.0
2014-05-14,-1.7544
2014-05-15,3.9286
2014-05-16,-7.2165
2014-05-19,5.9259
2014-05-20,1.049
2014-05-21,-0.692
2014-05-22,-5.9233
2014-05-27,2.2222
2014-05-28,1.4493
2014-05-29,1.7856999999999998
2014-05-30,0.3509
2014-06-02,-11.8881
2014-06-03,-0.7937
2014-06-04,-16.0
2014-06-05,-4.7619
2014-06-06,-0.5
2014-06-09,-7.0352
2014-06-10,-2.7027
2014-06-11,-8.3333
2014-06-12,-9.0909
2014-06-13,40.0
2014-06-16,-9.5238
2014-06-17,-7.8947
2014-06-18,13.1429
2014-06-19,-11.6162
2014-06-20,0.0
2014-06-23,0.0
2014-06-26,2.8571
2014-06-27,4.4444
2014-06-30,-4.2553
2014-07-02,-1.1111
2014-07-03,1.1236
2014-07-07,5.5556
2014-07-10,-5.2632
2014-07-14,11.1111
2014-07-21,0.0
2014-07-22,-7.5
2014-07-23,0.0
2014-07-28,-2.7027
2014-07-29,-2.2222
2014-07-30,-28.9773
2014-07-31,0.0
2014-08-01,0.0
2014-08-04,-3.2
2014-08-05,3.3058
2014-08-06,0.0
2014-08-08,-1.6
2014-08-12,-2.439
2014-08-13,4.1667
2014-08-14,0.0
2014-08-18,-9.6
2014-08-19,-0.885
2014-08-20,-3.5714
2014-08-21,10.1852
2014-08-22,-7.563
2014-08-25,-6.3636
2014-08-26,6.7961
2014-08-27,-1.8182
2014-08-28,-6.4815
2014-08-29,0.9901
2014-09-02,7.8431
2014-09-03,-7.2727
2014-09-04,-1.9607999999999999
2014-09-05,0.0
2014-09-08,0.0
2014-09-09,-0.2
2014-09-10,5.2104
2014-09-11,0.0
