ticker,PCBN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-04-20,4.8951
2006-04-27,-1.3333
2006-05-03,3.0405
2006-05-09,1.6393
2006-05-11,9.6774
2006-05-12,-4.1176
2006-05-15,-0.3067
2006-05-17,0.0
2006-05-18,-1.6
2006-05-19,-1.5009000000000001
2006-05-22,-1.5873
2006-05-23,0.9677
2006-05-25,0.639
2006-05-26,0.0
2006-05-30,-1.5873
2006-05-31,0.0
2006-06-02,0.0
2006-06-06,1.6129
2006-06-09,2.2222
2006-06-12,-0.6211
2006-06-15,0.0
2006-06-16,-1.5625
2006-06-21,1.5873
2006-06-26,-1.5625
2006-06-27,1.5873
2006-06-28,0.0
2006-07-21,0.0
2006-07-31,0.0
2006-08-01,0.0
2006-08-07,0.0
2006-08-09,-8.75
2006-08-11,4.4521
2006-08-15,-3.2787
2006-08-16,1.6949
2006-08-17,6.6667
2006-08-23,0.0
2006-08-24,0.0
2006-08-28,0.625
2006-09-06,5.5280000000000005
2006-09-14,-2.884
2006-09-15,0.0
2006-09-18,0.0
2006-09-26,0.6061
2006-09-28,0.0
2006-09-29,-0.6024
2006-10-03,0.0
2006-10-11,0.0
2006-10-17,1.2121
2006-11-02,13.7725
2006-11-16,0.0
2006-11-17,0.0
2006-11-20,0.0
2006-11-21,0.0
2006-12-12,-1.3158
2006-12-19,0.0
2006-12-22,0.0
2006-12-26,-1.3333
2006-12-27,-1.3514
2006-12-29,0.0
2007-01-03,0.0
2007-01-09,2.7397
2007-01-18,0.0
2007-01-19,1.3333
2007-01-22,-1.3158
2007-01-23,-1.3333
2007-01-29,1.3514
2007-02-05,0.0
2007-02-14,-1.3333
2007-02-20,0.0
2007-02-22,0.0
2007-02-23,0.0
2007-02-26,0.0
2007-02-28,0.0
2007-03-08,-0.5405
2007-03-09,-1.3587
2007-03-15,1.9284
2007-03-19,0.0
2007-03-22,0.0
2007-03-23,0.0
2007-03-29,0.0
2007-03-30,0.0
2007-04-02,0.0
2007-04-05,0.0
2007-04-09,0.0
2007-04-10,0.0
2007-04-11,0.0
2007-04-12,0.0
2007-04-16,-1.0811
2007-04-17,-1.6393
2007-04-19,0.0
2007-04-20,2.7778
2007-04-23,0.0
2007-04-24,0.0
2007-04-25,0.0
2007-04-26,0.5405
2007-04-30,-2.5806
2007-05-01,2.649
2007-05-02,0.0
2007-05-07,0.0
2007-05-09,-1.2903
2007-05-10,1.3072
2007-05-11,0.0
2007-05-14,0.0
2007-05-17,0.0
2007-05-18,-0.3226
