ticker,PCBN US Equity
2007-06-07,0.3236
2007-06-08,0.0
2007-06-11,-1.2903
2007-06-26,-1.3072
2007-06-28,-0.596
2007-07-02,-0.0666
2007-07-06,0.0
2007-07-10,0.0
2007-07-16,-0.0667
2007-07-23,-3.2688
2007-07-24,-3.4483
2007-07-25,0.0
2007-08-03,3.5714
2007-08-07,-3.4483
2007-08-09,2.5
2007-08-15,0.6969
2007-08-23,-0.692
2007-08-27,0.0
2007-09-05,-2.5784000000000002
2007-09-10,-14.02
2007-09-14,16.3894
2007-09-18,0.0715
2007-09-19,-3.5714
2007-09-24,-11.1111
2007-09-25,4.1667
2007-09-27,-2.0
2007-10-01,-0.8163
2007-10-16,-0.4115
2007-10-24,-9.0909
2007-10-26,0.0
2007-11-08,-4.5455
2007-11-12,1.9048
2007-11-14,-0.8411
2007-11-15,3.6757999999999997
2007-11-20,0.0
2007-12-12,-8.6364
2007-12-13,-0.4975
2007-12-17,-1.9
2007-12-20,1.9367999999999999
2007-12-21,0.5
2007-12-27,-0.4975
2007-12-31,0.0
2008-01-02,0.0
2008-01-04,-10.0
2008-01-14,0.0
2008-01-15,-0.5556
2008-01-17,-0.5587
2008-01-22,-0.5618
2008-01-30,0.0
2008-02-07,1.1299
2008-02-12,0.0
2008-03-04,0.5587
2008-03-25,-5.4444
2008-03-26,0.0
2008-03-28,5.7579
2008-04-14,-4.8889
2008-04-29,0.4673
2008-05-01,-6.9767
2008-05-21,-5.625
2008-05-22,0.6623
2008-06-03,5.2632
2008-06-04,6.25
2008-06-10,-4.7059
2008-06-11,4.9383
2008-06-19,10.0
2008-06-20,-9.0909
2008-06-27,0.5882
2008-06-30,2.3392
2008-07-08,-2.8571
2008-07-22,-8.8235
2008-07-24,-2.5806
2008-08-07,-7.2848
2008-08-15,28.5714
2008-08-22,5.5556
2008-08-26,39.4737
2008-08-27,-27.5472
2008-09-12,-24.4792
2008-09-22,0.0
2008-09-29,-18.6207
2008-09-30,-25.4237
2008-10-07,2.2727
2008-10-08,11.1111
2008-10-09,90.0
2008-10-15,-34.2105
2008-10-30,0.0
2008-11-05,-25.6
2008-11-06,-3.2258
2008-11-10,0.0
2008-11-20,33.3333
2008-11-24,0.0
2008-12-02,41.6667
2008-12-03,-0.1176
2008-12-05,6.0071
2009-01-20,-44.4444
2009-01-22,0.0
2009-02-02,78.0
2009-02-11,-43.8202
2009-02-13,-20.0
2009-02-17,-47.5
2009-02-23,161.9048
2009-02-26,-63.6364
2009-03-18,0.0
2009-04-07,0.0
2009-04-13,0.0
2009-04-14,50.0
2009-05-08,100.0
2009-05-12,-66.6667
2009-05-13,50.0
2009-05-22,-33.3333
2009-05-29,25.0
2009-06-02,0.0
2009-06-03,40.0
2009-06-11,-14.2857
2009-06-24,0.0
2009-06-26,0.0
2009-07-08,-11.6667
2009-07-20,-5.6604
2009-07-28,0.0
2009-08-07,-20.0
2009-08-11,-10.0
2009-08-12,-2.7778
2009-08-13,14.2857
2009-08-14,0.0
2009-08-18,-32.5
2009-08-19,-62.2222
2009-08-20,145.098
2009-08-21,4.0
2009-08-24,46.1538
2009-08-26,-28.947400000000002
2009-09-03,-77.7778
2009-09-08,170.0
2009-09-11,-12.3457
2009-09-15,42.2535
2009-09-16,-15.8416
2009-09-17,-63.5294
2009-09-18,135.4839
2009-09-22,160.274
2009-09-24,-63.1579
2009-09-25,-2.8571
2009-09-28,-22.0588
2009-09-30,13.2075
2009-10-01,0.0
2009-10-05,1.6667
2009-10-07,65.5738
2009-10-08,0.0
2009-10-09,0.0
2009-10-16,-70.297
2009-10-19,236.6667
2009-10-20,-0.9901
2009-10-29,-70.0
2009-10-30,400.0
2009-11-11,-80.0
2009-12-03,6.6667
2009-12-30,28.125
2010-01-26,0.0
2010-02-04,21.9512
2010-02-22,20.0
2010-02-24,141.6667
2010-03-08,0.0
2010-03-29,-30.3448
2010-03-30,-33.6634
2010-04-23,47.7612
2010-04-29,2.0202
2010-05-07,-68.3168
2010-05-12,209.375
2010-05-13,-67.6768
2010-06-04,3.125
2010-06-16,0.0
2010-07-08,0.0
2010-08-05,233.3333
2010-08-23,-72.7273
2010-08-26,0.0
2010-09-03,0.0
2010-09-09,-66.6667
2010-09-13,0.0
2010-09-17,0.0
2010-09-21,0.0
2010-10-01,-90.0
2010-10-08,0.0
2010-10-19,0.0
2010-10-21,1400.0
2010-10-27,0.0
2010-11-08,0.0
2010-11-23,0.0
2010-11-30,-86.6667
2010-12-16,0.0
2010-12-17,0.0
2010-12-21,400.0
2011-01-03,-70.0
2011-01-06,33.3333
2011-02-28,25.0
2011-03-07,0.0
2011-03-25,20.0
2011-05-25,-16.6667
2011-06-03,-60.0
2011-06-06,0.0
2011-06-23,0.0
2011-07-11,1150.0
2011-08-08,-76.0
2011-08-09,0.0
2011-08-10,33.3333
2011-08-30,-75.0
2011-08-31,0.0
2011-09-07,0.0
2011-09-27,300.0
2011-10-06,25.0
2011-10-18,20.0
2011-10-19,-91.6667
2011-10-21,-50.0
2011-10-24,0.0
2011-11-03,0.0
2011-11-08,0.0
2011-11-21,0.0
2011-11-30,0.0
2011-12-02,0.0
2011-12-06,0.0
2011-12-07,0.0
2011-12-08,-10.0
2011-12-09,815.2778
2011-12-12,-27.1624
2011-12-14,-33.3333
2011-12-16,-75.0
2011-12-21,-56.25
2011-12-22,37.1429
2011-12-23,0.0
2011-12-29,0.0
2011-12-30,0.0
2012-01-09,0.0
2012-02-03,533.3333
2012-02-23,-47.3684
2012-02-24,-78.125
2012-02-28,0.0
2012-03-15,0.0
2012-03-22,-2.8571
2012-03-23,0.0
2012-03-28,0.0
2012-04-09,0.0
2012-04-20,0.0
2012-05-10,0.0
2012-05-22,0.0
2012-05-23,47.0588
2012-06-07,22.0
2012-06-12,31.1475
2012-06-27,0.0
2012-07-02,40.0
2012-07-11,42.8571
2012-07-16,0.0
2012-07-20,0.0
2012-08-09,0.0
2012-09-11,0.0
2012-09-27,0.0
2012-10-02,0.0
2012-10-05,0.0
2012-10-08,0.0
2012-10-09,700.0
2012-10-12,-87.5
2012-10-26,-30.0
2012-11-20,-64.2857
2013-06-19,0.0
2013-07-15,0.0
2013-07-23,0.0
2013-08-14,0.0
2013-08-23,0.0
2013-10-18,0.0
2013-10-28,5.0
2013-12-12,0.0
2013-12-16,0.0
2013-12-20,0.0
2013-12-26,0.0
2013-12-27,0.0
2014-02-04,-4.7619
2014-02-11,5.0
2014-02-19,0.0
2014-03-19,0.0
2014-04-15,0.0
2014-05-09,-4.7619
2014-06-23,0.0
2014-07-18,0.0
2014-08-06,5.0
2014-09-04,0.0
2014-09-12,0.0
2014-12-12,0.0
2014-12-18,2.3810000000000002
2014-12-22,0.0
2015-01-16,6.9767
2015-01-27,4.3478
2015-05-26,0.0
2015-06-15,66.6667
2015-06-16,20.0
2015-06-18,0.0
2015-07-21,16.6667
2015-08-14,7.1429
2015-09-18,2.5
2015-09-21,-11.3821
2015-09-23,-9.1743
2015-10-07,13.1313
2015-11-09,-35.7143
2015-12-09,-33.3333
2015-12-14,0.0
2015-12-22,0.0
2015-12-30,0.0
2016-01-14,0.0
2016-03-18,0.0
2016-04-19,72.9167
2016-04-20,25.3012
2016-09-07,-23.0769
2016-09-21,0.0
2016-10-26,60.0
2016-11-22,-25.0
2017-01-30,0.0
2017-02-09,0.0
2017-03-13,0.0
2017-03-23,0.0
2017-06-08,-16.6667
2017-07-20,0.0
2017-10-18,54.0
2017-10-23,2.987
2018-02-21,-87.3897
2018-04-26,10.0
2018-05-31,0.0
2018-07-16,0.0
2018-08-03,9.0909
2018-11-27,66.6667
2019-09-17,230.0
2019-09-20,0.0
2019-10-01,9.0909
2019-10-28,11.1111
2019-10-30,7.5
2019-11-05,132.5581
2019-11-06,-50.0
2019-11-07,100.0
2019-11-20,-60.0
2019-11-25,0.0
2019-12-18,0.0
2020-01-03,-25.0
2020-04-21,65.0
2020-04-29,-29.2929
2020-05-28,300.0
2020-06-05,-37.1429
2020-06-08,-14.7727
2020-07-01,-43.3333
