ticker,JTBK US Equity
2019-02-21,150.0
2019-02-22,60.0
2019-02-25,62.5
2019-02-26,23.0769
2019-02-27,-12.5
2019-02-28,0.0
2019-03-01,-27.1429
2019-03-04,3.9804
2019-03-05,0.0
2019-03-06,-2.1309
2019-03-07,15.6069
2019-03-11,-11.6667
2019-03-12,13.2075
2019-03-13,0.0
2019-03-14,-11.6667
2019-03-15,13.2075
2019-03-18,-14.9833
2019-03-19,-0.0196
2019-03-20,0.0
2019-03-22,47.0392
2019-03-28,-6.6542
2019-04-01,-7.1429
2019-04-03,7.6923
2019-04-04,2.1429
2019-04-22,-4.8951
2019-04-24,-0.7353
2019-05-08,-11.1111
2019-05-09,0.0
2019-05-13,0.0
2019-05-21,-15.0
2019-06-05,-11.7647
2019-06-07,0.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-17,8.8889
2019-08-21,-8.1633
2019-08-23,0.0
2019-08-28,-11.1111
2019-08-29,0.0
2019-08-30,0.0
2019-09-18,-12.5
2019-10-02,-8.5714
2019-10-21,-5.3125
2019-10-24,-0.9901
2019-10-25,-6.6667
2019-10-28,-3.5714
2019-11-07,-25.9259
2019-11-08,-30.0
2019-11-11,-17.8571
2019-11-12,-7.8261
2019-11-13,-5.6604
2019-11-15,-20.0
2019-11-19,-6.25
2019-11-20,-4.0
2019-11-21,11.1111
2019-11-22,-12.5
2019-11-25,7.1429
2019-11-26,-19.8667
2019-11-27,-16.8053
2019-12-02,10.0
2019-12-05,27.2727
2019-12-06,-14.2857
2019-12-09,-15.5
2019-12-10,-21.1045
2019-12-11,-12.5
2019-12-12,28.5714
2019-12-16,16.6667
2019-12-17,-4.7619
2019-12-18,-10.0
2019-12-19,0.0
2019-12-20,0.0
2019-12-23,-11.1111
2019-12-27,-3.5
2020-01-02,29.2487
2020-01-07,0.2205
2020-01-10,-40.0
2020-01-14,0.0
2020-01-15,-33.0
2020-01-16,9.4527
2020-01-17,-20.4545
2020-01-23,14.2857
2020-01-29,-12.5
2020-01-30,8.5714
2020-01-31,147.0
2020-02-03,-26.0601
2020-02-05,36.0231
2020-02-07,-57.6271
2020-02-10,-5.0
2020-02-11,-21.0526
2020-02-12,13.3333
2020-02-13,-5.8824
2020-02-18,11.25
2020-02-21,123.5955
2020-02-24,-57.2864
2020-02-26,-5.8824
2020-02-27,0.0
2020-02-28,25.0
2020-03-04,-20.0
2020-03-09,-20.3125
2020-03-10,17.647100000000002
2020-03-16,-13.3333
2020-03-17,0.0
2020-03-19,0.0
2020-03-30,15.3846
2020-04-01,32.6667
2020-04-02,50.2513
2020-04-03,-17.4314
2020-04-09,-36.4064
2020-04-16,46.4968
2020-04-20,8.6957
2020-04-21,-40.0
2020-04-24,50.0
2020-04-27,-6.6667
2020-04-29,19.0476
2020-04-30,-28.0
2020-05-01,33.3333
2020-05-07,-16.25
2020-05-08,16.915399999999998
2020-05-11,-8.5106
2020-05-12,11.6279
2020-05-13,-25.0
2020-05-14,50.0
2020-05-15,-4.0
2020-05-18,-30.5556
2020-05-19,0.0
2020-05-20,16.6667
2020-05-21,4.7619
2020-05-22,-4.5455
2020-05-27,-9.5238
2020-05-28,-10.526299999999999
2020-05-29,0.0
2020-06-03,-11.7647
2020-06-04,0.0
2020-06-05,-33.3333
2020-06-08,48.0
2020-06-09,170.2703
2020-06-10,-23.75
2020-06-11,-3.6066000000000003
2020-06-12,-15.6463
2020-06-15,-1.6129
2020-06-16,-1.8443
2020-06-17,4.3841
2020-06-18,-0.8
2020-06-19,-1.2097
2020-06-22,-10.2041
2020-06-23,-9.0909
2020-06-24,0.0
2020-06-25,4.0
2020-06-26,-8.1731
2020-06-30,7.8534
2020-07-01,0.0
2020-07-02,-12.6214
2020-07-06,-2.2222
2020-07-07,-25.5682
2020-07-10,14.1221
2020-07-13,13.0435
2020-07-14,-11.538499999999999
2020-07-15,13.0435
2020-07-16,-11.538499999999999
2020-07-17,13.0435
2020-07-20,0.0
2020-07-21,20.1183
2020-07-22,-10.0985
2020-07-23,15.0685
2020-07-24,-24.7619
2020-07-27,20.2532
2020-07-28,0.0
2020-07-30,0.0
2020-07-31,0.0
