ticker,NMNX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-07-21,36.3636
2010-07-27,20.0
2010-08-23,0.0
2010-08-25,-2.7778
2010-09-01,14.2857
2010-09-08,25.0
2010-09-09,24.0
2010-09-15,-19.3548
2010-09-16,14.0
2010-09-22,8.4211
2010-09-24,0.3236
2010-10-13,1.6129
2010-11-08,11.1111
2010-11-17,-10.0
2010-11-18,0.0
2010-11-26,7.9365
2010-11-29,0.0
2010-11-30,32.3529
2010-12-01,0.0
2011-01-13,0.0
2011-01-24,0.0
2011-02-14,-30.0
2011-02-22,0.0
2011-03-11,-17.4603
2011-03-14,0.0
2011-03-17,0.0
2011-03-21,0.0
2011-03-23,0.0
2011-04-13,-17.3077
2011-04-18,0.0
2011-04-19,-18.6047
2011-04-25,-11.4286
2011-05-03,-9.6774
2011-05-12,-7.1429
2011-05-24,-11.538499999999999
2011-05-25,4.3478
2011-05-26,-8.3333
2011-06-01,0.0
2011-06-07,-1.8182
2011-06-08,-7.4074
2011-06-13,50.0
2011-06-15,0.0
2011-06-16,33.3333
2011-06-17,0.0
2011-06-20,0.0
2011-06-22,50.0
2011-06-23,33.3333
2011-06-24,12.25
2011-06-28,-55.4566
2011-06-29,12.5
2011-07-06,-14.2222
2011-07-07,3.6269
2011-07-08,-48.0
2011-07-14,44.2308
2011-07-29,-83.3333
2011-08-03,220.0
2011-08-04,0.0
2011-08-24,0.0
2011-09-08,-75.0
2011-09-09,200.0
2011-09-12,33.3333
2011-09-13,0.0
2011-09-15,-3.75
2011-09-16,-2.5974
2011-09-19,0.0
2011-09-28,-86.0
2011-10-05,661.9048
2011-11-01,26.25
2011-11-10,-90.099
2011-11-14,910.0
2011-11-29,-90.099
2011-12-01,410.0
2012-02-01,-64.7059
2012-02-13,38.8889
2012-03-12,0.0
2012-03-16,-70.0
2012-04-04,233.3333
2012-04-16,0.0
2012-04-18,104.0
2012-04-25,0.0
2012-05-14,-85.2941
2012-06-28,1246.6667
2012-07-03,0.0
2012-07-12,-92.5743
2012-07-30,6.6667
2012-08-24,212.5
2012-08-30,0.0
2012-09-11,-68.0
2012-09-21,150.0
2012-09-28,0.0
2012-10-04,0.0
2012-10-18,0.0
2013-01-29,25.0
2013-01-31,-60.0
2013-02-27,-10.0
2013-03-12,-55.5556
2013-04-24,150.0
2013-04-26,0.0
2013-04-29,0.0
2013-05-02,-12.0
2013-05-21,13.6364
2013-06-06,0.0
2013-06-07,-70.0
2013-06-20,233.3333
2013-07-12,-70.0
2013-07-19,0.0
2013-07-31,233.3333
2013-08-02,0.0
2013-08-16,-70.0
2014-01-17,40.0
2014-01-27,-25.744
2014-02-25,220.6413
2014-03-03,0.0
2014-03-31,0.0
2014-04-01,0.0
2014-04-04,-60.0
2014-04-07,150.0
2014-04-08,0.0
2014-08-14,-70.0
2014-10-08,-16.6667
2015-03-26,300.0
2015-04-14,0.0
2015-05-26,150.0
2015-06-01,-60.0
2015-06-05,-30.0
2015-06-09,-10.7143
2015-06-11,-12.0
2015-06-15,9.0909
2015-08-31,15.8333
2015-09-08,-10.7914
2015-09-22,12.9032
2015-09-24,-14.2857
