ticker,TUXS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.5435
2000-01-04,2.7027
2000-01-05,-1.0526
2000-01-06,0.0
2000-01-10,1.0638
2000-01-13,-2.1053
2000-01-14,0.0
2000-01-19,1.0753
2000-01-20,1.0638
2000-01-26,1.0526
2000-01-27,0.0
2000-01-28,-1.0417
2000-02-01,-2.6316
2000-02-02,-0.5405
2000-02-03,0.5435
2000-02-04,1.0811
2000-02-08,-0.5348
2000-02-10,1.0753
2000-02-11,-2.1277
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,-0.5435
2000-02-18,-0.5464
2000-02-22,0.5495
2000-02-23,0.5464
2000-02-24,1.087
2000-02-28,0.0
2000-02-29,1.0753
2000-03-01,0.0
2000-03-03,0.0
2000-03-06,-3.1915
2000-03-08,0.0
2000-03-09,0.5495
2000-03-13,0.0
2000-03-14,2.1858
2000-03-16,0.7752
2000-03-17,1.0989
2000-03-21,-1.087
2000-03-23,-1.0989
2000-03-24,0.5556
2000-03-28,1.105
2000-03-29,0.5464
2000-03-30,-1.087
2000-03-31,1.0989
2000-04-03,0.0
2000-04-04,-1.087
2000-04-05,0.0
2000-04-10,-1.0989
2000-04-11,1.1111
2000-04-12,-2.1978
2000-04-17,1.1236
2000-04-26,0.5556
2000-04-27,-1.105
2000-04-28,0.0
2000-05-02,-1.6760000000000002
2000-05-09,0.0
2000-05-10,0.0
2000-05-12,0.0
2000-05-16,0.0
2000-05-18,0.0
2000-05-19,1.1364
2000-05-23,1.1236
2000-05-26,0.0
2000-05-30,1.1111
2000-06-01,2.1978
2000-06-02,-1.0753
2000-06-05,0.0
2000-06-06,0.0
2000-06-09,1.087
2000-06-12,-1.0753
2000-06-13,0.5435
2000-06-14,-5.0811
2000-06-15,2.3529
2000-06-16,1.1494
2000-06-20,0.0
2000-06-22,1.1364
2000-06-23,-1.1236
2000-06-26,1.1364
2000-06-27,1.1236
2000-06-28,0.0
2000-06-29,0.0
2000-06-30,0.0
2000-07-05,-0.5556
2000-07-06,0.5587
2000-07-07,0.0
2000-07-10,0.0
2000-07-11,0.0
2000-07-12,0.5556
2000-07-14,0.0
2000-07-17,-0.5525
2000-07-18,0.5556
2000-07-19,1.105
2000-07-20,-0.5464
2000-07-21,1.0989
2000-07-24,-0.5435
2000-07-25,-0.5464
2000-07-27,0.0
2000-07-28,0.0
2000-07-31,0.0
2000-08-01,0.0
2000-08-02,-1.0989
2000-08-03,1.1111
2000-08-04,-1.0989
