ticker,CNNB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-10-16,-0.5
2015-10-19,-4.5226
2015-10-20,2.6316
2015-10-21,-2.5641
2015-10-22,0.0
2015-10-23,0.0
2015-10-26,0.0
2015-10-28,-0.5263
2015-10-29,0.5291
2015-11-02,1.0526
2015-11-04,-0.5208
2015-11-06,-0.5236
2015-11-11,0.0
2015-11-13,-0.2105
2015-11-16,0.211
2015-11-17,-0.2105
2015-11-18,0.0
2015-11-19,0.211
2015-11-20,-0.5263
2015-11-25,-0.5291
2015-11-30,1.0638
2015-12-01,-0.2105
2015-12-02,0.0
2015-12-03,0.0
2015-12-04,0.211
2015-12-07,-2.1053
2015-12-09,0.0
2015-12-11,0.5376
2015-12-15,0.0
2015-12-16,0.0
2015-12-17,-0.9626
2015-12-21,-0.108
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,-0.3243
2015-12-28,-0.7592
2015-12-29,-1.0929
2015-12-30,0.5525
2015-12-31,-1.5385
2016-01-06,3.2366
2016-01-13,-2.5946
2016-02-03,0.111
2016-02-08,0.0
2016-02-11,-0.2217
2016-02-12,-2.7778
2016-02-18,1.7143000000000002
2016-02-19,-0.5618
2016-02-25,1.6949
2016-03-01,0.0
2016-03-08,-2.7778
2016-03-17,2.8571
2016-03-21,0.0
2016-04-01,-0.5556
2016-04-05,0.0
2016-04-20,-0.5587
2016-04-25,0.0
2016-04-26,0.2247
2016-04-29,-0.5605
2016-05-12,1.4656
2016-05-17,2.7778
2016-05-25,-3.2432
2016-06-06,-0.4455
2016-06-20,1.6821000000000002
2016-06-24,-1.2141
2016-06-27,0.5587
2016-06-28,-0.4278
2016-06-29,-0.1297
2016-07-11,0.0014
2016-07-14,0.0
2016-07-22,0.5587
2016-08-02,0.0
2016-08-05,-1.1097
2016-08-15,-1.6867999999999999
2016-08-18,1.7143000000000002
2016-08-29,0.0
2016-09-07,0.0
2016-09-14,1.1236
2016-09-15,2.2222
2016-09-22,1.0856
2016-09-23,1.0753
2016-09-30,1.5545
2016-10-03,-4.6721
2016-10-11,0.0
2016-11-09,2.3077
2016-11-14,2.0408
2016-11-17,0.0
2016-11-22,2.6316
2016-11-23,2.0513
2016-11-25,-4.4221
2016-12-08,0.9464
2016-12-15,0.0
2016-12-16,0.0
2016-12-19,2.0833
2016-12-20,-0.5102
2016-12-22,0.0
2016-12-27,-2.5641
2016-12-30,0.0
2017-01-09,0.0
2017-01-12,0.0
2017-01-18,2.6316
2017-01-19,0.0
