ticker,CNNB US Equity
2017-01-20,0.0
2017-01-23,0.0
2017-01-24,-0.5128
2017-01-25,0.0
2017-02-03,0.5155
2017-02-06,-0.3077
2017-02-09,-0.2058
2017-02-14,0.5155
2017-02-27,-0.5128
2017-03-01,0.5155
2017-03-02,0.0
2017-03-03,0.0
2017-03-08,0.0
2017-03-10,0.5128
2017-03-13,0.0
2017-03-20,-0.5102
2017-03-21,0.5128
2017-03-22,-1.5306
2017-03-23,0.0
2017-03-29,-1.5544
2017-04-03,3.6842
2017-04-04,-1.0152
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-24,1.0256
2017-04-25,0.0
2017-04-27,3.0457
2017-05-12,-0.9852
2017-05-15,-2.9851
2017-05-17,2.5641
2017-05-18,0.0
2017-05-19,-2.0
2017-05-26,2.0408
2017-05-30,0.0
2017-06-01,-0.9
2017-06-02,0.0
2017-06-05,-1.11
2017-06-06,-0.5102
2017-06-08,-1.5385
2017-06-09,-1.0417
2017-06-12,0.5263
2017-06-13,0.0
2017-06-19,0.0
2017-06-23,4.6073
2017-06-27,0.0
2017-06-29,-5.9059
2017-06-30,3.7234
2017-07-07,-2.0513
2017-07-10,-0.5236
2017-07-11,-0.4211
2017-07-17,3.0655
2017-07-20,-0.5128
2017-07-27,-2.0619
2017-08-02,0.0
2017-08-07,0.0
2017-08-08,0.0
2017-08-10,1.5789
2017-08-15,3.6269
2017-08-16,0.0
2017-08-17,1.5
2017-08-21,3.3498
2017-08-29,-1.3346
2017-09-05,-5.7971
2017-09-06,6.6667
2017-10-18,0.0
2017-11-08,-2.8846
2017-11-09,-0.495
2017-11-15,-0.995
2017-11-16,-1.005
2017-11-22,0.0
2017-11-27,2.9442
2017-11-29,-1.3807
2017-12-15,-1.5
2017-12-19,-0.5076
2017-12-21,-0.5102
2017-12-26,0.0
2017-12-29,6.9744
2018-01-02,1.6299000000000001
2018-01-03,-0.3774
2018-01-04,0.0
2018-01-05,-0.5682
2018-01-09,0.5714
2018-01-10,1.3258
2018-01-11,2.3364
2018-01-12,-3.1963
2018-01-16,0.4717
2018-01-17,0.4695
2018-01-18,-0.4673
2018-01-19,0.939
2018-01-22,0.4651
2018-01-23,0.463
2018-01-24,0.4608
2018-01-25,0.0
2018-01-26,0.0
2018-01-29,0.0
2018-01-30,0.4587
2018-01-31,0.4566
2018-02-01,-0.9091
2018-02-05,0.0
2018-02-07,-0.8257
2018-02-08,-0.0925
2018-02-09,-0.463
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,0.0
2018-02-21,0.0
2018-03-08,-0.9302
2018-03-09,-1.4085
2018-03-26,-1.4285999999999999
2018-03-27,0.4831
2018-03-28,5.2885
2018-03-29,0.0
2018-04-03,-8.0365
2018-04-04,4.2701
2018-04-06,-0.4762
2018-04-09,-1.9139
2018-04-10,0.0976
2018-04-11,0.0
2018-04-13,-0.9747
2018-04-16,-0.3937
2018-04-18,-0.4941
2018-04-19,6.7527
2018-04-20,10.2326
2018-04-23,0.0
2018-04-24,2.8692
2018-04-26,0.4102
2018-04-27,0.0
2018-04-30,0.0
2018-05-02,0.0
2018-05-08,-2.7778
2018-05-15,2.8571
2018-05-18,-1.9607999999999999
2018-05-25,0.0
2018-05-31,0.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-11,2.0
2018-06-12,-1.9607999999999999
2018-06-20,0.4167
2018-06-27,4.1494
2018-06-29,2.3904
2018-07-02,0.3891
2018-07-06,0.6202
2018-07-09,0.1541
2018-07-10,1.7692
2018-07-18,-1.7385000000000002
2018-08-13,0.0
2018-08-27,0.0
2018-09-05,1.5385
2018-09-11,9.0909
2018-09-13,-1.7361
2018-09-19,-8.1272
2018-09-21,10.7692
2018-09-26,-2.8472
2018-10-24,-6.7191
2018-10-30,-0.7663
2018-11-02,0.0
2018-11-05,-6.5637
2018-11-06,6.1157
2018-11-13,0.0
2018-11-19,0.0
2018-12-03,-1.4798
2018-12-06,0.0
2018-12-07,0.7905
2018-12-13,-1.9607999999999999
2018-12-14,-0.4
2018-12-20,-3.6145
2018-12-26,-0.3333
2018-12-27,0.3344
2019-01-02,-1.5
2019-01-03,-0.1692
2019-01-04,1.6949
2019-01-16,5.4167
2019-01-23,1.581
2019-01-25,0.0
2019-02-04,0.3891
2019-02-25,0.0
2019-02-26,-3.1008
2019-03-07,6.0
2019-03-18,0.0
2019-03-26,0.0
2019-03-27,0.0
2019-04-01,1.8868
2019-04-23,0.0
2019-04-24,0.0
2019-04-29,0.0
2019-05-02,1.4815
2019-05-13,0.365
2019-05-14,-0.3636
2019-06-25,2.1898
2019-07-11,5.3571
2019-07-23,6.7797
2019-07-24,1.2698
2019-07-25,0.3135
2019-07-29,0.3125
2019-07-30,0.3115
2019-08-01,-0.6211
2019-08-05,0.3125
2019-08-06,-0.3115
2019-08-09,0.0
2019-08-13,1.5625
2019-08-14,-0.9231
2019-08-19,-0.6211
2019-08-20,-0.625
2019-08-22,-2.5157
2019-08-27,0.0
2019-09-04,-6.4516
2019-09-11,6.8966
2019-09-12,0.9677
2019-09-17,0.0
2019-09-24,-5.9425
2019-09-30,7.6766
2019-10-07,-2.2082
2019-10-09,2.2580999999999998
2019-10-10,0.0
2019-10-17,-0.3155
2019-10-24,-0.6329
2019-10-29,0.9554
2019-11-04,0.2524
2019-11-05,0.0629
2019-11-12,-1.8868
2019-11-20,-1.9231
2019-11-21,-0.6536
2019-11-25,2.3026
2019-11-29,4.5016
2019-12-04,-1.5385
2019-12-05,-1.125
2019-12-06,0.0632
2019-12-09,2.6532
2019-12-10,1.2308
2019-12-13,-0.9119
2019-12-16,-0.7362
2019-12-17,1.9159000000000002
2019-12-18,0.0606
2019-12-19,0.0
2019-12-20,-1.0606
2019-12-23,2.6034
2019-12-24,0.0
2019-12-26,-1.194
2019-12-27,1.2085
2020-01-03,-1.4925
2020-01-07,1.2121
2020-01-08,0.2994
2020-01-09,-0.2985
2020-01-13,0.2994
2020-01-14,0.8955
2020-01-15,3.8462
2020-01-16,-0.2849
2020-01-17,0.0
2020-01-21,0.5714
2020-01-22,1.1364
2020-01-23,-0.5529
2020-01-24,-0.9791
2020-01-27,-0.0009
2020-01-28,-0.1856
2020-01-29,0.1869
2020-01-30,0.1866
2020-01-31,-0.4655
2020-02-03,-0.3742
2020-02-04,0.1878
2020-02-05,0.1874
2020-02-07,0.0935
2020-02-10,-0.3738
2020-02-11,0.1876
2020-02-12,0.1873
2020-02-13,0.0
2020-02-14,-0.1869
2020-02-18,0.1873
2020-02-19,0.0
2020-02-20,0.3738
2020-02-24,-0.3724
2020-02-25,-0.0935
2020-02-26,-1.1225
2020-02-27,-0.8515
2020-02-28,-0.6679
2020-03-02,-0.6724
2020-03-03,-0.1934
2020-03-04,0.0
2020-03-05,-0.6783
2020-03-06,-3.4146
2020-03-09,-8.5859
2020-03-10,9.0608
2020-03-11,-4.7619
2020-03-12,-4.9254999999999995
2020-03-13,-4.9021
2020-03-16,-5.2819
2020-03-17,1.246
2020-03-18,-17.181
2020-03-19,3.7037
2020-03-20,4.2857
2020-03-23,-12.3329
2020-03-24,8.4426
2020-03-25,1.2968
2020-03-26,20.5548
2020-03-27,-0.295
2020-03-30,-3.3763
2020-03-31,-0.1764
2020-04-01,-0.3718
2020-04-02,4.6798
2020-04-03,-3.7647
2020-04-06,-8.0685
2020-04-07,1.1556
2020-04-08,0.0408
2020-04-09,4.862
2020-04-13,-1.6291
2020-04-14,1.9108
2020-04-15,-3.6313
2020-04-16,-1.7446000000000002
2020-04-17,-2.3102
2020-04-20,1.3514
2020-04-21,0.0
2020-04-22,0.72
2020-04-23,-0.0516
2020-04-24,3.3099
2020-04-27,0.7667
2020-04-28,4.1197
2020-04-29,3.782
2020-04-30,-2.7446
2020-05-01,-2.9055999999999997
2020-05-04,0.8105
2020-05-05,0.1855
2020-05-08,12.3457
2020-05-11,1.0648
2020-05-12,1.6646999999999998
2020-05-14,-6.3102
2020-05-15,-0.6621
2020-05-18,1.7008
2020-05-19,-2.3401
2020-05-20,1.3202
2020-05-21,5.0588
2020-05-22,-2.7119999999999997
2020-05-26,-0.4894
2020-05-27,2.2264
2020-05-28,1.0434
2020-05-29,3.1522
2020-06-01,-3.0558
2020-06-02,1.9565000000000001
2020-06-03,0.6397
2020-06-04,3.2839
2020-06-05,2.4615
2020-06-08,-0.4004
2020-06-09,-1.005
2020-06-11,-4.9746
2020-06-12,2.1368
2020-06-15,3.5564999999999998
2020-06-16,0.0
2020-06-17,-3.6364
2020-06-18,1.4675
2020-06-19,-5.4752
2020-06-22,-0.765
2020-06-23,-0.5507
2020-06-24,2.99
2020-06-25,-3.0108
2020-06-26,-0.2217
2020-06-29,-0.5556
2020-06-30,0.3352
2020-07-01,0.0278
2020-07-02,2.3089
2020-07-06,-2.1752
2020-07-07,-1.0011
2020-07-08,-0.3371
2020-07-09,0.0
2020-07-13,3.6077
2020-07-14,-0.9793
2020-07-15,-1.0989
2020-07-16,-1.3333
2020-07-17,3.5721
2020-07-20,-2.1441
2020-07-21,-1.1111
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,1.1236
2020-07-27,-0.65
2020-07-31,-1.6943000000000001
