ticker,WWD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.0909
2000-01-04,0.4739
2000-01-05,-2.8302
2000-01-06,-1.2136
2000-01-07,0.2457
2000-01-10,-6.1275
2000-01-11,2.6109999999999998
2000-01-12,1.2723
2000-01-13,2.0101
2000-01-14,1.9704000000000002
2000-01-18,-5.0725
2000-01-19,-2.2901
2000-01-20,-0.5208
2000-01-21,-1.6360999999999999
2000-01-24,-1.5303
2000-01-25,-0.5405
2000-01-26,2.1739
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,-1.8617
2000-02-01,-1.355
2000-02-02,1.0989
2000-02-03,1.9022000000000001
2000-02-04,-1.3333
2000-02-07,1.0811
2000-02-08,0.0
2000-02-09,-1.0695000000000001
2000-02-10,1.5459
2000-02-11,-0.5376
2000-02-14,-1.8919000000000001
2000-02-15,1.3774
2000-02-16,-1.3587
2000-02-17,-1.3774
2000-02-18,0.5587
2000-02-22,1.9444
2000-02-23,-1.3624
2000-02-24,1.3812
2000-02-25,-2.4523
2000-02-28,0.0698
2000-02-29,2.7216
2000-03-01,2.1739
2000-03-02,-0.266
2000-03-03,2.4
2000-03-06,-0.5208
2000-03-07,-1.8325
2000-03-08,0.2667
2000-03-09,0.5319
2000-03-10,1.0582
2000-03-13,-2.0942
2000-03-14,-3.2086
2000-03-15,1.6575
2000-03-16,-0.6793
2000-03-17,-0.1368
2000-03-20,-0.8219
2000-03-21,0.8287
2000-03-22,0.5479
2000-03-23,-1.0899
2000-03-24,1.3774
2000-03-27,0.0
2000-03-28,-1.087
2000-03-29,-0.8242
2000-03-30,0.554
2000-03-31,1.3774
2000-04-03,-2.1739
2000-04-04,-0.8333
2000-04-05,1.9607999999999999
2000-04-06,1.3736
2000-04-07,0.813
2000-04-10,-2.6882
2000-04-11,1.6575
2000-04-12,3.2609
2000-04-13,0.5263
2000-04-14,-3.6649000000000003
2000-04-17,0.0
2000-04-18,0.5435
2000-04-19,-0.8108
2000-04-20,-2.9973
2000-04-24,0.5618
2000-04-25,-0.838
2000-04-26,-0.8451
2000-04-27,0.4261
2000-04-28,-0.1414
2000-05-01,5.0992
2000-05-02,-1.8868
2000-05-03,4.1209
2000-05-04,0.2639
2000-05-05,-2.3684
2000-05-08,0.0
2000-05-09,2.4259
2000-05-10,-1.5789
2000-05-11,2.3316
2000-05-12,0.0
2000-05-15,1.0554
2000-05-16,1.8277
2000-05-17,-0.2564
2000-05-18,0.2571
2000-05-19,-0.5128
2000-05-22,0.2577
