ticker,SHBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,-14.2857
2000-01-11,5.5556
2000-01-18,0.0
2000-01-19,5.2632
2000-01-28,0.0
2000-02-03,-10.0
2000-02-22,5.5556
2000-03-07,0.0
2000-03-22,-5.2632
2000-04-13,0.0
2000-04-17,-33.3333
2000-04-20,39.5833
2000-04-24,-10.4478
2000-04-25,6.6667
2000-04-27,3.125
2000-04-28,3.0303
2000-05-01,-1.4706000000000001
2000-05-02,0.0
2000-05-03,0.7463
2000-05-04,-0.6519
2000-05-15,3.7594
2000-06-02,-1.4493
2000-06-05,0.0
2000-06-09,-11.7647
2000-06-16,11.6667
2000-06-20,-10.4478
2000-06-22,0.0
2000-06-27,-3.3333
2000-07-18,0.8621
2000-07-26,7.6923
2000-07-27,11.1111
2000-07-28,25.7143
2000-07-31,0.0
2000-08-01,-9.0909
2000-08-04,-4.25
2000-08-09,-1.3158
2000-08-15,6.6667
2000-08-24,-6.25
2000-08-29,12.0
2000-08-31,-1.1905000000000001
2000-09-01,-8.4337
2000-09-05,5.2632
2000-09-08,-10.0
2000-09-11,12.5
2000-09-18,-8.0247
2000-09-22,-3.3557
2000-10-02,-5.5556
2000-10-05,7.3529
2000-10-12,-1.3699
2000-10-16,-11.1111
2000-10-17,0.0
2000-10-25,-6.25
2000-10-26,6.6667
2000-10-30,8.5938
2000-11-06,-19.4245
2000-11-08,25.0
2000-11-15,-5.0
2000-11-17,-11.2782
2000-11-20,-1.6949
2000-11-21,-24.1379
2000-11-28,0.0
2000-12-01,0.0
2000-12-05,54.5455
2000-12-06,-35.2941
2000-12-13,50.0
2000-12-15,3.0303
2000-12-21,-7.3529
2000-12-26,4.7619
2000-12-27,0.0
2000-12-28,-3.0303
2000-12-29,-10.9375
2001-01-03,22.807
2001-01-05,-5.7143
2001-01-08,-6.0606
2001-01-10,-9.6774
2001-01-16,19.6429
2001-01-17,0.0
2001-01-18,-16.4179
2001-01-19,19.6429
2001-01-23,-8.9552
2001-01-26,-8.1967
2001-01-29,7.1429
2001-02-08,-8.3333
2001-02-09,20.0
2001-02-12,-15.1515
2001-02-14,19.1336
2001-02-15,-15.1515
2001-02-16,3.5714
2001-02-22,-6.8966
2001-03-01,4.8148
2001-03-02,-1.0601
2001-03-05,17.8571
2001-03-06,-12.1212
2001-03-07,7.7586
2001-03-08,0.0
2001-03-13,-1.6
2001-03-20,-8.9431
2001-03-21,0.0
2001-03-22,10.7143
2001-03-26,-2.4194
2001-03-28,0.0
