ticker,VERI US Equity
2017-10-03,-6.0954
2017-10-04,-9.7044
2017-10-05,-5.8363
2017-10-06,-6.7019
2017-10-09,10.667
2017-10-10,2.123
2017-10-11,-2.0311
2017-10-12,-5.6098
2017-10-13,-6.3566
2017-10-16,-12.9967
2017-10-17,-6.3749
2017-10-18,27.5407
2017-10-19,-8.6853
2017-10-20,3.7522
2017-10-23,11.1298
2017-10-24,3.5318
2017-10-25,-9.5517
2017-10-26,0.6466
2017-10-27,2.5964
2017-10-30,-0.887
2017-10-31,-6.5544
2017-11-01,-1.4929999999999999
2017-11-02,-0.3717
2017-11-03,-0.9472
2017-11-06,6.2591
2017-11-07,-21.189
2017-11-08,0.346
2017-11-09,-11.7241
2017-11-10,-13.7891
2017-11-13,-4.667
2017-11-14,37.7376
2017-11-15,-7.0738
2017-11-16,-0.4085
2017-11-17,-8.9485
2017-11-20,-4.7501999999999995
2017-11-21,-8.3835
2017-11-22,7.4613
2017-11-24,-1.3974
2017-11-27,-1.3729
2017-11-28,23.5294
2017-11-29,-12.4318
2017-11-30,-0.5396
2017-12-01,-5.1336
2017-12-04,1.3638
2017-12-05,-6.467
2017-12-06,-0.6032
2017-12-07,0.8403
2017-12-08,-0.9259
2017-12-11,6.0748
2017-12-12,2.7313
2017-12-13,-1.5866
2017-12-14,0.2614
2017-12-15,-1.1299
2017-12-18,1.978
2017-12-19,4.9569
2017-12-20,-1.9302000000000001
2017-12-21,1.6332
2017-12-22,-1.4009
2017-12-26,3.1341
2017-12-27,-1.2966
2017-12-28,-2.8736
2017-12-29,-1.9442
2018-01-02,0.0862
2018-01-03,2.1964
2018-01-04,-0.295
2018-01-05,-1.0566
2018-01-08,2.5629999999999997
2018-01-09,-3.082
2018-01-10,0.4727
2018-01-11,-0.8554
2018-01-12,0.6471
2018-01-16,-1.8860000000000001
2018-01-17,1.0922
2018-01-18,1.3829
2018-01-19,2.3444
2018-01-22,0.4581
2018-01-23,-3.5655
2018-01-24,-1.5476999999999999
2018-01-25,0.4803
2018-01-26,0.9996
2018-01-29,-1.2048
2018-01-30,0.8275
2018-01-31,-23.3261
2018-02-01,1.9718
2018-02-02,-10.5525
2018-02-05,-2.903
2018-02-06,0.5089
2018-02-07,-5.0
2018-02-08,-5.1299
2018-02-09,3.3708
2018-02-12,0.7473
2018-02-13,0.6069
2018-02-14,7.7748
2018-02-15,0.4353
2018-02-16,-8.8545
2018-02-20,-2.3777
2018-02-21,-0.3479
2018-02-22,2.3743
2018-02-23,4.9113
2018-02-26,17.6203
2018-02-27,-21.1166
2018-02-28,-2.2425
2018-03-01,-8.8172
2018-03-02,4.717
2018-03-05,4.5045
2018-03-06,-3.592
2018-03-07,9.4635
2018-03-08,-4.4248
2018-03-09,0.1425
2018-03-12,7.3969
2018-03-13,-4.9007
2018-03-14,2.0891
2018-03-15,3.2742
2018-03-16,6.3408
2018-03-19,-2.4845
2018-03-20,-0.6369
2018-03-21,7.1795
2018-03-22,-7.177
2018-03-23,-0.451
2018-03-26,-3.1715
2018-03-27,-7.6203
2018-03-28,-0.7236
2018-03-29,1.4577
2018-04-02,1.0057
2018-04-03,-1.9203000000000001
2018-04-04,-4.5685
2018-04-05,16.4134
2018-04-06,3.0026
2018-04-09,2.4081
2018-04-10,4.9505
2018-04-11,3.2429
2018-04-12,-1.6562000000000001
2018-04-13,-0.1161
2018-04-16,0.1744
2018-04-17,-0.4643
2018-04-18,-1.1662
2018-04-19,0.944
2018-04-20,-0.3507
2018-04-23,3.2258
2018-04-24,-2.4432
2018-04-25,-1.7471999999999999
2018-04-26,10.1956
2018-04-27,5.2717
2018-04-30,5.8252
2018-05-01,-6.6152
2018-05-02,3.6711
2018-05-03,1.6459000000000001
2018-05-04,4.2689
2018-05-07,-3.2
2018-05-08,-1.896
2018-05-09,11.3974
2018-05-10,-3.3808
2018-05-11,2.1179
2018-05-14,-3.2011
2018-05-15,-0.9781
2018-05-16,2.4459
2018-05-17,2.2498
2018-05-18,-0.5837
2018-05-21,-1.0388
2018-05-22,-2.1451000000000002
2018-05-23,-5.1306
2018-05-24,-0.6883
2018-05-25,2.3266999999999998
2018-05-29,0.5806
2018-05-30,-3.6075
2018-05-31,1.7964
2018-06-01,2.8922
2018-06-04,-2.4774
2018-06-05,1.7098
2018-06-06,1.7290999999999999
2018-06-07,-1.2276
2018-06-08,2.2945
2018-06-11,1.028
2018-06-12,11.7484
2018-06-13,-3.9735
2018-06-14,0.7328
2018-06-15,-1.3265
2018-06-18,1.4744
2018-06-19,-5.3419
2018-06-20,-2.4831
2018-06-21,-16.713
2018-06-22,0.2779
2018-06-25,0.7761
2018-06-26,-2.4752
2018-06-27,-2.7637
2018-06-28,-4.9884
2018-06-29,2.6862
2018-07-02,6.8370999999999995
2018-07-03,0.1113
2018-07-05,-1.0006
2018-07-06,-3.7058
2018-07-09,0.1166
2018-07-10,-0.7571
2018-07-11,1.6432
2018-07-12,0.1732
2018-07-13,-1.4409
2018-07-16,-3.5673
2018-07-17,-1.1522000000000001
2018-07-18,2.0245
2018-07-19,2.285
2018-07-20,-1.7637
2018-07-23,-0.4189
2018-07-24,-3.5457
2018-07-25,4.2991
2018-07-26,-0.9558
2018-07-27,-6.0917
2018-07-30,-10.6615
2018-07-31,7.3329
2018-08-01,-0.7368
2018-08-02,-2.2267
2018-08-03,-3.7957
2018-08-06,0.9326
2018-08-07,3.5537
2018-08-08,-1.0981
2018-08-09,2.3595
2018-08-10,-0.4746
2018-08-13,7.6294
2018-08-14,-22.1519
2018-08-15,-12.2764
2018-08-16,4.8193
2018-08-17,0.6189
2018-08-20,-1.4060000000000001
2018-08-21,0.5348
2018-08-22,-2.3936
2018-08-23,-2.634
2018-08-24,-2.1455
2018-08-27,-2.0019
2018-08-28,2.2374
2018-08-29,-1.9029
2018-08-30,0.097
2018-08-31,1.1628
2018-09-04,-0.8621
2018-09-05,-0.2899
2018-09-06,1.4535
2018-09-07,-1.4327
2018-09-10,0.4845
2018-09-11,-0.9643
2018-09-12,-1.0711
2018-09-13,3.5433
2018-09-14,-1.0456
2018-09-17,-2.6897
2018-09-18,1.3820000000000001
2018-09-19,1.7527
2018-09-20,1.9139
2018-09-21,0.4695
2018-09-24,-0.7477
2018-09-25,0.6591
2018-09-26,-1.7774
2018-09-27,-1.619
2018-09-28,0.9681
2018-10-01,-8.4372
2018-10-02,-3.4555
2018-10-03,2.6029999999999998
2018-10-04,-5.6025
2018-10-05,-0.224
2018-10-08,2.2447
2018-10-09,0.0
2018-10-10,-10.7574
2018-10-11,4.92
2018-10-12,0.8206
2018-10-15,-3.0233
2018-10-16,3.3573
2018-10-17,-1.9722
2018-10-18,-3.9053
2018-10-19,-3.8177
2018-10-22,-2.5608
2018-10-23,-0.1314
2018-10-24,-4.8684
2018-10-25,-0.4149
2018-10-26,-3.3333
2018-10-29,-4.023
2018-10-30,3.5928
2018-10-31,-0.289
2018-11-01,8.2609
2018-11-02,8.7015
2018-11-05,-8.1281
2018-11-06,-3.2172
2018-11-07,3.8781
2018-11-08,-5.2
2018-11-09,-1.1252
2018-11-12,-2.1337
2018-11-13,-1.4535
2018-11-14,-13.4218
2018-11-15,-0.5111
2018-11-16,-9.589
2018-11-19,0.947
2018-11-20,0.1876
2018-11-21,4.3071
2018-11-23,-1.2567
2018-11-26,4.5455
2018-11-27,-0.3478
2018-11-28,2.8796
2018-11-29,1.7812000000000001
2018-11-30,-1.5
2018-12-03,0.3384
2018-12-04,-10.2867
2018-12-06,7.3308
2018-12-07,-1.4011
2018-12-10,22.4689
2018-12-11,-8.4844
2018-12-12,-10.3011
2018-12-13,2.1201
2018-12-14,-1.9031
2018-12-17,-7.9365
2018-12-18,-3.6398
2018-12-19,-9.5427
2018-12-20,-3.2967
2018-12-21,-8.6364
2018-12-24,-0.4975
2018-12-26,5.25
2018-12-27,-5.4632
2018-12-28,-2.0101
2018-12-31,-2.5641
2019-01-02,20.2632
2019-01-03,1.0941
2019-01-04,-2.8139
2019-01-07,1.5590000000000002
2019-01-08,3.2895
2019-01-09,-4.2463
2019-01-10,9.7561
2019-01-11,-1.2121
2019-01-14,-1.6360000000000001
2019-01-15,4.158
2019-01-16,0.5988
2019-01-17,0.9921
2019-01-18,1.1788
2019-01-22,-4.8544
2019-01-23,-0.4082
2019-01-24,2.2541
2019-01-25,5.4108
2019-01-28,8.1749
2019-01-29,-5.4482
2019-01-30,2.2305
2019-01-31,-3.0909
2019-02-01,5.2533
2019-02-04,-0.713
2019-02-05,-0.8977
2019-02-06,1.2681
2019-02-07,-8.7657
2019-02-08,-1.1764999999999999
2019-02-11,3.7698
2019-02-12,8.0306
2019-02-13,-5.1327
2019-02-14,-2.2388
2019-02-15,0.1908
2019-02-19,-2.0952
2019-02-20,-3.3074
2019-02-21,2.6157
2019-02-22,3.5294
2019-02-25,20.4545
2019-02-26,1.7296
2019-02-27,-3.5549
2019-02-28,-1.1218
2019-03-01,11.1831
2019-03-04,3.7901
2019-03-05,-2.2472
2019-03-06,-6.7529
2019-03-07,-3.0817
2019-03-08,-5.5644
2019-03-11,11.7845
2019-03-12,-3.3133
2019-03-13,-1.4019
2019-03-14,0.4739
2019-03-15,-1.5723
2019-03-18,3.1949
2019-03-19,-2.1672
2019-03-20,2.6898999999999997
2019-03-21,1.5408
2019-03-22,-4.7041
2019-03-25,-9.8726
2019-03-26,-5.9187
2019-03-27,-1.784
2019-03-28,0.7648
2019-03-29,-1.3283
2019-04-01,7.8846
2019-04-02,-0.5348
2019-04-03,20.2509
2019-04-04,2.8316
2019-04-05,1.0145
2019-04-08,-4.0172
2019-04-09,-3.1390000000000002
2019-04-10,7.2531
2019-04-11,-3.8849
2019-04-12,-7.0359
2019-04-15,1.1272
2019-04-16,2.0701
2019-04-17,-5.9282
2019-04-18,-1.99
2019-04-22,-3.7225
2019-04-23,0.3515
2019-04-24,10.332699999999999
2019-04-25,-4.9206
2019-04-26,4.6745
2019-04-29,-1.1164
2019-04-30,-0.1613
2019-05-01,-1.2924
2019-05-02,-2.2913
2019-05-03,3.1826
2019-05-06,4.0584
2019-05-07,-4.6802
2019-05-08,1.3093
2019-05-09,15.5089
2019-05-10,2.5175
2019-05-13,-5.8663
2019-05-14,2.4638
2019-05-15,19.802
2019-05-16,-5.0767
2019-05-17,1.99
2019-05-20,-2.8049
2019-05-21,8.0301
2019-05-22,11.0337
2019-05-23,-8.159
2019-05-24,0.0
2019-05-28,-1.5945
2019-05-29,-0.8102
2019-05-30,15.2859
2019-05-31,-10.526299999999999
2019-06-03,-0.3394
2019-06-04,5.1078
2019-06-05,-5.1836
2019-06-06,-5.2392
2019-06-07,3.3654
2019-06-10,-3.8372
2019-06-11,3.6276
2019-06-12,-4.9008
2019-06-13,-5.7669
2019-06-14,-2.474
2019-06-17,8.5447
2019-06-18,1.23
2019-06-19,2.7946999999999997
2019-06-20,-1.4184
2019-06-21,3.8369
2019-06-24,-3.6952
2019-06-25,-5.1559
2019-06-26,1.6435
2019-06-27,-0.7463
2019-06-28,4.7619
2019-07-01,0.0
2019-07-02,0.4785
2019-07-03,-2.0238
2019-07-05,-0.729
2019-07-08,-5.7528
2019-07-09,-1.039
2019-07-10,1.3123
2019-07-11,2.8497
2019-07-12,2.267
2019-07-15,-1.3547
2019-07-16,0.6242
2019-07-17,-1.9851
2019-07-18,-5.0633
2019-07-19,4.0
2019-07-22,-2.5641
2019-07-23,-1.4474
2019-07-24,2.1362
2019-07-25,-2.3529
2019-07-26,-0.4016
2019-07-29,-5.6452
2019-07-30,0.7123
2019-07-31,-1.8388
2019-08-01,-4.8991
2019-08-02,6.2121
2019-08-05,-5.1355
2019-08-06,0.7519
2019-08-07,1.6418
2019-08-08,-24.0822
2019-08-09,-2.5145
2019-08-12,-0.9921
2019-08-13,7.4148
2019-08-14,-8.3955
2019-08-15,-3.4623
2019-08-16,-0.211
2019-08-19,2.3256
2019-08-20,-0.8264
2019-08-21,2.2917
2019-08-22,-5.2953
2019-08-23,-5.1613
2019-08-26,-4.7619
2019-08-27,2.1429
2019-08-28,0.6993
2019-08-29,2.5463
2019-08-30,2.4831
2019-09-03,-5.5066
2019-09-04,-2.0979
2019-09-05,7.619
2019-09-06,-4.2035
2019-09-09,-1.3857
2019-09-10,4.2155
2019-09-11,-0.8989
2019-09-12,-1.1338
2019-09-13,-3.211
2019-09-16,0.0
2019-09-17,0.7109
2019-09-18,-3.7647
2019-09-19,-2.6895
2019-09-20,-1.5074999999999998
2019-09-23,-3.5714
2019-09-24,-2.1164
2019-09-25,3.7838000000000003
2019-09-26,-0.2604
2019-09-27,-3.9164
2019-09-30,-2.9891
2019-10-01,-6.4426
2019-10-02,2.0958
2019-10-03,0.5865
2019-10-04,-2.0408
2019-10-07,-3.8689999999999998
2019-10-08,-2.7864
2019-10-09,0.3185
2019-10-10,-1.5873
2019-10-11,-0.6452
2019-10-14,1.6234
2019-10-15,-1.278
2019-10-16,-0.3236
2019-10-17,0.6494
2019-10-18,-2.5806
2019-10-21,1.6556
2019-10-22,-5.2117
2019-10-23,3.0928
2019-10-24,-3.6667
2019-10-25,2.0761
2019-10-28,-2.7119
2019-10-29,-2.0906
2019-10-30,-3.2028
2019-10-31,-4.4118
2019-11-01,4.2308
2019-11-04,1.845
2019-11-05,-3.6231999999999998
2019-11-06,1.5038
2019-11-07,-1.4815
2019-11-08,0.3759
2019-11-11,-2.6217
2019-11-12,4.2308
2019-11-13,-0.738
2019-11-14,-2.6022
2019-11-15,8.2061
2019-11-18,9.7002
2019-11-19,0.0
2019-11-20,-1.2862
2019-11-21,-4.5603
2019-11-22,5.1195
2019-11-25,3.8961
2019-11-26,-2.1875
2019-11-27,-1.278
2019-11-29,-2.2654
2019-12-02,-3.6424
2019-12-03,-2.0619
2019-12-04,-0.3509
2019-12-05,1.4085
2019-12-06,2.7778
2019-12-09,1.3514
2019-12-10,-3.3333
2019-12-11,-4.1379
2019-12-12,1.4388
2019-12-13,-3.5461
2019-12-16,-2.2059
2019-12-17,-1.8797000000000001
2019-12-18,0.3831
2019-12-19,2.2901
2019-12-20,-2.6119
2019-12-23,-0.3831
2019-12-24,1.5385
2019-12-26,-4.5455
2019-12-27,1.1905000000000001
2019-12-30,-7.0588
2019-12-31,5.0633
2020-01-02,1.6064
2020-01-03,1.1858
2020-01-06,5.0781
2020-01-07,-1.8587
2020-01-08,1.1364
2020-01-09,-2.9962999999999997
2020-01-10,-3.8609999999999998
2020-01-13,-3.6145
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,3.75
2020-01-17,0.0
2020-01-21,-0.8032
2020-01-22,-2.834
2020-01-23,-2.9167
2020-01-24,-3.8627000000000002
2020-01-27,-3.125
2020-01-28,8.2949
2020-01-29,-8.0851
2020-01-30,2.3148
2020-01-31,1.3575
2020-02-03,-3.125
2020-02-04,7.3733
2020-02-05,0.0
2020-02-06,3.4335
2020-02-07,0.8299
2020-02-10,2.4691
2020-02-11,-2.008
2020-02-12,5.7377
2020-02-13,10.8527
2020-02-14,8.3916
2020-02-18,-5.4839
2020-02-19,3.413
2020-02-20,8.9109
2020-02-21,0.0
2020-02-24,-2.7273
2020-02-25,-8.567
2020-02-26,1.5332
2020-02-27,-9.0604
2020-02-28,-1.107
2020-03-02,8.209
2020-03-03,3.1034
2020-03-04,12.709
2020-03-05,-9.792300000000001
2020-03-06,-9.5395
2020-03-09,-12.7273
2020-03-10,1.6667
2020-03-11,-12.2951
2020-03-12,-5.6075
2020-03-13,-6.4356
2020-03-16,-19.5767
2020-03-17,15.1316
2020-03-18,3.4286
2020-03-19,7.1823
2020-03-20,3.0928
2020-03-23,5.0
2020-03-24,-5.7143
2020-03-25,9.0909
2020-03-26,12.5
2020-03-27,-5.7613
2020-03-30,5.6769
2020-03-31,-3.719
2020-04-01,-9.0129
2020-04-02,-3.3019
2020-04-03,8.7805
2020-04-06,24.6637
2020-04-07,4.6763
2020-04-08,-0.6873
2020-04-09,2.4221
2020-04-13,7.7703
2020-04-14,-2.5078
2020-04-15,7.074
2020-04-16,12.3123
2020-04-17,0.0
2020-04-20,3.2086
2020-04-21,-1.0363
2020-04-22,5.2356
2020-04-23,-0.995
2020-04-24,0.7538
2020-04-27,-0.2494
2020-04-28,0.75
2020-04-29,17.3697
2020-04-30,8.6681
2020-05-01,-3.1128
2020-05-04,29.5181
2020-05-05,2.7907
2020-05-06,-1.6591
2020-05-07,-1.8405
2020-05-08,-7.3438
2020-05-11,10.6239
2020-05-12,8.8415
2020-05-13,-5.042
2020-05-14,3.3923
2020-05-15,-1.2839
2020-05-18,1.0116
2020-05-19,2.1459
2020-05-20,6.5826
2020-05-21,8.2786
2020-05-22,-2.5484999999999998
2020-05-26,0.8717
2020-05-27,2.716
2020-05-28,-3.3654
2020-05-29,5.5969999999999995
2020-06-01,3.8869
2020-06-02,9.9773
2020-06-03,23.9175
2020-06-04,10.5657
2020-06-05,-16.0271
2020-06-08,12.9928
2020-06-09,8.1681
2020-06-10,-3.8123
2020-06-11,-8.7652
2020-06-12,5.0125
2020-06-15,7.2395
2020-06-16,5.7122
2020-06-17,-3.0877
2020-06-18,22.3027
2020-06-19,0.0
2020-06-22,9.0586
2020-06-23,-5.4832
2020-06-24,-3.9058
2020-06-25,10.8787
2020-06-26,-7.5472
2020-06-29,-1.2828
2020-06-30,-12.2268
2020-07-01,10.6326
2020-07-02,-4.927
2020-07-06,-16.1548
2020-07-07,-5.5322
2020-07-08,-1.8578000000000001
2020-07-09,25.3086
2020-07-10,-9.688
2020-07-13,-14.9818
2020-07-14,-2.3097
2020-07-15,-0.2627
2020-07-16,-0.878
2020-07-17,6.1559
2020-07-20,5.632
2020-07-21,-3.9494
2020-07-22,-2.9605
2020-07-23,-4.661
2020-07-24,-3.7333
2020-07-27,3.9705
2020-07-28,1.7762
2020-07-29,0.4363
2020-07-30,-0.4344
2020-07-31,-1.2216
