ticker,HAPP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-25,-18.1818
2019-10-28,-4.4444
2019-10-29,-1.6279
2019-10-30,4.2553
2019-10-31,6.576
2019-11-01,3.4043
2019-11-04,0.2737
2019-11-05,-0.6833
2019-11-06,-2.0661
2019-11-07,-0.8439
2019-11-08,-4.4681
2019-11-11,3.118
2019-11-12,-1.2959
2019-11-13,6.3457
2019-11-14,2.8807
2019-11-15,3.8
2019-11-18,-4.6243
2019-11-19,-3.2323
2019-11-20,-3.9666
2019-11-21,3.2587
2019-11-22,-0.2084
2019-11-25,3.3165
2019-11-26,-1.5764
2019-11-27,3.3195
2019-11-29,-1.6064
2019-12-02,-1.5510000000000002
2019-12-03,-1.6583999999999999
2019-12-04,6.4503
2019-12-05,-4.7524999999999995
2019-12-06,-0.2079
2019-12-09,-1.6667
2019-12-10,-0.2119
2019-12-11,1.0616
2019-12-12,-0.7668
2019-12-13,-0.1482
2019-12-16,-6.7105
2019-12-17,2.3182
2019-12-18,-4.0426
2019-12-19,-0.463
2019-12-20,4.6512
2019-12-23,0.0
2019-12-24,-0.0822
2019-12-26,1.5502
2019-12-27,-8.4538
2019-12-30,4.5455
2019-12-31,4.2334
2020-01-02,0.9879
2020-01-03,-2.8261
2020-01-06,0.6711
2020-01-07,-2.0
2020-01-08,2.0408
2020-01-09,-1.7778
2020-01-10,1.81
2020-01-13,-2.2222
2020-01-14,0.0
2020-01-15,-8.8636
2020-01-16,5.7357
2020-01-17,3.7736
2020-01-21,1.5909
2020-01-22,3.1029
2020-01-23,-2.3586
2020-01-24,5.1111
2020-01-27,-2.1121
2020-01-28,4.9653
2020-01-29,-10.2881
2020-01-30,0.0
2020-01-31,-2.5343999999999998
2020-02-03,-1.4002
2020-02-04,-0.716
2020-02-05,0.2404
2020-02-06,-4.0767
2020-02-07,-0.25
2020-02-10,-4.2657
2020-02-11,-5.7542
2020-02-12,-2.7778
2020-02-13,23.1429
2020-02-14,9.9768
2020-02-18,-1.3629
2020-02-19,-9.0987
2020-02-20,-5.8824
2020-02-21,1.43
2020-02-24,3.5197000000000003
2020-02-25,8.607099999999999
2020-02-26,2.5715
2020-02-27,10.2847
2020-02-28,-6.2016
2020-03-02,0.2066
2020-03-03,-9.2784
2020-03-04,-0.9091
2020-03-05,-3.6696999999999997
2020-03-06,5.9524
2020-03-09,1.3483
2020-03-10,-15.9645
2020-03-11,0.7916
2020-03-12,-4.712
2020-03-13,1.3736
2020-03-16,-0.813
2020-03-17,10.6557
2020-03-18,-15.0617
2020-03-19,4.6512
2020-03-20,-16.1111
2020-03-23,-13.5762
2020-03-24,-3.4483
2020-03-25,40.4762
2020-03-26,-13.2768
2020-03-27,-2.2801
2020-03-30,-1.0
2020-03-31,6.0606
2020-04-01,0.9524
2020-04-02,-3.4591
2020-04-03,1.3029
2020-04-06,9.0032
2020-04-07,-6.7847
2020-04-08,-3.7975
2020-04-09,-5.2632
2020-04-13,6.5972
2020-04-14,4.886
2020-04-15,2.795
2020-04-16,-5.4381
2020-04-17,-2.5559
2020-04-20,2.2951
2020-04-21,-0.641
2020-04-22,-3.1484
2020-04-23,-1.4122
2020-04-24,-2.3649
2020-04-27,1.0381
2020-04-28,0.0
2020-04-29,1.0274
2020-04-30,-2.3729
2020-05-01,0.6944
2020-05-04,-0.6897
2020-05-05,-2.4306
2020-05-06,0.7117
2020-05-07,1.4134
2020-05-08,-1.0453
2020-05-11,2.1127
2020-05-12,-1.0345
2020-05-13,-2.439
2020-05-14,-1.4285999999999999
2020-05-15,0.7246
2020-05-18,0.0
2020-05-19,-0.3597
2020-05-20,0.361
2020-05-21,-1.4388
2020-05-22,2.5547
2020-05-26,-3.9146
2020-05-27,-0.7407
2020-05-28,-2.2388
2020-05-29,-1.5267
2020-06-01,6.5891
2020-06-02,0.0
2020-06-03,-1.4545
2020-06-04,-0.369
2020-06-05,0.3704
2020-06-08,3.69
2020-06-09,2.4911
2020-06-10,0.6944
2020-06-11,-6.2069
2020-06-12,0.0
2020-06-15,6.6176
2020-06-16,-1.3793
2020-06-17,0.0
2020-06-18,1.3986
2020-06-19,-0.6897
2020-06-22,1.0417
2020-06-23,0.3436
2020-06-24,5.4795
2020-06-25,-3.2468
2020-06-26,-4.3624
2020-06-29,1.4035
2020-06-30,-2.7682
2020-07-01,-0.7117
2020-07-02,0.7168
2020-07-06,0.7117
2020-07-07,-2.1201
2020-07-08,-1.444
2020-07-09,-1.8315000000000001
2020-07-10,0.3731
2020-07-13,-1.8587
2020-07-14,-0.3788
2020-07-15,2.2814
2020-07-16,5.2045
2020-07-17,-1.0601
2020-07-20,-1.4285999999999999
2020-07-21,3.9855
2020-07-22,-1.0453
2020-07-23,-2.1127
2020-07-24,-5.036
2020-07-27,-10.9848
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,-3.8298
2020-07-31,10.177
