ticker,STRM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,3.0303
2000-01-04,0.0
2000-01-05,-2.9412000000000003
2000-01-06,-3.0303
2000-01-07,18.75
2000-01-10,-13.1579
2000-01-11,0.0
2000-01-12,-3.0303
2000-01-13,3.125
2000-01-14,0.0
2000-01-18,3.0303
2000-01-19,-5.8824
2000-01-20,18.75
2000-01-21,-7.8947
2000-01-24,0.0
2000-01-25,8.5714
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,15.7895
2000-01-31,-9.0909
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,0.0
2000-02-04,-2.5
2000-02-07,17.9487
2000-02-08,30.4348
2000-02-09,-13.3333
2000-02-10,-4.8077
2000-02-11,5.0505
2000-02-14,23.0769
2000-02-15,-3.125
2000-02-16,-6.4516
2000-02-17,-3.4483
2000-02-18,10.7143
2000-02-22,29.0323
2000-02-23,21.25
2000-02-24,4.1237
2000-02-25,-8.9109
2000-02-28,-13.0435
2000-02-29,2.5
2000-03-01,17.0732
2000-03-02,-2.0833
2000-03-03,-6.383
2000-03-06,-6.8182
2000-03-07,4.878
2000-03-08,-1.1628
2000-03-09,17.647100000000002
2000-03-10,-4.0
2000-03-13,-8.3333
2000-03-14,-6.8182
2000-03-15,-9.7561
2000-03-16,-6.7568
2000-03-17,30.4348
2000-03-20,0.0
2000-03-21,-7.7778
2000-03-22,3.6145
2000-03-23,6.9767
2000-03-24,0.0
2000-03-27,-13.0435
2000-03-28,-5.0
2000-03-29,-14.473700000000001
2000-03-30,-1.5385
2000-03-31,-1.5625
2000-04-03,4.7619
2000-04-04,-15.1515
2000-04-05,3.5714
2000-04-06,-10.3448
2000-04-07,3.8462
2000-04-10,-3.7037
2000-04-11,3.8462
2000-04-12,-9.2593
2000-04-13,0.0
2000-04-14,18.3673
2000-04-17,-3.4483
2000-04-18,-14.2857
2000-04-19,0.0
2000-04-20,2.0833
2000-04-24,-2.0408
2000-04-25,8.3333
2000-04-27,-7.6923
2000-04-28,8.3333
2000-05-01,-9.6154
2000-05-02,-2.1277
2000-05-03,4.3478
2000-05-04,-6.25
2000-05-05,0.0
2000-05-09,-8.8889
2000-05-10,0.0
2000-05-11,2.439
2000-05-12,-4.7619
2000-05-15,0.0
2000-05-16,5.0
2000-05-18,2.3810000000000002
2000-05-19,-23.2558
2000-05-22,21.2121
2000-05-23,20.0
2000-05-24,-2.0833
2000-05-25,4.2553
2000-05-26,-2.0408
2000-05-30,2.0833
