ticker,HBT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-14,-0.2574
2019-10-15,0.6452
2019-10-16,1.2821
2019-10-17,0.3165
2019-10-18,0.0631
2019-10-21,-0.1261
2019-10-22,0.8207
2019-10-23,1.0645
2019-10-24,-0.8674
2019-10-25,0.6875
2019-10-28,1.1794
2019-10-29,-0.7362
2019-10-30,-0.618
2019-10-31,-0.3109
2019-11-01,-0.3743
2019-11-04,0.5636
2019-11-05,0.6227
2019-11-06,0.5569
2019-11-07,3.7538
2019-11-08,1.3049
2019-11-11,-0.9368
2019-11-12,-0.1773
2019-11-13,0.3552
2019-11-14,-0.295
2019-11-15,2.3669000000000002
2019-11-18,-0.0578
2019-11-19,0.8676
2019-11-20,-0.9748
2019-11-21,0.0
2019-11-22,0.579
2019-11-25,0.403
2019-11-26,0.9174
2019-11-27,0.5682
2019-11-29,0.565
2019-12-02,-1.6854
2019-12-03,-3.4857
2019-12-04,2.6643
2019-12-05,-0.4614
2019-12-06,1.5643
2019-12-09,-0.9127
2019-12-10,1.0937999999999999
2019-12-11,0.9112
2019-12-12,-1.4673
2019-12-13,-0.3436
2019-12-16,2.5575
2019-12-17,1.3729
2019-12-18,0.4422
2019-12-19,-1.1558
2019-12-20,0.2227
2019-12-23,0.2778
2019-12-24,0.6094
2019-12-26,0.8811
2019-12-27,2.3472
2019-12-30,0.96
2019-12-31,0.317
2020-01-02,0.8425
2020-01-03,0.2611
2020-01-06,-0.5208
2020-01-07,-1.5707
2020-01-08,-0.4255
2020-01-09,1.1218
2020-01-10,-1.6904
2020-01-13,1.3971
2020-01-14,-0.7419
2020-01-15,1.0678
2020-01-16,0.2641
2020-01-17,0.3688
2020-01-21,-0.7874
2020-01-22,-0.9524
2020-01-23,1.4423
2020-01-24,-0.5266
2020-01-27,1.1117
2020-01-28,-0.3665
2020-01-29,0.0
2020-01-30,0.0525
2020-01-31,1.5231
2020-02-03,0.9312
2020-02-04,-0.41
2020-02-05,2.6248
2020-02-06,-4.6138
2020-02-07,-2.2608
2020-02-10,1.41
2020-02-11,-0.8021
2020-02-12,0.1078
2020-02-13,-0.377
2020-02-14,-1.5135
2020-02-18,-0.1098
2020-02-19,-0.8242
2020-02-20,0.3324
2020-02-21,-0.5522
2020-02-24,-2.332
2020-02-25,-1.8192
2020-02-26,-0.5211
2020-02-27,-2.5029
2020-02-28,-7.5821
2020-03-02,4.0698
2020-03-03,-7.0143
2020-03-04,-0.1335
2020-03-05,-5.0134
2020-03-06,1.3371
2020-03-09,-7.7778
2020-03-10,2.9367
2020-03-11,-3.8040000000000003
2020-03-12,-6.9202
2020-03-13,2.1242
2020-03-16,-8.64
2020-03-17,13.8354
2020-03-18,-10.9231
2020-03-19,12.4352
2020-03-20,-10.5223
2020-03-23,-21.802599999999998
2020-03-24,19.6487
2020-03-25,-0.2752
2020-03-26,1.7479
2020-03-27,-7.3237
2020-03-30,1.561
2020-03-31,1.1527
2020-04-01,-9.3067
2020-04-02,0.733
2020-04-03,3.6383
2020-04-06,3.3099
2020-04-07,9.3204
2020-04-08,4.3517
2020-04-09,10.6383
2020-04-13,-8.9231
2020-04-14,-2.8716
2020-04-15,-7.8261
2020-04-16,-4.1509
2020-04-17,6.2992
2020-04-20,-2.2222
2020-04-21,0.2841
2020-04-22,0.9443
2020-04-23,-3.1805
2020-04-24,1.5459
2020-04-27,3.5205
2020-04-28,1.3787
2020-04-29,7.3436
2020-04-30,-1.6047
2020-05-01,-1.8026
2020-05-04,-2.972
2020-05-05,0.0
2020-05-06,-2.8829000000000002
2020-05-07,1.1132
2020-05-08,4.9541
2020-05-11,-2.535
2020-05-12,-3.7273
2020-05-13,-0.8499
2020-05-14,-0.4762
2020-05-15,4.4019
2020-05-18,10.907399999999999
2020-05-19,-1.9008
2020-05-20,2.0219
2020-05-21,-0.3303
2020-05-22,-0.7457
2020-05-26,6.0935
2020-05-27,4.0913
2020-05-28,0.0
2020-05-29,-3.8548999999999998
2020-06-01,1.1006
2020-06-02,2.0218
2020-06-03,2.1341
2020-06-04,0.2985
2020-06-05,9.375
2020-06-08,0.0
2020-06-09,-0.2041
2020-06-10,-4.0218
2020-06-11,-6.5341000000000005
2020-06-12,0.076
2020-06-15,3.265
2020-06-16,0.7353
2020-06-17,-3.5766
2020-06-18,0.6813
2020-06-19,-1.2782
2020-06-22,-0.6855
2020-06-23,-0.3067
2020-06-24,-2.2308
2020-06-25,1.4949
2020-06-26,-4.186
2020-06-29,2.9126
2020-06-30,4.7956
2020-07-01,-5.7014
2020-07-02,-0.4773
2020-07-06,2.3181
2020-07-07,-4.6875
2020-07-08,-0.082
2020-07-09,-6.0705
2020-07-10,3.4061
2020-07-13,-0.2534
2020-07-14,-0.3387
2020-07-15,4.2056000000000004
2020-07-16,0.693
2020-07-17,-0.8097
2020-07-20,-0.2449
2020-07-21,3.3552
2020-07-22,-2.7712
2020-07-23,-0.1629
2020-07-24,-0.2447
2020-07-27,0.8994
2020-07-28,0.7293
2020-07-29,-0.7241
2020-07-30,-0.8104
2020-07-31,-1.7974
