ticker,GSAT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-11-02,3.0588
2006-11-03,-5.8219
2006-11-06,-4.8485
2006-11-07,-5.828
2006-11-08,7.8796
2006-11-09,-0.627
2006-11-10,-5.3628
2006-11-13,-7.6667
2006-11-14,-2.4549
2006-11-15,4.0711
2006-11-16,2.3471
2006-11-17,0.7644
2006-11-20,-1.7241
2006-11-21,-0.7018
2006-11-22,-1.5548
2006-11-24,0.2154
2006-11-27,-3.0802
2006-11-28,-2.439
2006-11-29,4.5455
2006-11-30,0.8696
2006-12-01,-2.2989
2006-12-04,-0.6627
2006-12-05,-0.0731
2006-12-06,-2.0741
2006-12-07,-0.0756
2006-12-08,0.2271
2006-12-11,-0.8308
2006-12-12,-0.6855
2006-12-13,-1.8405
2006-12-14,2.3437
2006-12-15,7.6336
2006-12-18,3.617
2006-12-19,1.0267
2006-12-20,1.4228
2006-12-21,-2.004
2006-12-22,-2.7267
2006-12-26,0.2102
2006-12-27,-0.3497
2006-12-28,-1.6139999999999999
2006-12-29,-0.7846
2007-01-03,1.0784
2007-01-04,-0.4267
2007-01-05,-1.2143
2007-01-08,1.0846
2007-01-09,-0.1431
2007-01-10,-0.4298
2007-01-11,1.9424000000000001
2007-01-12,-0.494
2007-01-16,0.4255
2007-01-17,-0.8475
2007-01-18,-1.6381999999999999
2007-01-19,0.5069
2007-01-22,0.0
2007-01-23,3.3141
2007-01-24,1.046
2007-01-25,0.069
2007-01-26,-1.2414
2007-01-29,0.3492
2007-01-30,2.1573
2007-01-31,-2.1117
2007-02-01,0.1392
2007-02-02,-1.8068
2007-02-05,2.477
2007-02-06,-28.1768
2007-02-07,-6.25
2007-02-08,4.9231
2007-02-09,4.5943000000000005
2007-02-12,0.3738
2007-02-13,-1.4898
2007-02-14,-0.6616
2007-02-15,0.0951
2007-02-16,2.4715
2007-02-20,4.0816
2007-02-21,2.1390000000000002
2007-02-22,-0.2618
2007-02-23,-0.8749
2007-02-26,1.5004
2007-02-27,-3.0435
2007-02-28,4.9327
2007-03-01,-3.5042999999999997
2007-03-02,-1.8601
2007-03-05,-1.1733
2007-03-06,0.5479
2007-03-07,-0.4541
2007-03-08,-0.0912
2007-03-09,0.4566
2007-03-12,-0.4545
2007-03-13,-3.1963
2007-03-14,0.9434
2007-03-15,0.9346
2007-03-16,-0.1852
2007-03-19,0.9276
2007-03-20,0.4596
2007-03-21,1.9213
2007-03-22,-1.8851
2007-03-23,1.3724
2007-03-26,0.5415
