ticker,FLMN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-10-12,-0.9288
2017-10-16,0.0
2017-10-17,0.0
2017-10-19,-0.2083
2017-10-20,0.1044
2017-10-25,0.1043
2017-10-30,-0.2083
2017-11-02,0.0
2017-11-07,0.0
2017-11-13,0.2088
2017-11-17,0.0
2017-11-27,0.0
2017-11-28,0.0
2017-11-30,0.0
2017-12-04,0.0
2017-12-06,0.0
2017-12-11,0.0
2017-12-14,0.0
2018-01-05,0.5208
2018-01-09,0.5181
2018-01-11,-0.5155
2018-01-19,0.5181
2018-01-24,-0.7216
2018-01-26,0.0
2018-01-29,0.0
2018-01-31,-0.1038
2018-02-01,1.3514
2018-02-02,0.4103
2018-02-06,0.1021
2018-02-07,-2.0408
2018-02-08,0.2083
2018-02-09,0.0
2018-02-12,0.104
2018-02-14,0.7269
2018-02-15,-0.8247
2018-02-16,0.026
2018-02-20,-0.026
2018-02-26,0.0
2018-02-27,0.0
2018-02-28,0.001
2018-03-01,0.3482
2018-03-02,-0.2445
2018-03-06,0.0
2018-03-08,-0.1038
2018-03-12,0.0
2018-03-15,0.0
2018-03-19,-0.2079
2018-03-20,0.2083
2018-03-22,0.2079
2018-03-23,-0.2075
2018-03-28,0.0
2018-03-29,0.0
2018-04-03,0.0
2018-04-09,0.2079
2018-04-13,0.0
2018-04-16,-0.1037
2018-04-26,3.8422
2018-04-27,-3.5
2018-04-30,-0.1036
2018-05-02,0.6224
2018-05-03,-0.2062
2018-05-04,-0.1033
2018-05-07,0.1034
2018-05-08,0.0
2018-05-10,0.3099
2018-05-11,-0.103
2018-05-14,0.6186
2018-05-17,0.3074
2018-05-21,-0.8172
2018-05-22,0.103
2018-05-23,0.0
2018-05-24,-0.2058
2018-06-04,4.1237
2018-06-05,0.0
2018-06-06,-0.005
2018-06-07,0.104
2018-06-08,-0.0989
2018-06-11,0.8911
2018-06-12,-0.5888
2018-06-13,0.0
2018-06-14,0.2962
2018-06-15,0.1969
2018-06-18,-0.0982
2018-06-19,-0.1967
2018-06-20,0.0
2018-06-21,0.0985
2018-06-22,0.0
2018-06-26,-0.0984
2018-06-27,0.0
2018-06-28,0.0985
2018-06-29,-0.0984
2018-07-02,-0.0985
2018-07-03,0.0
2018-07-05,-0.3945
2018-07-06,0.495
2018-07-09,-0.6897
2018-07-10,0.6944
2018-07-11,0.0985
2018-07-12,0.0
2018-07-13,0.0984
2018-07-16,-0.0983
2018-07-17,0.0
2018-07-18,-0.0738
2018-07-19,-0.3201
