ticker,SWCH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-10-06,22.5882
2017-10-09,-8.7812
2017-10-10,4.9974
2017-10-11,-4.4088
2017-10-12,3.3019
2017-10-13,0.0507
2017-10-16,0.8114
2017-10-17,-1.1569
2017-10-18,-2.5445
2017-10-19,-2.9765
2017-10-20,3.8750999999999998
2017-10-23,-2.9016
2017-10-24,-0.3202
2017-10-25,1.6595
2017-10-26,-1.9484
2017-10-27,1.9870999999999999
2017-10-30,1.8957000000000002
2017-10-31,-1.137
2017-11-01,-0.6796
2017-11-02,-0.5263
2017-11-03,-3.5979
2017-11-06,0.2195
2017-11-07,0.2738
2017-11-08,0.2185
2017-11-09,0.5995
2017-11-10,2.6544
2017-11-13,5.6992
2017-11-14,-5.3919
2017-11-15,0.0528
2017-11-16,0.1582
2017-11-17,-2.8963
2017-11-20,-0.7592
2017-11-21,-1.2568
2017-11-22,-0.6641
2017-11-24,-0.4457
2017-11-27,-1.343
2017-11-28,0.2836
2017-11-29,-3.1673999999999998
2017-11-30,0.1168
2017-12-01,-2.5088
2017-12-04,-2.7528
2017-12-05,0.3077
2017-12-06,3.3742
2017-12-07,0.8902
2017-12-08,2.6471
2017-12-11,-0.8596
2017-12-12,-1.3295
2017-12-13,0.0
2017-12-14,-2.109
2017-12-15,2.4177
2017-12-18,-1.6959
2017-12-19,1.1898
2017-12-20,0.5291
2017-12-21,2.7485
2017-12-22,3.0165
2017-12-26,-1.4365
2017-12-27,0.9529
2017-12-28,0.6108
2017-12-29,0.3863
2018-01-02,-5.6625
2018-01-03,0.6993
2018-01-04,-0.0579
2018-01-05,1.7370999999999999
2018-01-08,2.3904
2018-01-09,-1.2785
2018-01-10,-3.6599
2018-01-11,0.8767
2018-01-12,-0.0579
2018-01-16,0.8696
2018-01-17,-0.7471
2018-01-18,-1.4476
2018-01-19,-1.6451
2018-01-22,-1.6726
2018-01-23,0.0
2018-01-24,0.3038
2018-01-25,-0.0606
2018-01-26,1.2121
2018-01-29,-0.5988
2018-01-30,-1.6265
2018-01-31,-0.6736
2018-02-01,1.9112
2018-02-02,-3.8113
2018-02-05,-2.2013
2018-02-06,-2.8939
2018-02-07,-0.9934
2018-02-08,-0.8027
2018-02-09,-0.4046
2018-02-12,5.8903
2018-02-13,0.6394
2018-02-14,0.4447
2018-02-15,0.3163
2018-02-16,-2.6482
2018-02-20,0.1295
2018-02-21,-4.3338
2018-02-22,-2.7721
2018-02-23,2.2253
2018-02-26,1.9727999999999999
