ticker,SFOR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-12-20,1.1111
2005-12-27,20.8791
2005-12-29,-4.5455
2006-01-03,0.0
2006-01-04,-9.5238
2006-01-05,0.0
2006-01-06,5.2632
2006-01-10,-5.0
2006-01-11,0.0
2006-01-12,0.0
2006-01-13,-2.1053
2006-01-18,-24.7312
2006-01-19,0.0
2006-01-20,-44.2857
2006-01-23,12.8205
2006-01-24,-9.0909
2006-01-25,0.0
2006-01-26,0.0
2006-01-27,-12.5
2006-01-30,0.0
2006-01-31,0.0
2006-02-01,-54.2857
2006-02-02,25.0
2006-02-03,-15.0
2006-02-06,70.5882
2006-02-07,0.0
2006-02-08,-27.5862
2006-02-09,4.7619
2006-02-10,13.6364
2006-02-13,-32.0
2006-02-14,5.8824
2006-02-15,0.0
2006-02-16,-16.6667
2006-02-17,26.6667
2006-02-21,-15.7895
2006-02-22,0.0
2006-02-23,21.875
2006-02-24,-5.1282
2006-02-27,-2.7027
2006-02-28,22.2222
2006-03-01,19.6875
2006-03-02,8.2364
2006-03-03,5.2632
2006-03-06,17.8958
2006-03-07,-12.9175
2006-03-08,6.1688
2006-03-09,-5.1988
2006-03-10,-3.2258
2006-03-13,4.1667
2006-03-14,2.4
2006-03-15,-6.25
2006-03-16,0.0
2006-03-17,-6.6667
2006-03-20,7.1429
2006-03-21,-16.6667
2006-03-22,-12.0
2006-03-23,-1.1932
2006-03-24,0.2875
2006-03-27,-3.6696999999999997
2006-03-28,0.0
2006-03-29,-4.7619
2006-03-30,2.5
2006-03-31,4.878
2006-04-03,-6.9767
2006-04-04,-5.0
2006-04-05,-5.2632
2006-04-06,-2.7778
2006-04-07,2.8571
2006-04-10,0.0
2006-04-11,8.3333
2006-04-12,0.0
2006-04-13,-3.0769
2006-04-17,-7.4074
2006-04-18,-9.9286
2006-04-19,2.1412
2006-04-20,-0.6211
2006-04-21,-6.25
2006-04-24,-2.9167
2006-04-25,3.0043
2006-04-26,-6.6667
2006-04-27,0.0
2006-04-28,0.0
2006-05-01,0.0
2006-05-03,-14.2857
2006-05-04,16.6667
2006-05-05,0.0
2006-05-08,-14.2857
2006-05-09,0.0
2006-05-10,-8.3333
2006-05-11,-4.8295
2006-05-12,-4.4776
2006-05-15,10.0
2006-05-16,9.0909
2006-05-17,8.3333
2006-05-18,-7.6923
2006-05-19,8.3333
2006-05-23,0.0
2006-05-24,7.6923
2006-05-25,-7.1429
2006-05-26,7.6923
2006-05-31,-14.2857
2006-06-01,8.3333
