ticker,PCSA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-11-22,126.1905
2013-11-25,-14.7368
2013-11-26,-1.2346
2013-11-27,-0.25
2013-12-02,-12.2807
2013-12-03,2.8571
2013-12-04,4.1667
2013-12-05,-6.6667
2013-12-06,0.0
2013-12-10,-0.2857
2013-12-11,-4.0115
2013-12-18,-11.0448
2013-12-20,-14.4295
2013-12-23,2.3529
2013-12-24,-2.2989
2013-12-26,17.647100000000002
2013-12-27,0.0
2013-12-30,11.6667
2013-12-31,0.0
2014-01-02,-10.4478
2014-01-06,0.0
2014-01-10,0.0
2014-01-13,-13.3333
2014-01-14,-2.6923
2014-01-16,18.5771
2014-01-24,0.0
2014-01-27,-8.3333
2014-01-28,0.0
2014-01-31,-7.2727
2014-02-04,0.0
2014-02-05,7.8431
2014-02-10,-1.8182
2014-02-18,0.0
2014-02-19,-7.4074
2014-02-20,4.0
2014-02-21,0.0
2014-03-03,-1.9231
2014-03-05,0.0
2014-03-07,-1.9607999999999999
2014-03-10,-5.2
2014-03-11,-1.6878
2014-03-12,7.2961
2014-03-13,-11.6
2014-03-14,13.1222
2014-03-18,0.0
2014-03-21,0.0
2014-03-27,-10.0
2014-03-28,10.2222
2014-03-31,0.8065
2014-04-02,-2.0
2014-04-04,0.0
2014-04-08,0.0
2014-04-14,0.0
2014-04-15,0.0
2014-04-21,-7.7551
2014-04-24,-0.4425
2014-04-25,-2.2222
2014-04-28,0.0
2014-04-29,0.0
2014-04-30,2.2727
2014-05-01,11.1111
2014-05-02,0.0
2014-05-06,0.0
2014-05-12,-2.0
2014-05-13,-8.1633
2014-05-14,0.0
2014-05-20,11.1111
2014-05-21,4.2
2014-05-23,-4.4146
2014-06-03,0.0
2014-06-06,0.0
2014-06-16,-19.6787
2014-06-17,1.0
2014-06-18,11.3861
2014-06-20,-11.1111
2014-06-25,0.0
2014-06-26,20.0
2014-06-30,0.0
2014-07-02,-0.4167
2014-07-03,-7.9498
2014-07-11,0.0
2014-07-14,-9.0909
2014-07-16,2.5
2014-07-18,0.0
2014-07-21,-2.9268
2014-07-22,-0.5025
2014-07-23,0.0
2014-07-24,-4.0404
2014-07-25,0.0
2014-07-28,0.0
2014-07-29,-7.8947
2014-07-30,8.0
2014-07-31,-6.8783
2014-08-04,-0.5682
2014-08-05,-2.8571
2014-08-07,-5.8824
2014-08-08,9.375
2014-08-11,2.8571
2014-08-12,2.7778
2014-08-14,-2.7027
2014-08-15,16.6667
2014-08-19,0.0
