ticker,PCSA US Equity
2014-08-21,0.0
2014-08-22,2.3810000000000002
2014-08-25,0.0
2014-08-27,2.3256
2014-08-28,0.0
2014-08-29,6.8182
2014-09-02,0.0
2014-09-03,0.0
2014-09-04,0.0
2014-09-05,2.1277
2014-09-10,0.0
2014-09-15,-37.5
2014-09-16,33.3333
2014-09-22,-37.5
2014-09-23,20.0
2014-09-24,4.6667
2014-09-25,14.6497
2014-09-26,-5.5556
2014-09-29,5.8824
2014-09-30,2.7778
2014-10-01,4.8649000000000004
2014-10-02,0.0
2014-10-03,0.0
2014-10-07,0.0
2014-10-08,0.0
2014-10-13,1.5464
2014-10-14,0.5076
2014-10-15,0.0
2014-10-17,0.0
2014-10-20,1.0101
2014-10-22,-0.5
2014-10-23,-4.5226
2014-10-28,5.2632
2014-11-04,0.0
2014-11-07,0.0
2014-11-10,0.0
2014-11-11,0.0
2014-11-12,0.0
2014-11-14,-24.5
2014-11-17,31.7881
2014-11-18,0.5025
2014-11-19,0.0
2014-11-20,0.0
2014-11-24,1.0
2014-11-26,-0.9901
2014-12-08,0.0
2014-12-10,7.0
2014-12-11,0.0
2014-12-12,0.0
2014-12-19,-1.8692
2014-12-22,6.1905
2014-12-31,-1.3453
2015-01-05,0.0
2015-01-09,0.0
2015-01-13,0.0
2015-01-14,0.0
2015-01-16,-2.7273
2015-01-20,0.0
2015-01-21,0.0
2015-01-30,0.4673
2015-02-06,0.0
2015-02-10,-6.9767
2015-02-11,7.5
2015-02-13,0.0
2015-02-19,-6.9767
2015-02-20,0.0
2015-02-23,-35.0
2015-02-24,66.5385
2015-03-03,1.6166
2015-03-05,-22.7273
2015-03-12,0.0
2015-03-17,-2.9412000000000003
2015-04-15,-33.3333
2015-04-22,-45.4545
2015-04-27,66.6667
2015-05-01,30.0
2015-06-19,-23.0769
2015-06-22,1.0
2015-06-25,18.8119
2015-06-30,-25.0
2015-07-02,0.0
2015-07-13,-16.6667
2015-07-15,33.3333
2015-07-28,0.0
2015-08-03,0.0
2015-08-10,0.0
2015-08-11,0.0
2015-08-18,-39.0
2015-09-10,63.9344
2015-09-25,-39.0
2015-09-29,0.0
2015-10-01,-16.3934
2015-10-02,37.2549
2015-10-06,-27.1429
2015-10-07,17.647100000000002
2015-10-22,-50.0
2015-10-26,16.6667
2015-10-27,-28.5714
2015-10-29,0.0
2015-10-30,104.0
2015-11-02,7.8431
2015-11-20,-54.5455
2015-11-24,20.0
2015-12-03,10.0
2015-12-15,21.2121
2015-12-22,-29.25
2015-12-23,-18.727899999999998
2015-12-30,73.913
2015-12-31,0.0
2016-03-17,-62.5
2016-03-18,6.6667
2016-04-14,87.5
2016-04-29,10.0
2016-05-02,0.0
2016-05-03,0.0
2016-05-11,0.0
2016-05-13,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-20,0.0
2016-05-24,0.0
2016-05-26,0.0
2016-05-31,0.0
2016-06-02,0.0
2016-06-03,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-10,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-16,0.0
2016-06-30,0.0
2016-08-08,0.0
2016-09-14,0.0
2016-10-17,-51.5152
2016-11-08,0.0
2016-11-30,0.0
2016-12-08,25.0
2016-12-28,-20.0
2016-12-30,56.25
2017-01-23,-39.6
2017-03-17,-7.2848
2017-03-22,0.0
2017-07-17,364.2857
2017-07-18,-13.8462
2017-07-20,7.1429
2017-07-21,0.0
2017-07-31,0.0
2017-10-05,10.0
2017-10-09,-9.0909
2017-10-10,10.0
2017-10-11,3.0303
2017-10-12,-8.8235
2017-10-13,12.9032
2017-10-16,-14.2857
2017-10-18,-1.6667
2017-10-19,23.7288
2017-10-20,-17.8082
2017-10-24,-3.3333
2017-11-03,-6.8966
2017-11-08,-7.4074
2017-11-10,0.0
2017-11-13,4.0
2017-11-14,-7.6923
2017-11-15,4.1667
2017-11-16,-8.0
2017-11-17,17.3913
2017-11-20,0.0
2017-11-21,-3.7037
2017-11-22,0.0
2017-11-27,1.9231
2017-11-29,0.0
2017-12-05,-9.434
2017-12-07,0.0
2017-12-26,-12.2024
2017-12-28,49.1525
2017-12-29,0.0
2018-01-05,0.0
2018-01-10,3.4091
2018-01-18,-3.2967
2018-01-19,-9.0909
2018-01-22,7.5
2018-01-25,-4.6512
2018-01-29,2.439
2018-01-30,-2.3810000000000002
2018-02-01,-1.2195
2018-02-06,-1.2346
2018-02-13,0.0
2018-02-14,0.0
2018-02-15,0.0
2018-02-21,-15.0
2018-02-22,14.7059
2018-02-23,-23.0769
2018-02-26,6.6667
2018-02-27,-6.25
2018-02-28,0.0
2018-03-01,-1.6667
2018-03-02,-8.4746
2018-03-05,7.4074
2018-03-07,-10.3448
2018-03-08,25.0
2018-03-09,30.7692
2018-03-12,17.647100000000002
2018-03-14,0.0
2018-03-15,0.0
2018-03-20,-20.0
2018-03-21,10.0
2018-03-22,0.0
2018-03-23,0.2273
2018-03-26,-1.8141
2018-03-27,3.9261
2018-03-28,-2.6667
2018-04-03,0.4566
2018-04-04,4.5455
2018-04-11,-15.2174
2018-04-12,-3.3333
2018-04-16,3.4483
2018-04-25,1.2821
2018-05-01,-8.8608
2018-05-02,11.1111
2018-05-07,0.0
2018-05-08,-6.875
2018-05-14,-4.698
2018-05-15,-4.2254
2018-05-16,-3.8235
2018-05-17,19.2661
2018-05-18,-7.6923
2018-05-21,-5.5556
2018-05-22,0.0
2018-05-24,0.0
2018-05-25,-4.4118
2018-05-29,0.0
2018-05-31,7.6923
2018-06-05,-0.0029
2018-06-06,2.8601
2018-06-08,-2.7778
2018-06-15,0.0
2018-06-18,0.0
2018-06-19,0.0
2018-06-20,10.0
2018-06-21,1.2987
2018-06-22,2.5641
2018-06-25,8.75
2018-06-26,1.1494
2018-06-27,0.0
2018-06-28,1.1364
2018-06-29,5.618
2018-07-02,1.7021
2018-07-06,0.0
2018-07-10,-5.8577
2018-07-11,-15.5556
2018-07-12,-13.1579
2018-07-16,-10.6061
2018-07-17,-1.6949
2018-07-20,-3.4483
2018-07-23,-5.3571
2018-07-25,0.0
2018-07-27,0.0
2018-07-30,-1.8868
2018-07-31,15.0
2018-08-07,-0.3344
2018-08-13,0.6711
2018-08-14,-0.3333
2018-08-17,0.3344
2018-08-23,-15.0
2018-08-24,17.647100000000002
2018-08-28,0.0
2018-08-29,-6.6667
2018-08-30,0.0
2018-08-31,7.1429
2018-09-04,0.0
2018-09-05,-16.6667
2018-09-06,14.0
2018-09-10,5.2632
2018-09-11,0.0
2018-09-12,8.3333
2018-09-13,-14.1538
2018-09-14,7.5269
2018-09-17,10.0
2018-09-18,0.0
2018-09-19,19.697
2018-09-20,3.5443
2018-09-21,0.0
2018-09-24,-2.2005
2018-09-25,-12.5
2018-09-26,-2.5714
2018-09-27,14.0762
2018-09-28,11.8252
2018-10-01,0.0
2018-10-03,-1.1494
2018-10-05,-1.1628
2018-10-09,-1.1764999999999999
2018-10-24,-7.1429
2018-10-26,1.2821
2018-10-30,-22.8481
2018-10-31,14.8482
2018-11-06,-7.1429
2018-11-08,-10.7692
2018-11-26,-13.7931
2018-11-27,20.0
2018-11-28,-8.3333
2018-11-29,9.0909
2018-11-30,16.6667
2018-12-03,12.857099999999999
2018-12-04,0.0
2018-12-06,-8.1013
2018-12-07,10.1928
2018-12-10,0.0
2018-12-12,-9.25
2018-12-13,0.551
2018-12-14,-53.4247
2018-12-17,20.5882
2018-12-18,75.6098
2018-12-19,-43.0556
2018-12-20,75.6098
2018-12-21,-16.6667
2018-12-24,-0.3333
2018-12-26,0.0
2018-12-27,0.3344
2018-12-28,8.3333
2018-12-31,10.7692
2019-01-02,-2.7778
2019-01-03,4.2857
2019-01-07,-1.3699
2019-01-08,-2.7778
2019-01-11,-8.5714
2019-02-04,-15.625
2019-02-05,11.1111
2019-02-21,-8.3333
2019-02-27,-5.4545
2019-03-01,-9.2308
2019-03-04,-13.1356
2019-03-06,13.0244
2019-03-07,1.8558
2019-03-11,-15.2542
2019-03-12,0.0
2019-03-13,16.475
2019-03-14,1.3093
2019-03-18,-16.9492
2019-03-19,25.0
2019-03-20,0.0
2019-03-21,2.0408
2019-03-25,0.0
2019-03-26,0.0
2019-03-29,0.0
2019-04-05,-10.0
2019-04-10,11.1111
2019-04-15,12.0
2019-04-17,-10.7143
2019-04-30,-4.0
2019-05-21,4.1667
2019-06-07,-4.0
2019-06-11,0.0
2019-06-13,-3.125
2019-06-14,3.2258
2019-06-18,2.0833
2019-06-21,-0.5102
2019-06-26,0.1026
2019-07-15,0.4098
2019-07-22,0.0
2019-07-31,-0.4082
2019-08-21,-0.4098
2019-08-22,0.0
2019-09-03,13.1687
2019-09-09,-3.0909
2019-09-10,-6.1914
2019-09-11,0.0
2019-09-16,0.0
2019-09-18,0.0
2019-09-20,4.0
2019-10-01,-3.8462
2019-10-16,0.0
2019-11-07,-20.0
2019-11-08,25.0
2019-11-13,0.0
2019-11-25,-40.0
2019-11-26,0.0
2019-11-27,0.0
2019-11-29,0.0
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,-6.6667
2019-12-06,5.3571
2019-12-09,1.6949
2019-12-13,0.0
2019-12-16,0.0
2019-12-20,-1.6667
2019-12-24,45.2784
2019-12-26,-20.0
2019-12-27,6.25
2019-12-30,41.1765
2020-01-29,-54.1667
2020-02-03,0.0
2020-02-04,21.2121
2020-02-18,-2.5
2020-02-20,0.0
2020-03-23,-10.2564
2020-03-26,-4.0
2020-03-30,-4.7607
2020-03-31,24.9984
2020-04-21,-25.0
2020-04-23,0.0
2020-05-13,-19.9987
2020-05-19,24.9979
2020-05-20,10.6667
2020-05-22,-16.8675
2020-05-29,15.942
2020-06-09,-12.5
2020-06-12,-14.2857
2020-06-23,33.3333
2020-06-29,12.5
2020-06-30,0.0
2020-07-10,-33.2222
2020-07-13,8.1531
2020-07-15,-3.8462
2020-07-16,28.0
2020-07-17,0.0
2020-07-21,6.25
2020-07-22,0.0
