ticker,KTHN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-07-26,0.3021
2003-11-06,45.1807
2003-12-16,-0.4149
2004-02-19,-4.1667
2004-12-03,27.8261
2004-12-10,4.7619
2005-01-31,-2.5974
2005-05-31,0.3333
2006-08-10,55.481700000000004
2006-08-16,1.7094
2006-09-13,21.8487
2006-10-09,3.8422
2006-10-26,1.3333
2006-11-21,0.0
2006-11-27,0.0
2006-11-29,0.0
2006-12-21,1.0234
2006-12-28,11.1111
2007-01-11,2.9412000000000003
2007-01-26,-4.0
2007-01-31,0.0
2007-02-02,4.1667
2007-03-06,-1.1429
2007-03-21,0.9749
2007-03-22,0.0
2007-03-30,0.5747
2007-04-02,0.0
2007-05-01,2.8571
2007-05-11,3.8889
2007-05-22,0.0
2007-05-25,-2.6738
2007-06-12,18.1319
2007-06-13,-2.0093
2007-06-14,0.0
2007-06-21,-4.7619
2007-06-22,0.0
2007-06-26,-2.5
2007-06-28,0.0
2007-06-29,-2.3077
2007-07-10,-1.5748
2007-07-16,2.6667
2007-07-18,-1.2987
2007-07-19,0.0
2007-07-24,-1.3158
2007-08-03,-14.6667
2007-08-06,0.0
2007-08-09,12.5
2007-08-14,5.5556
2007-08-15,0.0
2007-08-17,-5.2632
2007-09-07,0.0
2007-09-10,-6.3889
2007-09-19,7.2578
2007-09-21,2.7778
2007-10-05,-1.0811
2007-10-11,1.0929
2007-10-16,-0.5405
2007-10-18,-0.5435
2007-10-23,0.0
2007-10-25,1.0929
2007-10-26,0.0
2007-11-07,-2.1622
2007-11-12,-1.105
2007-11-14,-1.6760000000000002
2007-11-30,4.7158999999999995
2007-12-06,-6.4026
2007-12-28,-1.9323000000000001
2007-12-31,0.8902
2008-01-04,-0.8824
2008-01-08,2.0772
2008-01-11,-2.3256
2008-01-14,2.6786
2008-01-15,-2.8986
2008-01-23,-1.4925
2008-01-24,2.1212
2008-01-25,-0.5935
2008-02-01,2.0896
2008-02-15,-4.386
2008-02-19,5.5046
2008-02-20,-4.9275
2008-02-26,6.7073
2008-03-05,-2.2857
2008-03-18,-5.1005
2008-03-25,5.2632
2008-05-14,2.9412000000000003
2008-05-29,-2.8571
2008-05-30,1.1764999999999999
2008-06-02,-1.1628
2008-06-03,0.0
2008-06-05,-1.4706000000000001
2008-06-10,-2.7462999999999997
2008-06-19,-7.4531
2008-06-24,-4.0
2008-06-25,2.4306
2008-06-26,4.4068
2008-07-01,-2.5974
2008-07-15,0.0
2008-08-15,-0.6667
