ticker,ENGT US Equity
2010-04-13,0.0
2010-04-14,0.0
2010-04-15,0.0
2010-04-23,0.0
2010-04-30,0.0
2010-05-10,0.0
2010-05-13,-13.3333
2010-05-14,15.3846
2010-05-17,-0.6667
2010-05-24,-0.6711
2010-05-27,-25.6757
2010-05-28,22.7273
2010-06-01,9.6296
2010-06-02,-15.5405
2010-06-03,-19.2
2010-06-04,46.5347
2010-06-09,0.0
2010-06-10,-31.7568
2010-06-11,45.5446
2010-06-14,0.6803
2010-06-22,-5.4054
2010-06-23,5.7143
2010-06-30,-5.4054
2010-07-06,0.0
2010-07-16,7.1429
2010-07-29,-10.0
2010-08-02,3.7037
2010-08-20,-7.1429
2010-08-26,0.0
2010-09-16,-15.3846
2010-09-17,0.0
2010-09-22,0.0
2010-09-23,17.2727
2010-09-28,-3.1008
2010-09-30,3.2
2010-10-05,-3.1008
2010-10-07,3.2
2010-10-12,-14.7287
2010-10-13,16.3636
2010-10-27,0.7813
2010-11-01,-16.2791
2010-11-02,19.4444
2010-11-05,-0.7752
2010-11-17,-14.0625
2010-11-26,-4.5455
2010-11-29,-38.0952
2010-11-30,69.2308
2010-12-10,-40.9091
2010-12-13,53.8462
2010-12-22,0.0
2010-12-31,0.0
2011-01-03,0.0
2011-01-19,1.0
2011-01-24,-20.7921
2011-01-25,26.25
2011-01-31,-40.5941
2011-02-01,83.3333
2011-02-16,-9.0909
2011-02-18,10.0
2011-02-22,0.0
2011-02-23,-4.5455
2011-02-24,0.0
2011-03-01,2.8571
2011-03-03,-44.4444
2011-03-04,25.0
2011-03-10,0.0
2011-03-22,6.6667
2011-03-23,0.0
2011-03-30,0.0
2011-04-01,-31.25
2011-04-05,45.4545
2011-04-20,-28.75
2011-04-25,38.5965
2011-05-02,-17.7373
2011-05-12,-19.9846
2011-06-06,9.6154
2011-06-13,-11.4035
2011-06-21,-30.6931
2011-06-22,44.2857
2011-06-27,-30.6931
2011-06-29,28.5714
2011-07-15,-44.2222
2011-07-21,99.2032
2011-07-22,0.0
2011-08-01,-20.0
2011-08-05,-50.0
2011-08-08,20.0
2011-08-09,4.1667
2011-08-10,92.0
2011-08-11,-10.4167
2011-08-12,-41.8605
2011-08-15,-8.0
2011-08-16,-8.6957
2011-08-17,0.0
2011-08-18,2.3810000000000002
2011-08-19,2.3256
2011-08-22,-4.5455
2011-08-23,85.7143
2011-08-24,-7.6923
2011-08-25,163.8889
2011-08-26,5.2632
2011-08-29,1.0
2011-08-31,-15.8416
2011-09-01,4.7059
2011-09-07,1.1236
2011-09-09,-11.1111
2011-09-20,-25.0
2011-09-29,25.0
2011-10-04,-20.0
2011-10-05,0.0
2011-10-13,0.0
2011-10-14,-33.3333
2011-10-17,-25.0
2011-10-27,150.0
2011-11-02,0.0
2011-11-29,-57.3333
2011-12-01,-37.1875
2011-12-06,273.1343
2011-12-08,-72.0
2011-12-09,257.1429
2012-02-01,-66.6667
2012-02-06,140.0
2012-03-02,-25.0
2012-03-16,28.8889
2012-03-19,-6.8966
2012-03-20,4.6296
2012-03-21,4.4248
2012-03-23,-1.6949
2012-03-27,0.0
2012-03-28,5.1724
2012-04-03,3.2787
2012-04-04,-0.7937
2012-04-05,4.0
2012-04-11,-1.5385
2012-04-12,-9.375
2012-04-17,3.4483
2012-04-18,8.3333
2012-04-19,7.6923
2012-04-20,7.1429
2012-04-23,2.6667
2012-04-26,-27.2727
2012-04-27,23.2143
2012-04-30,4.3478
2012-05-02,-4.1667
2012-05-03,-18.8406
2012-05-04,-10.7143
2012-05-07,2.0
2012-05-08,9.8039
2012-05-15,-7.1429
2012-05-17,5.7692
2012-05-23,-3.6364
2012-06-04,3.7736
2012-07-05,1.8182
2012-07-13,0.0
2012-10-08,0.0
2012-11-07,-90.0
2012-11-08,78.5714
2012-11-15,150.0
2012-11-16,104.0
2012-11-21,-27.451
2012-11-27,5.4054
2012-12-04,92.3077
2013-01-17,-32.0
2013-02-01,5.8824
2013-02-14,-5.5556
2013-02-19,0.0
2013-02-28,-1.9607999999999999
2013-03-05,-20.0
2013-03-06,27.5
2013-03-07,-31.3725
2013-03-08,22.8571
2013-03-11,27.907
2013-03-12,-21.8182
2013-03-14,0.0
2013-03-15,2.3256
2013-03-18,0.0
2013-03-19,15.9091
2013-03-20,27.451
2013-03-21,1.5385
2013-03-22,13.6364
2013-03-27,0.0
2013-05-14,0.0
2013-05-28,0.0
2013-05-31,0.0
2013-06-21,0.0
2013-07-26,-6.6667
2013-07-31,0.0
2013-09-05,-71.4286
2013-09-10,0.0
2013-09-30,50.0
2013-10-04,66.6667
2013-10-21,0.0
2013-11-04,0.0
2013-11-18,0.0
2014-01-22,-30.0
2014-01-23,-14.2857
2014-01-29,16.6667
2014-01-31,-25.7143
2014-02-18,0.0
2014-02-21,0.0
2014-04-04,169.2308
2014-04-07,0.0
2014-04-08,0.0
2014-04-11,0.0
2014-04-17,0.0
2014-04-30,0.0
2014-06-16,0.0
2014-06-26,0.0
2014-07-03,-96.2857
2014-07-10,2592.3077
2014-07-17,-28.5714
2014-08-18,-20.0
2014-08-19,0.0
2014-08-21,0.0
2014-09-04,-25.0
2014-09-12,0.0
2014-09-15,233.3333
2014-09-16,10.0
2014-09-17,-8.1818
2014-09-18,13.8614
2014-09-19,-4.3478
2014-09-22,-4.5455
2014-09-23,0.0
2014-09-25,4.7619
2014-10-02,-1.8182
2014-10-03,-0.9259
2014-10-10,-0.9346
2014-10-14,-0.9434
2014-10-15,-0.9524
2014-10-16,2.8846
2014-10-17,0.0
2014-10-20,0.9346
2014-10-22,-1.8519
2014-10-24,0.0
2014-10-27,0.9434
2014-10-28,0.0
2014-10-29,2.8037
2014-10-30,-1.3636
2014-11-04,1.3825
2014-11-05,0.0
2014-11-06,-0.9091
2014-11-07,0.9174
2014-11-11,0.0
2014-11-12,0.0
2014-11-19,-2.7273
2014-11-20,2.8037
2014-11-24,-3.6364
2014-11-25,0.0
2014-11-28,3.7736
2014-12-04,0.0
2014-12-12,-1.8182
2014-12-26,-29.6296
2015-01-06,0.0
2015-01-07,-34.2105
2015-01-08,-40.0
2015-01-30,-10.0
2015-02-03,0.0
2015-02-24,-14.8148
2015-03-03,-21.7391
2015-03-04,0.0
2015-03-18,188.8889
2015-03-19,0.0
2015-03-20,0.0
2015-03-27,0.0
2015-05-05,-57.6923
2015-05-12,150.0
2015-06-16,-52.7273
2015-07-10,23.0769
2015-07-13,-18.75
2015-07-15,0.0
2015-09-18,3.8462
2015-10-07,0.0
2015-10-28,-3.7037
2015-11-06,0.0
2015-12-17,-3.8462
2016-01-27,0.0
2016-03-17,-20.0
2016-04-04,100.0
2016-04-05,12.5
2016-04-06,122.2222
2016-04-07,-75.0
2016-04-11,136.0
2016-04-14,-29.6398
2016-04-21,-20.5059
2016-07-01,26.9697
2016-09-28,-16.4678
2016-11-28,-11.4286
2017-01-18,-51.6129
2017-02-02,-93.3333
2017-02-06,0.0
2017-05-26,2400.0
2017-09-05,12.0
2017-09-11,0.0
2017-11-09,60.7143
2017-11-22,-37.7778
2017-12-27,-24.9643
2018-01-03,11.8515
2018-01-08,91.4894
2018-01-16,0.0
2018-01-23,0.0
2018-01-31,0.0
2018-02-07,-53.3111
2018-02-09,0.0
2018-02-20,18.991
2018-02-21,0.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-13,0.0
2018-03-14,-60.0
2018-04-03,150.0
2018-04-05,0.0
2018-04-11,0.0
2018-05-21,-16.0
2018-05-22,2.3810000000000002
2018-06-11,0.0
2018-06-26,11.6279
2018-07-05,-12.5
2018-07-26,0.0
2018-07-27,0.0
2018-08-06,0.0
2018-08-10,19.0476
2018-08-15,0.12
2018-08-20,239.5925
2018-08-22,-7.0588
2018-08-31,-62.0
2018-09-18,-33.3777
2018-09-24,0.0
2018-12-18,-75.0
2019-01-17,300.0
2019-02-20,-25.0
2019-03-04,100.0
2019-03-05,-66.6667
2019-04-18,50.0
2019-05-14,0.0
2019-05-28,0.0
2019-06-10,-33.2667
2019-07-08,0.0
2019-07-15,0.0
2019-08-09,0.0
2019-09-20,324.5255
2019-09-25,-8.4598
2019-10-28,-48.5861
2019-11-20,-25.0
2020-01-03,0.0
2020-01-06,-6.6
2020-01-08,99.8572
2020-01-10,-50.0
2020-01-17,100.0
2020-02-06,0.0
2020-02-07,-0.0357
2020-03-02,0.0357
2020-03-09,7.1429
2020-03-11,0.0
2020-03-12,70.0
2020-03-13,-0.9804
2020-03-16,-79.1881
2020-03-17,233.0162
2020-03-19,-54.2857
2020-03-20,0.0
2020-04-02,17.1875
2020-04-03,33.3333
2020-04-07,-51.16
2020-04-13,63.8002
2020-04-14,0.0
2020-04-17,0.0
2020-04-20,-38.95
2020-04-21,-63.0631
2020-04-22,171.6186
2020-04-24,63.2653
2020-04-29,0.0
2020-05-01,0.0
2020-05-04,-77.45
2020-05-26,343.459
2020-06-08,77.5
2020-06-10,-43.662
2020-06-12,95.0
2020-06-17,30.7692
2020-06-18,-31.3725
2020-07-02,-5.7143
2020-07-20,-9.0909
2020-07-30,-3.3333
