ticker,GHRI US Equity
2007-05-01,-6.4516
2007-05-02,3.4483
2007-05-03,3.3333
2007-05-04,3.2258
2007-05-10,9.375
2007-05-15,8.5714
2007-05-16,0.0
2007-05-17,0.0
2007-05-18,0.0
2007-05-21,0.0
2007-05-22,0.0
2007-05-24,2.6316
2007-05-29,-2.5641
2007-06-04,0.0
2007-06-11,5.2632
2007-06-14,0.0
2007-06-25,27.5
2007-06-26,-21.5686
2007-07-24,-37.5
2007-07-25,-4.0
2007-07-26,16.6667
2007-07-31,0.0
2007-08-10,0.0
2007-08-13,14.2857
2007-08-14,-6.25
2007-08-16,-13.3333
2007-08-22,15.3846
2007-08-24,16.6667
2007-09-05,5.7143
2007-09-19,-16.2162
2007-09-24,-3.2258
2007-09-27,16.6667
2007-10-01,-14.2857
2007-10-31,3.3333
2007-11-28,-25.8065
2007-11-30,30.4348
2007-12-04,-33.3333
2007-12-11,0.0
2007-12-17,-25.0
2008-01-14,-6.6667
2008-01-23,128.5714
2008-02-11,-62.5
2008-04-11,166.6667
2008-06-23,-78.125
2008-06-24,0.0
2008-07-17,-57.1429
2008-09-16,0.0
2008-09-30,-33.3333
2009-01-27,-25.0
2009-02-20,0.0
2009-03-23,-33.3333
2009-03-31,0.0
2009-05-08,4400.0
2009-06-02,-97.7778
2009-06-03,0.0
2009-08-07,-30.0
2009-08-25,185.7143
2009-09-02,150.0
2009-11-13,-30.0
2009-11-25,-71.4286
2010-03-18,-60.0
2010-03-30,-25.0
2010-04-16,233.3333
2010-07-28,-70.0
2010-10-01,500.0
2010-11-15,-44.4444
2010-11-30,240.0
2010-12-01,-11.7647
2010-12-03,-66.6667
2010-12-07,0.0
2010-12-17,-30.0
2010-12-30,0.0
2011-01-21,42.8571
2011-01-28,200.0
2011-02-03,16.6667
2011-02-16,-57.1429
2011-03-10,3.3333
2011-05-26,674.1935
2011-05-27,-37.5
2011-05-31,46.6667
2011-06-02,-13.6364
2011-06-14,-36.8421
2011-06-20,0.0
2011-06-23,0.0
2011-07-15,0.0
2011-07-19,-15.8333
2011-08-02,0.0
2011-08-25,0.0
2011-09-01,58.4158
2011-09-26,-62.5
2011-10-12,33.3333
2011-11-16,-20.0
2011-11-23,-21.875
2011-12-06,32.0
2011-12-07,-36.3636
2011-12-09,-4.7619
2011-12-12,0.0
2011-12-21,25.0
2011-12-22,-40.0
2012-01-06,233.3333
2012-01-24,-58.0
2012-02-03,47.619
2012-02-24,-48.3871
2012-03-30,-6.25
2012-06-05,100.0
2012-07-03,0.0
2012-11-21,-66.6667
2012-11-28,0.0
2012-12-05,0.0
2012-12-28,0.0
2013-01-07,0.0
2013-02-27,0.0
2013-03-06,0.0
2013-04-11,0.0
2013-04-17,-70.0
2013-09-24,22.9167
2013-10-04,0.0
2013-11-08,-8.4746
2013-11-19,0.0
2013-12-04,-5.5556
2014-02-06,0.0
2014-04-02,56.8627
2014-04-04,20.0
2014-04-07,233.3333
2014-04-09,-49.375
2014-04-11,146.9136
2014-05-14,-40.0
2014-06-12,-32.5
2014-08-14,245.679
2014-08-15,-42.8571
2014-08-26,-22.5
2014-09-11,29.0323
2014-09-25,-25.0
2014-10-09,0.0
2014-10-21,0.0
2014-12-19,0.0
2014-12-22,0.0
2015-04-07,-31.25
2016-04-06,-3.0303
2016-04-07,70.625
2016-10-13,-41.3919
2016-11-15,0.0
2017-01-12,-70.0
2018-01-04,433.3333
2018-01-26,-37.5
2018-02-28,300.0
2018-03-01,0.0
2018-03-08,100.0
2018-03-19,-50.0
2018-03-22,0.0
2018-04-03,45.0
2018-04-25,-31.0345
2018-05-04,0.0
2018-05-07,0.0
2018-05-22,-22.25
2018-05-23,28.6174
2018-05-24,0.0
2018-05-31,5.0
2018-06-05,-11.6667
2018-06-18,61.7251
2018-06-19,-16.6667
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-06-25,0.0
2018-07-02,0.0
2018-07-09,0.0
2018-07-17,-20.0
2018-07-18,0.0
2018-07-19,25.0
2018-07-26,-30.0
2018-08-10,42.8571
2018-08-14,60.0
2018-08-15,-37.5
2018-08-16,0.0
2018-08-21,40.0
2018-08-28,-14.2857
2018-09-06,-33.3333
2018-09-11,13.875
2018-09-12,-12.1844
2018-09-24,0.0
2018-10-01,-25.0
2018-10-05,0.0
2018-10-08,100.0
2018-10-11,16.6667
2018-10-12,-28.5714
2018-10-17,20.0
2018-10-18,-16.6667
2018-10-19,-20.0
2018-11-21,0.0
2018-12-04,-24.75
2018-12-10,0.0
2019-01-08,-33.5548
2019-02-01,50.0
2019-02-14,0.0
2019-02-22,0.0
2019-03-11,0.0
2019-03-14,20.0
2019-03-21,-16.6667
2019-05-08,-33.3333
2019-06-12,-50.0
2019-06-14,0.0
2019-06-18,-29.0
2019-06-21,111.2676
2019-06-24,0.0
2019-06-28,-33.3333
2019-07-01,70.0
2019-07-02,-41.1765
2019-07-24,0.0
2019-08-15,-20.0
2019-08-16,25.0
2019-08-21,0.0
2019-08-28,25.0
2019-09-04,-20.0
2019-09-05,-15.05
2019-09-25,-9.3584
2019-11-08,55.8442
2019-11-14,0.0
2019-11-15,-8.3333
2019-11-22,81.8182
2019-11-25,-39.125
2019-12-05,-9.6509
2019-12-17,-31.8182
2019-12-19,33.3333
2019-12-23,0.0
2020-01-13,-25.0
2020-01-14,-6.6667
2020-02-14,0.0
2020-02-25,30.0
2020-02-28,9.5604
2020-03-02,0.3009
2020-03-06,0.0
2020-03-11,-30.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-05-01,-14.2857
2020-05-21,0.0
2020-06-01,66.6667
2020-06-03,0.0
2020-07-01,0.0
2020-07-10,160.0
2020-07-14,0.0
2020-07-20,73.0769
2020-07-22,-11.1111
2020-07-23,0.0
2020-07-27,-18.75
2020-07-31,-50.7692
