ticker,GHRI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-08-03,81.8182
2005-08-11,10.0
2005-08-12,-13.6364
2005-08-15,5.2632
2005-08-22,10.0
2005-08-25,9.0909
2005-10-24,0.0
2005-11-02,-8.3333
2005-11-14,9.0909
2005-11-29,-8.3333
2005-12-06,0.9091
2005-12-12,-0.9009
2005-12-13,0.0
2005-12-27,0.0
2006-02-15,81.8182
2006-02-21,100.0
2006-02-22,22.5
2006-02-23,4.0816
2006-03-03,-50.9804
2006-03-07,-52.0
2006-05-17,8.3333
2006-05-19,-7.6923
2006-05-23,-16.6667
2006-06-14,10.0
2006-06-28,9.0909
2006-06-29,66.6667
2006-07-12,25.0
2006-07-24,22.0
2006-07-25,0.0
2006-07-28,14.7541
2006-07-31,-14.2857
2006-08-04,0.0
2006-08-08,-33.3333
2006-08-09,0.0
2006-08-11,25.0
2006-08-16,0.0
2006-08-17,-16.0
2006-08-22,0.0
2006-08-25,19.0476
2006-08-28,0.0
2006-08-29,-4.0
2006-08-30,-8.3333
2006-08-31,-9.0909
2006-09-01,0.0
2006-09-05,0.5
2006-09-08,5.4726
2006-09-12,-0.9434
2006-09-15,0.0
2006-09-19,28.5714
2006-09-22,-11.1111
2006-09-29,-8.3333
2006-10-02,0.0
2006-10-03,0.0
2006-10-05,13.6364
2006-10-16,-10.0
2006-10-24,-6.6667
2006-10-31,0.0
2006-11-07,-23.8095
2006-11-10,25.0
2006-11-21,20.0
2006-11-27,4.1667
2006-12-01,0.0
2006-12-04,-4.0
2006-12-08,4.1667
2006-12-11,0.0
2006-12-12,12.0
2006-12-15,0.0
2006-12-20,-7.1429
2006-12-21,3.8462
2006-12-22,7.4074
2006-12-27,0.0
2007-01-08,-10.3448
2007-01-17,11.538499999999999
2007-01-22,-6.8966
2007-01-25,-11.1111
2007-01-26,8.3333
2007-01-30,3.8462
2007-01-31,-1.8519
2007-02-14,1.8868
2007-02-15,-3.7037
2007-02-16,0.0
2007-02-20,0.0
2007-02-23,11.538499999999999
2007-02-26,-10.3448
2007-03-01,3.8462
2007-03-06,3.7037
2007-03-07,23.2143
2007-03-12,-10.1449
2007-03-15,6.4516
2007-03-19,0.0
2007-03-20,6.0606
2007-03-21,0.0
2007-03-22,0.0
2007-03-23,0.0
2007-03-26,-8.5714
2007-03-29,0.0
2007-04-05,0.0
2007-04-16,-6.25
2007-04-18,0.0
2007-04-19,-13.3333
2007-04-20,11.538499999999999
2007-04-23,0.0
2007-04-27,6.8966
