ticker,STWD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-08-12,0.0
2009-08-13,0.0
2009-08-14,-1.65
2009-08-17,-1.3726
2009-08-18,0.7216
2009-08-19,1.3306
2009-08-20,1.2121
2009-08-21,-0.3992
2009-08-24,0.2004
2009-08-25,-1.2
2009-08-26,0.9615
2009-08-27,-1.2530999999999999
2009-08-28,-0.0273
2009-08-31,0.4843
2009-09-01,-0.9601
2009-09-02,1.4285999999999999
2009-09-03,0.2515
2009-09-04,0.0
2009-09-08,-1.1039
2009-09-09,-0.2071
2009-09-10,-0.0467
2009-09-11,-0.0509
2009-09-14,0.458
2009-09-15,-0.6586
2009-09-16,1.2239
2009-09-17,0.2519
2009-09-18,0.201
2009-09-21,-0.3009
2009-09-22,-0.0503
2009-09-23,-0.3523
2009-09-24,-0.202
2009-09-25,-0.7591
2009-09-28,0.357
2009-09-29,0.9146
2009-09-30,1.9637
2009-10-01,-1.0864
2009-10-02,-0.0999
2009-10-05,0.0
2009-10-06,1.3993
2009-10-07,-0.4929
2009-10-08,0.2476
2009-10-09,-0.0494
2009-10-12,-0.4943
2009-10-13,0.5464
2009-10-14,0.1976
2009-10-15,0.2465
2009-10-16,-0.0492
2009-10-19,1.8209
2009-10-20,-0.435
2009-10-21,-1.2136
2009-10-22,0.9337
2009-10-23,-1.0711
2009-10-26,-0.4429
2009-10-27,0.1483
2009-10-28,-1.0365
2009-10-29,0.6487
2009-10-30,-0.1983
2009-11-02,0.3974
2009-11-03,0.2474
2009-11-04,-3.0109
2009-11-05,0.5089
2009-11-06,0.0506
2009-11-09,-0.0506
2009-11-10,-0.7089
2009-11-11,0.102
2009-11-12,-1.0698
2009-11-13,0.4119
2009-11-16,2.1538
2009-11-17,0.1004
2009-11-18,0.3009
2009-11-19,-1.85
2009-11-20,0.6623
2009-11-23,-0.253
2009-11-24,-0.3551
2009-11-25,-0.7128
2009-11-27,-1.0256
2009-11-30,0.5181
2009-12-01,0.567
2009-12-02,1.2301
2009-12-03,-1.2152
2009-12-04,-0.1025
2009-12-07,-0.5644
2009-12-08,-0.8772
2009-12-09,-2.0822
2009-12-10,2.3392
2009-12-11,0.2597
2009-12-14,-0.7254
2009-12-15,-0.4697
2009-12-16,-0.7341
2009-12-17,0.317
2009-12-18,-0.2106
2009-12-21,0.0
2009-12-22,-1.0554
2009-12-23,0.2667
2009-12-24,0.1596
2009-12-28,-1.3808
2009-12-29,1.8408
2009-12-30,0.5316
2009-12-31,-0.1058
